ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type
59644623-8e20-5300-9d63-e7ba1e258d94,tg:lhdc:76_#1,e22_AcquisitionNumbers,1,225272/2906,aanwinst nummer
71ceb60f-d374-57ed-a686-88fabb13e63d,tg:lhdc:66_#1,e22_AcquisitionNumbers,1,225272/2895,aanwinst nummer
309ce396-961c-5145-9da0-a34633da0385,tg:lhdc:50_#1,e22_AcquisitionNumbers,1,225272/2939,aanwinst nummer
4dcb7838-c54e-5bc2-a5d2-385f043b27ff,tg:lhdc:40_#1,e22_AcquisitionNumbers,1,225272/2931,aanwinst nummer
f2ff41ed-7ce5-5b29-b907-6ca7f06f96dc,tg:lhdc:4802_#1,e22_AcquisitionNumbers,1,236853,aanwinst nummer
0183b90a-9329-51c1-8aee-46528ec3b915,tg:lhdc:438_#1,e22_AcquisitionNumbers,1,179917,aanwinst nummer
78a43f4b-7736-5e60-a1db-5c01d034d6de,tg:lhdc:22_#1,e22_AcquisitionNumbers,1,225272/2916,aanwinst nummer
c566ec80-ea0a-54ce-91e3-effd417035ba,tg:lhdc:4793_#1,e22_AcquisitionNumbers,1,236858,aanwinst nummer
93c03621-b193-5768-aac7-740918e0bc4b,tg:lhdc:4813_#1,e22_AcquisitionNumbers,1,5303,aanwinst nummer
baec1b8d-d010-5326-a2e8-3ffb10a9af25,tg:lhdc:4803_#1,e22_AcquisitionNumbers,1,236927,aanwinst nummer
3f46a09c-8f8e-57ea-969e-d9d9ca3d207c,tg:lhdc:41_#1,e22_AcquisitionNumbers,1,225272/2931,aanwinst nummer
fabfebcb-9624-581e-b6fd-98736f3220ce,tg:lhdc:51_#1,e22_AcquisitionNumbers,1,225272/2940,aanwinst nummer
0c6ac2ec-c2e8-589d-9bb7-6a234c7714b7,tg:lhdc:23_#1,e22_AcquisitionNumbers,1,225272/2917,aanwinst nummer
faa4418a-b499-587c-aa9b-77d19956a32f,tg:lhdc:33_#1,e22_AcquisitionNumbers,1,225272/2924,aanwinst nummer
a7ff200f-c018-570d-90ca-cd37244cf7cc,tg:lhdc:4782_#1,e22_AcquisitionNumbers,1,236795,aanwinst nummer
3cd7ac3c-ee2b-5e63-88fc-70f2598568f8,tg:lhdc:4792_#1,e22_AcquisitionNumbers,1,236925,aanwinst nummer
d18ce046-2e2b-596e-aca8-73d886ea404f,tg:lhdc:93_#1,e22_AcquisitionNumbers,1,23322/17,aanwinst nummer
f55fd73a-52e3-5f6f-9075-de098a49e5a6,tg:lhdc:103_#1,e22_AcquisitionNumbers,1,62190,aanwinst nummer
3fa8e53e-e2ee-5d10-8076-4c732a2dc294,tg:lhdc:3780_#1,e22_AcquisitionNumbers,1,57398/951,aanwinst nummer
85d229fc-60f2-5aa6-9dcd-3cce91c7e414,tg:lhdc:58_#1,e22_AcquisitionNumbers,1,225272/2888,aanwinst nummer
bd07262d-296c-5934-adf3-fd6ddd6e6247,tg:lhdc:48_#1,e22_AcquisitionNumbers,1,225272/2937,aanwinst nummer
8ec994ee-cd5e-5544-bafb-d61caf64f907,tg:lhdc:195_#1,e22_AcquisitionNumbers,1,103316/2,aanwinst nummer
ec0641fc-62a4-5028-8516-ddbf010fd7da,tg:lhdc:67_#1,e22_AcquisitionNumbers,1,225272/2896,aanwinst nummer
d92e29d6-43d9-52d2-b38c-9eb1c8ba4a3e,tg:lhdc:77_#1,e22_AcquisitionNumbers,1,225272/2907,aanwinst nummer
6b9bae0a-d9e6-52d2-a286-aa02db925ae1,tg:lhdc:6_#1,e22_AcquisitionNumbers,1,233259,aanwinst nummer
3b7eb52d-be97-58fd-a555-8e821c495879,tg:lhdc:72_#1,e22_AcquisitionNumbers,1,225272/2901,aanwinst nummer
ae704e1b-3079-56e8-a28d-d6a3279b22b5,tg:lhdc:3_#1,e22_AcquisitionNumbers,1,300026,aanwinst nummer
0fb4e79b-80bf-570f-b070-f464a828458d,tg:lhdc:62_#1,e22_AcquisitionNumbers,1,225272/2892,aanwinst nummer
3fd5f706-ef83-5a2c-9bd4-4aea2e522641,tg:lhdc:4797_#1,e22_AcquisitionNumbers,1,236790,aanwinst nummer
42b83a3b-267e-5389-9590-124272f4327b,tg:lhdc:4787_#1,e22_AcquisitionNumbers,1,236864,aanwinst nummer
d75f133f-00d8-5f0d-afdc-28713643d9fa,tg:lhdc:142_#1,e22_AcquisitionNumbers,1,212030,aanwinst nummer
0c1970e5-13fb-58f5-8f76-81735ac31131,tg:lhdc:19_#1,e22_AcquisitionNumbers,1,225272/2914,aanwinst nummer
20d3bb18-f35c-5a24-8003-e37ba3939759,tg:lhdc:4773_#1,e22_AcquisitionNumbers,1,236854,aanwinst nummer
5320d872-645b-5278-8676-21f55391b1ac,tg:lhdc:54_#1,e22_AcquisitionNumbers,1,225272/2943,aanwinst nummer
457fa6d8-733e-5efc-8241-d6adad8bfcf2,tg:lhdc:4763_#1,e22_AcquisitionNumbers,1,57398/660,aanwinst nummer
b4a2a106-02ea-5761-844e-b464569a08eb,tg:lhdc:44_#1,e22_AcquisitionNumbers,1,225272/2933,aanwinst nummer
6d3b6268-baf4-59ff-bcd1-c17841ba64ae,tg:lhdc:36_#1,e22_AcquisitionNumbers,1,225272/2927,aanwinst nummer
b255fd7f-202a-5f7a-aaff-8d8b0e0a18fa,tg:lhdc:26_#1,e22_AcquisitionNumbers,1,225272/2920,aanwinst nummer
53d6413b-19df-58fe-b5f5-0a7ee77bb677,tg:lhdc:18_#1,e22_AcquisitionNumbers,1,225272/2913,aanwinst nummer
f86d86de-46c5-53b7-a0ec-4719a5005844,tg:lhdc:4786_#1,e22_AcquisitionNumbers,1,236856,aanwinst nummer
d0cc43c2-c682-5310-92a8-7c4a4739d258,tg:lhdc:4796_#1,e22_AcquisitionNumbers,1,236789,aanwinst nummer
056db609-4062-56b0-b97b-638723bb8ad3,tg:lhdc:45_#1,e22_AcquisitionNumbers,1,225272/2934,aanwinst nummer
58658060-b808-5bcb-bdec-87a3f361c517,tg:lhdc:55_#1,e22_AcquisitionNumbers,1,225272/2944,aanwinst nummer
e5a5510f-7fdf-5d1c-9c3d-7cadf75b7258,tg:lhdc:4772_#1,e22_AcquisitionNumbers,1,236738,aanwinst nummer
c88ad27a-5fe3-5fe5-a12f-66bcb2508ecf,tg:lhdc:4807_#1,e22_AcquisitionNumbers,1,236798,aanwinst nummer
b7cfa555-f74b-5403-a684-b90b55dc9dd2,tg:lhdc:27_#1,e22_AcquisitionNumbers,1,225272/2921,aanwinst nummer
5d6ebbe8-1f5d-5a19-b449-4c2b4d2caeec,tg:lhdc:37_#1,e22_AcquisitionNumbers,1,225272/2928,aanwinst nummer
68380812-1a91-5101-a491-b8f562ba2ddc,tg:lhdc:63_#1,e22_AcquisitionNumbers,1,225272/2893,aanwinst nummer
7fe496d1-787d-5340-b193-607d835d8641,tg:lhdc:73_#1,e22_AcquisitionNumbers,1,225272/2902,aanwinst nummer
73c635c3-a8ef-5914-ae31-95fa0051ce18,tg:lhdc:87_#1,e22_AcquisitionNumbers,1,57372/31,aanwinst nummer
5798ebd8-2de9-520b-8f5b-8b2437a02814,tg:lhdc:4794_#1,e22_AcquisitionNumbers,1,236793,aanwinst nummer
b1f51b42-a918-598a-b3dc-443a5f7529a6,tg:lhdc:4784_#1,e22_AcquisitionNumbers,1,236860,aanwinst nummer
46c10f23-4178-5872-9b08-ef316c562d9e,tg:lhdc:68_#1,e22_AcquisitionNumbers,1,225272/2897,aanwinst nummer
ef420bab-fa5c-58ac-8cf5-567c9875b8e3,tg:lhdc:78_#1,e22_AcquisitionNumbers,1,225272/2908,aanwinst nummer
7f65fbc4-95ce-5b27-9848-af8d9b220a97,tg:lhdc:35_#1,e22_AcquisitionNumbers,1,225272/2926,aanwinst nummer
d12b93bd-9243-5125-ba4e-9e33965ba7cc,tg:lhdc:25_#1,e22_AcquisitionNumbers,1,225272/2919,aanwinst nummer
6cc26061-9d93-53fb-9923-21effc73bbbc,tg:lhdc:57_#1,e22_AcquisitionNumbers,1,225272/2887,aanwinst nummer
409b382e-d1b5-53fb-acad-81b395caed4e,tg:lhdc:4770_#1,e22_AcquisitionNumbers,1,236797,aanwinst nummer
c6fd24f2-4b04-5442-8992-fc4f7a54cb62,tg:lhdc:47_#1,e22_AcquisitionNumbers,1,225272/2936,aanwinst nummer
b24f3212-18b1-5720-afef-2819cc3d86a4,tg:lhdc:4805_#1,e22_AcquisitionNumbers,1,236799,aanwinst nummer
34a6ba3c-09a3-52d5-a267-7f30db6ea0be,tg:lhdc:193_#1,e22_AcquisitionNumbers,1,103316/2,aanwinst nummer
35f861d2-7849-5180-94f4-ab8db8409225,tg:lhdc:71_#1,e22_AcquisitionNumbers,1,225272/2900,aanwinst nummer
17c1aef4-fd04-55c6-9cd9-91948c05c38e,tg:lhdc:61_#1,e22_AcquisitionNumbers,1,225272/2891,aanwinst nummer
dbb80737-08d8-530d-b61f-98198f49cd9e,tg:lhdc:4779_#1,e22_AcquisitionNumbers,1,236788,aanwinst nummer
c249fbb8-3cbd-597b-914f-0cd63feb0a8e,tg:lhdc:105_#1,e22_AcquisitionNumbers,1,63758,aanwinst nummer
967b4ce3-1b83-5d5f-8402-647b9105a8da,tg:lhdc:95_#1,e22_AcquisitionNumbers,1,300055,aanwinst nummer
6800a21c-abef-51a4-b236-91922052a6a5,tg:lhdc:60_#1,e22_AcquisitionNumbers,1,225272/2890,aanwinst nummer
aa8dbf4d-2ea9-5df7-8d64-41fa8fb0ec35,tg:lhdc:70_#1,e22_AcquisitionNumbers,1,225272/2899,aanwinst nummer
5fdb9f1f-0a04-5ea3-b120-bf9c3b3cbb1c,tg:lhdc:149_#1,e22_AcquisitionNumbers,1,57398/951,aanwinst nummer
de492112-2fc8-5336-a954-ee7054d9a632,tg:lhdc:104_#1,e22_AcquisitionNumbers,1,63758,aanwinst nummer
4a7cf89b-8383-5149-9038-a12ca2f59977,tg:lhdc:4778_#1,e22_AcquisitionNumbers,1,236851,aanwinst nummer
a5e7358a-a7e1-5e2e-8de0-8203d1eede88,tg:lhdc:4795_#1,e22_AcquisitionNumbers,1,236926,aanwinst nummer
6d058525-f53e-5eec-983d-9d7e3eed78c2,tg:lhdc:8_#1,e22_AcquisitionNumbers,1,74149/4,aanwinst nummer
58093b86-5ff6-5fae-8bc4-c5467cc73957,tg:lhdc:79_#1,e22_AcquisitionNumbers,1,225272/2910,aanwinst nummer
91e691ad-d985-59c9-817b-6cb1af008768,tg:lhdc:69_#1,e22_AcquisitionNumbers,1,225272/2898,aanwinst nummer
768a6ad1-4cc5-50ef-9323-e88fa9a14802,tg:lhdc:24_#1,e22_AcquisitionNumbers,1,225272/2918,aanwinst nummer
da7888ce-f68f-563d-b962-a00420f19c9b,tg:lhdc:34_#1,e22_AcquisitionNumbers,1,225272/2925,aanwinst nummer
b2f53b4e-d4f8-5059-92ce-cc3cb987911d,tg:lhdc:4804_#1,e22_AcquisitionNumbers,1,236787,aanwinst nummer
034e472c-bf59-52f1-b91a-a56a458ecdec,tg:lhdc:46_#1,e22_AcquisitionNumbers,1,225272/2935,aanwinst nummer
5953a093-1bda-5e0f-92bd-14129862de9b,tg:lhdc:4771_#1,e22_AcquisitionNumbers,1,236862,aanwinst nummer
e1c17f53-d0de-5fcb-a2d7-2ab019f51d37,tg:lhdc:56_#1,e22_AcquisitionNumbers,1,225272/2886,aanwinst nummer
fe44ef5d-bfbe-5819-9098-a059e6f1566d,tg:lhhs:14757_#1,e22_AcquisitionNumbers,1,89355/1a-j,aanwinst nummer
4bad7a42-470f-5096-aac2-23b6346570d0,tg:lhhs:4716_#1,e22_AcquisitionNumbers,1,176942/5-10,aanwinst nummer
6cc8ca5b-a54f-5964-a6bb-3ec086617feb,tg:lhhs:20300_#1,e22_AcquisitionNumbers,1,103447,aanwinst nummer
56165d42-36ab-5249-9615-0da5f7527c30,tg:lhhs:11171_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
f318ca18-82a8-5a1a-b166-4dbca129e9fc,tg:lhhs:1130_#1,e22_AcquisitionNumbers,1,85934/14-20,aanwinst nummer
5fda9cda-c7b7-58f6-acef-1a70739d0839,tg:lhhs:9285_#1,e22_AcquisitionNumbers,1,50809,aanwinst nummer
e3052391-0e76-5004-b49b-8ce5aab08819,tg:lhhs:3750_#1,e22_AcquisitionNumbers,1,36563/32,aanwinst nummer
22d797ec-960a-599f-97f1-3681de8dab28,tg:lhhs:13711_#1,e22_AcquisitionNumbers,1,217815/1-31,aanwinst nummer
7e11ff13-4289-5212-8e25-ad3fe32614d9,tg:lhhs:6176_#1,e22_AcquisitionNumbers,1,46726,aanwinst nummer
25b4613a-2f1c-535d-8c73-be558821b1bd,tg:lhhs:10503_#1,e22_AcquisitionNumbers,1,200251/7a-b,aanwinst nummer
f298e0cd-186a-5f2d-af00-7f0a9a6ba53f,tg:lhhs:20278_#1,e22_AcquisitionNumbers,1,69827,aanwinst nummer
66628717-8641-584f-9407-ddf4377752e8,tg:lhhs:15325_#1,e22_AcquisitionNumbers,1,26861/3,aanwinst nummer
da78ae33-abaf-5bfe-bf60-1fd8fcf6ff39,tg:lhhs:598_#1,e22_AcquisitionNumbers,1,129024/1,aanwinst nummer
dea86b06-4f7f-5f98-81d6-e176f2e031c2,tg:lhhs:1048_#1,e22_AcquisitionNumbers,1,47944/3,aanwinst nummer
096356f6-3487-5ccc-bf6e-86d92f389295,tg:lhhs:5364_#1,e22_AcquisitionNumbers,1,52703/a - b,aanwinst nummer
fdf990ea-c9a4-516a-a3fe-c2904e073ae8,tg:lhhs:6997_#1,e22_AcquisitionNumbers,1,113172,aanwinst nummer
6a507a23-c85d-50ed-9619-d0daeb86bf23,tg:lhhs:13669_#1,e22_AcquisitionNumbers,1,178932/a-c,aanwinst nummer
e598a07a-def3-50ca-803e-d68797daa57d,tg:lhhs:7504_#1,e22_AcquisitionNumbers,1,111364/1a-g,aanwinst nummer
776ef412-031b-5595-8eac-d42f40a5956f,tg:lhhs:3628_#1,e22_AcquisitionNumbers,1,129916/a-c,aanwinst nummer
9674fb50-804b-5736-b935-405417970521,tg:lhhs:2322_#1,e22_AcquisitionNumbers,1,40378/1-6,aanwinst nummer
6615317a-0ccc-5827-aa8c-f161517a336b,tg:lhhs:12363_#1,e22_AcquisitionNumbers,1,88368,aanwinst nummer
026a5354-b62d-5615-b0a0-81a874eba782,tg:lhhs:31_#1,e22_AcquisitionNumbers,1,123438,aanwinst nummer
45d0d692-f7c6-5c32-be7c-b95c9634e7b5,tg:lhhs:11990_#1,e22_AcquisitionNumbers,1,201644/1-6,aanwinst nummer
3afc6bce-dbef-5f35-9119-526f100ec0cc,tg:lhhs:13701_#1,e22_AcquisitionNumbers,1,217507,aanwinst nummer
47a30352-d672-55c5-a11e-ebfd6eab829f,tg:lhhs:3740_#1,e22_AcquisitionNumbers,1,36563/23,aanwinst nummer
fe377178-32c9-5822-ba94-c80def60f97e,tg:lhhs:16127_#1,e22_AcquisitionNumbers,1,7009,aanwinst nummer
5d33ff0e-a133-590e-abfc-c2a80fe46d45,tg:lhhs:6166_#1,e22_AcquisitionNumbers,1,92438/104,aanwinst nummer
542b10e4-d8b0-5adb-800e-6939f6207040,tg:lhhs:20310_#1,e22_AcquisitionNumbers,1,103485/1,aanwinst nummer
7512194d-0438-5808-b93a-5df0af6d3d9c,tg:lhhs:4706_#1,e22_AcquisitionNumbers,1,161541/5,aanwinst nummer
685871e6-e259-5256-a82a-527baf74e5b1,tg:lhhs:14747_#1,e22_AcquisitionNumbers,1,220918/1-7,aanwinst nummer
c7a99026-5af2-50fb-a61f-1eae62bc569a,tg:lhhs:1120_#1,e22_AcquisitionNumbers,1,178665,aanwinst nummer
609e610e-e738-5c3d-a966-0f12c2f4b30d,tg:lhhs:17555_#1,e22_AcquisitionNumbers,1,134.751 en 92.089,aanwinst nummer
bdf3bf3a-5984-5db4-84f0-fbf660574df9,tg:lhhs:3638_#1,e22_AcquisitionNumbers,1,118886/1A-E,aanwinst nummer
2ea73e06-9624-5f7f-9cbc-6a284e028f6a,tg:lhhs:13679_#1,e22_AcquisitionNumbers,1,203698/1 tot 9,aanwinst nummer
93be8329-2cbf-5c92-a55d-81f0cc50648f,tg:lhhs:7514_#1,e22_AcquisitionNumbers,1,153677/1-13,aanwinst nummer
f80220c2-d793-5eb9-80cc-ba2770833d42,tg:lhhs:12373_#1,e22_AcquisitionNumbers,1,76808,aanwinst nummer
799eadec-782f-5389-85e3-56a5045d14e6,tg:lhhs:11980_#1,e22_AcquisitionNumbers,1,201696/3a-c,aanwinst nummer
b4e404cb-f3bd-54fb-915a-d9dc9a9ae9b2,tg:lhhs:21_#1,e22_AcquisitionNumbers,1,45117,aanwinst nummer
e02c190e-7924-5dd0-8f3f-75c651278ccb,tg:lhhs:2332_#1,e22_AcquisitionNumbers,1,40364/1-3,aanwinst nummer
9ba794f4-cf36-5e33-9e0b-9eda75a05df9,tg:lhhs:10513_#1,e22_AcquisitionNumbers,1,203444,aanwinst nummer
2281d89a-7d81-5240-a0dc-80501a4fe91e,tg:lhhs:20268_#1,e22_AcquisitionNumbers,1,103446,aanwinst nummer
2634c91f-9be2-5d18-be11-6241a3aff0ac,tg:lhhs:11019_#1,e22_AcquisitionNumbers,1,56546,aanwinst nummer
fba7c251-2e57-5287-bb5b-d9f355eacda9,tg:lhhs:5374_#1,e22_AcquisitionNumbers,1,52703/a - b,aanwinst nummer
132d6f56-b131-5a14-9a55-1f1adcc90c5f,tg:lhhs:6987_#1,e22_AcquisitionNumbers,1,149681/41,aanwinst nummer
c7033fb6-effb-51ef-a755-63a78d3aa14e,tg:lhhs:15335_#1,e22_AcquisitionNumbers,1,130705/4,aanwinst nummer
0801cbb8-dda8-5a61-81a0-6efd1fb318cc,tg:lhhs:588_#1,e22_AcquisitionNumbers,1,63189/1a - g,aanwinst nummer
69a5e935-a943-57ae-97f1-ba9277fb6095,tg:lhhs:1058_#1,e22_AcquisitionNumbers,1,47944/1,aanwinst nummer
7c593202-18d3-58bf-be28-fa6601aa3221,tg:lhhs:4143_#1,e22_AcquisitionNumbers,1,92193/aa,aanwinst nummer
22ad31aa-2642-56b1-b72e-29d297e1a482,tg:lhhs:14102_#1,e22_AcquisitionNumbers,1,177088,aanwinst nummer
2427c47f-db39-5ecb-817d-68883b3ae415,tg:lhhs:1765_#1,e22_AcquisitionNumbers,1,139337/37,aanwinst nummer
2f8a0e5a-ac9e-5dae-b0ee-76294867c0b0,tg:lhhs:18802_#1,e22_AcquisitionNumbers,1,159569/5,aanwinst nummer
5557548a-9b88-52b0-87c7-ec2e5f06eb41,tg:lhhs:5449_#1,e22_AcquisitionNumbers,1,186195,aanwinst nummer
7531f33e-0149-5f2a-8d36-7d155e2b1110,tg:lhhs:11724_#1,e22_AcquisitionNumbers,1,201403/1a-c,aanwinst nummer
1e52a85c-5c7c-5602-a55e-99353e646f5b,tg:lhhs:7229_#1,e22_AcquisitionNumbers,1,140664/2,aanwinst nummer
36073daa-bd6f-5de2-b271-eb915c64c88d,tg:lhhs:13144_#1,e22_AcquisitionNumbers,1,12611/36 a tot g,aanwinst nummer
cbb8dd00-9b81-59dc-a276-05cde80d4814,tg:lhhs:3105_#1,e22_AcquisitionNumbers,1,119515/1-52,aanwinst nummer
88e39839-76ef-576e-812c-69f77a7f6236,tg:lhhs:17268_#1,e22_AcquisitionNumbers,1,135144/1,aanwinst nummer
e6b61081-f905-53e2-a4fb-e02106d3c2f4,tg:lhhs:16762_#1,e22_AcquisitionNumbers,1,53212,aanwinst nummer
5c1830c1-3871-5c5f-9b15-35b95999b631,tg:lhhs:6723_#1,e22_AcquisitionNumbers,1,157505/1-2,aanwinst nummer
135efba1-be9b-50d2-8511-f8e37d25ca6e,tg:lhhs:10356_#1,e22_AcquisitionNumbers,1,203374,aanwinst nummer
ab848058-8b78-5593-8327-b9cc323bdc04,tg:lhhs:5531_#1,e22_AcquisitionNumbers,1,130702/183,aanwinst nummer
4f7784dd-4676-5b4e-aeb5-ae03884f17d8,tg:lhhs:15570_#1,e22_AcquisitionNumbers,1,127440,aanwinst nummer
5310df74-2f0a-55d1-b5c5-8bf5d31c0b13,tg:lhhs:17310_#1,e22_AcquisitionNumbers,1,99139/34,aanwinst nummer
d981b7f6-d3a5-5489-bdcd-3fb27e526d70,tg:lhhs:7351_#1,e22_AcquisitionNumbers,1,35607/123,aanwinst nummer
f3599ee0-863a-54dc-bd5b-44b218d9a7f4,tg:lhhs:12536_#1,e22_AcquisitionNumbers,1,29719,aanwinst nummer
f0dbfdb2-f489-5d2d-be3c-668734d5029d,tg:lhhs:2577_#1,e22_AcquisitionNumbers,1,138146,aanwinst nummer
3114dc8f-6955-576b-add1-353d98ed1b3a,tg:lhhs:3115_#1,e22_AcquisitionNumbers,1,38478/3,aanwinst nummer
a0704d9d-cc6d-5a3c-a7ab-8af4d24b206a,tg:lhhs:7239_#1,e22_AcquisitionNumbers,1,8803,aanwinst nummer
544a97fa-a67e-57b5-90b8-eb6532daca6c,tg:lhhs:13154_#1,e22_AcquisitionNumbers,1,210579,aanwinst nummer
3dd5ab18-dfb7-538c-b64d-c0933b42a944,tg:lhhs:6733_#1,e22_AcquisitionNumbers,1,136418/1-7,aanwinst nummer
7f320430-b6cd-5595-b560-0c2e74b2ad5e,tg:lhhs:16772_#1,e22_AcquisitionNumbers,1,53212,aanwinst nummer
66f2aaa0-b088-5a26-8e1b-0c8e217a9f6c,tg:lhhs:14112_#1,e22_AcquisitionNumbers,1,201804/1-482,aanwinst nummer
d4e7a871-b5b5-5749-996b-9acd4a356bf4,tg:lhhs:4153_#1,e22_AcquisitionNumbers,1,36741/1,aanwinst nummer
5932d83e-e8ce-5f07-865f-f001b16c4317,tg:lhhs:20545_#1,e22_AcquisitionNumbers,1,138148/a-d,aanwinst nummer
