ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,e73_ConnectedSubjects,2,40156d8b-30af-5e2e-a12c-64026fdc0d86,au::7183,subjects (content of works),"dlod={""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/60886"",""id"":""au::7183"",""nameWithContext"":[""Jan Geerhof""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,e73_ConnectedSubjects,3,aa8bbbbb-a29a-5e87-a243-061e03b2093f,au::20740,subjects (content of works),"dlod={""name"":""Paul de Vree"",""ark"":""ark:/83110/x0/aa8bbbbb-a29a-5e87-a243-061e03b2093f"",""uri"":""/agents/people/71765"",""id"":""au::20740"",""nameWithContext"":[""Frits Olivier"",""Oscar"",""Steven Riels"",""Oscar Rosa"",""Hendrik Storm""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/aa8bbbbb-a29a-5e87-a243-061e03b2093f
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,e73_ConnectedSubjects,4,2cac2e98-c03e-5c8d-9b8f-8cf707f22067,au::9639,subjects (content of works),"dlod={""name"":""Marcel Janssens"",""ark"":""ark:/83110/x0/2cac2e98-c03e-5c8d-9b8f-8cf707f22067"",""uri"":""/agents/people/67509"",""id"":""au::9639"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2cac2e98-c03e-5c8d-9b8f-8cf707f22067
1334cd38-8ba5-5af4-904d-f7569f3bbcbe,tg:lhdc:187,e73_ConnectedSubjects,5,78628796-a7ae-58b8-b48f-0688bd36c26b,au::8204,subjects (content of works),"dlod={""name"":""Clara Haesaert"",""ark"":""ark:/83110/x0/78628796-a7ae-58b8-b48f-0688bd36c26b"",""uri"":""/agents/people/86551"",""id"":""au::8204"",""nameWithContext"":[""Claire Weyens""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/78628796-a7ae-58b8-b48f-0688bd36c26b
7eb765dd-de54-580f-9ead-66d1b7fd6e4b,tg:lhdc:433,e73_ConnectedSubjects,2,20ed4a5e-19c2-5def-a81f-e058802e8e09,au::58,subjects (content of works),"dlod={""name"":""Académie Royale des Sciences, des Lettres et des Beaux-Arts de Belgique"",""ark"":""ark:/83110/x0/20ed4a5e-19c2-5def-a81f-e058802e8e09"",""uri"":""/agents/corporate_entities/26108"",""id"":""au::58"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/20ed4a5e-19c2-5def-a81f-e058802e8e09
7eb765dd-de54-580f-9ead-66d1b7fd6e4b,tg:lhdc:433,e73_ConnectedSubjects,3,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
60b8ea31-c52d-5d25-8050-9578f9e29c1c,tg:lhdc:423,e73_ConnectedSubjects,1,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,e73_ConnectedSubjects,1,e8db4670-cad9-59d6-a330-5a5e4c88b746,au::6306,subjects (content of works),"dlod={""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/54867"",""id"":""au::6306"",""nameWithContext"":[""Alfons de Ridder""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,e73_ConnectedSubjects,2,c987d600-4bab-5bec-b1cd-e1bd6a2b39d5,au::21016,subjects (content of works),"dlod={""name"":""Gerard Walschap"",""ark"":""ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5"",""uri"":""/agents/people/53528"",""id"":""au::21016"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5
5ab69eec-b681-585c-afed-20088de2f087,tg:lhdc:172,e73_ConnectedSubjects,3,6f65e969-6054-5fcb-bbc1-edf03f7e2f44,au::9025,subjects (content of works),"dlod={""name"":""Albert van Hoogenbemt"",""ark"":""ark:/83110/x0/6f65e969-6054-5fcb-bbc1-edf03f7e2f44"",""uri"":""/agents/people/58412"",""id"":""au::9025"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6f65e969-6054-5fcb-bbc1-edf03f7e2f44
7fe3d7c5-906a-5b5e-ae1d-af35e81d5eca,tg:lhdc:451,e73_ConnectedSubjects,2,3952b168-39c5-56fb-8469-200339802011,au::15798,subjects (content of works),"dlod={""name"":""Albrecht Rodenbach"",""ark"":""ark:/83110/x0/3952b168-39c5-56fb-8469-200339802011"",""uri"":""/agents/people/48434"",""id"":""au::15798"",""nameWithContext"":[""Harold"",""C. Sneyssens"",""Skald"",""Ruwaert""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3952b168-39c5-56fb-8469-200339802011
cd9d35a9-883d-5037-b4b1-6629b5190ee9,tg:lhdc:2252,e73_ConnectedSubjects,1,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,au::9845,subjects (content of works),"dlod={""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/67275"",""id"":""au::9845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e
88158538-fd7d-5d21-8404-670b488bc556,tg:lhdc:259,e73_ConnectedSubjects,2,81055457-24aa-5f98-a18c-0bf0d27b7d7b,au::47330,subjects (content of works),"dlod={""name"":""Jos Moreaux"",""ark"":""ark:/83110/x0/81055457-24aa-5f98-a18c-0bf0d27b7d7b"",""uri"":""/agents/people/57905"",""id"":""au::47330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/81055457-24aa-5f98-a18c-0bf0d27b7d7b
0806e471-0c1f-59ba-9f87-a84c6eb4e3df,tg:lhdc:398,e73_ConnectedSubjects,1,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
0806e471-0c1f-59ba-9f87-a84c6eb4e3df,tg:lhdc:398,e73_ConnectedSubjects,2,a3580e09-d456-521e-8648-8973db523508,au::57887,subjects (content of works),"dlod={""name"":""Matthijs de Layens"",""ark"":""ark:/83110/x0/a3580e09-d456-521e-8648-8973db523508"",""uri"":""/agents/people/65671"",""id"":""au::57887"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a3580e09-d456-521e-8648-8973db523508
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,e73_ConnectedSubjects,1,36d9f3f5-ee97-5582-874f-5375d281fd96,au::12407,subjects (content of works),"dlod={""name"":""Frans van Mechelen"",""ark"":""ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96"",""uri"":""/agents/people/60543"",""id"":""au::12407"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,e73_ConnectedSubjects,2,40156d8b-30af-5e2e-a12c-64026fdc0d86,au::7183,subjects (content of works),"dlod={""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/60886"",""id"":""au::7183"",""nameWithContext"":[""Jan Geerhof""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86
e1ebdaa3-036e-53ea-8118-058bf289c6e6,tg:lhdc:186,e73_ConnectedSubjects,3,1872d5f3-f6b1-5f4c-b800-420f8a4be9f3,au::19482,subjects (content of works),"dlod={""name"":""Vereniging van Vlaamse Letterkundigen"",""ark"":""ark:/83110/x0/1872d5f3-f6b1-5f4c-b800-420f8a4be9f3"",""uri"":""/agents/corporate_entities/17541"",""id"":""au::19482"",""nameWithContext"":[""VVL""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1872d5f3-f6b1-5f4c-b800-420f8a4be9f3
f9b559a9-4e0c-52f1-ae64-34ee5dfc649d,tg:lhdc:196,e73_ConnectedSubjects,1,68e29b77-ff40-5198-9599-a49e094f568f,au::13335,subjects (content of works),"dlod={""name"":""Stedelijk museum Wuyts-Van Campen en Baron Caroly"",""ark"":""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""uri"":""/agents/corporate_entities/25767"",""id"":""au::13335"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f
532e7022-6e3d-524c-96db-2731c7d7b6b4,tg:lhdc:2184,e73_ConnectedSubjects,1,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,au::9845,subjects (content of works),"dlod={""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/67275"",""id"":""au::9845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e
24ecf7ba-168e-5b32-9bae-216c0be41037,tg:lhdc:415,e73_ConnectedSubjects,3,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
7a147273-2429-5e4e-a392-51a4e47e288c,tg:lhdc:206,e73_ConnectedSubjects,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,subjects (content of works),"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
7d633617-4e0b-5840-ae52-f92d404db6f8,tg:lhdc:421,e73_ConnectedSubjects,1,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
cefb95c9-ceba-51ba-bede-401e58ed344d,tg:lhdc:431,e73_ConnectedSubjects,1,18aa394f-fcfc-56e1-b9bc-f82c2c3fab44,au::20792,subjects (content of works),"dlod={""name"":""Juliaan de Vriendt"",""ark"":""ark:/83110/x0/18aa394f-fcfc-56e1-b9bc-f82c2c3fab44"",""uri"":""/agents/people/80112"",""id"":""au::20792"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18aa394f-fcfc-56e1-b9bc-f82c2c3fab44
cefb95c9-ceba-51ba-bede-401e58ed344d,tg:lhdc:431,e73_ConnectedSubjects,2,d09fd861-779b-5e6f-8aa1-7a5de14aad41,au::20789,subjects (content of works),"dlod={""name"":""Albrecht de Vriendt"",""ark"":""ark:/83110/x0/d09fd861-779b-5e6f-8aa1-7a5de14aad41"",""uri"":""/agents/people/69442"",""id"":""au::20789"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d09fd861-779b-5e6f-8aa1-7a5de14aad41
a0855a59-7916-577e-9dd7-0807ea414eae,tg:lhdc:194,e73_ConnectedSubjects,1,68e29b77-ff40-5198-9599-a49e094f568f,au::13335,subjects (content of works),"dlod={""name"":""Stedelijk museum Wuyts-Van Campen en Baron Caroly"",""ark"":""ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f"",""uri"":""/agents/corporate_entities/25767"",""id"":""au::13335"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/68e29b77-ff40-5198-9599-a49e094f568f
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,e73_ConnectedSubjects,1,08494a40-4c73-5c09-bce8-3576da572a79,au::20723,subjects (content of works),"dlod={""name"":""Alfons Vranckx"",""ark"":""ark:/83110/x0/08494a40-4c73-5c09-bce8-3576da572a79"",""uri"":""/agents/people/92569"",""id"":""au::20723"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/08494a40-4c73-5c09-bce8-3576da572a79
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,e73_ConnectedSubjects,2,c8dbb12c-5084-5850-a6be-4ad8c5c173f9,au::49673,subjects (content of works),"dlod={""name"":""Guy Cudell"",""ark"":""ark:/83110/x0/c8dbb12c-5084-5850-a6be-4ad8c5c173f9"",""uri"":""/agents/people/54542"",""id"":""au::49673"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c8dbb12c-5084-5850-a6be-4ad8c5c173f9
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,e73_ConnectedSubjects,3,40156d8b-30af-5e2e-a12c-64026fdc0d86,au::7183,subjects (content of works),"dlod={""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/60886"",""id"":""au::7183"",""nameWithContext"":[""Jan Geerhof""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86
9f9c0b7b-2c46-558c-aa0f-4a460f973c97,tg:lhdc:184,e73_ConnectedSubjects,4,36d9f3f5-ee97-5582-874f-5375d281fd96,au::12407,subjects (content of works),"dlod={""name"":""Frans van Mechelen"",""ark"":""ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96"",""uri"":""/agents/people/60543"",""id"":""au::12407"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/36d9f3f5-ee97-5582-874f-5375d281fd96
e2f710c8-cb52-5ad9-9da3-16b52091ca19,tg:lhdc:438,e73_ConnectedSubjects,2,55e979f9-96f7-5d73-9a77-8b90890cd160,au::5526,subjects (content of works),"dlod={""name"":""Roger Devriendt"",""ark"":""ark:/83110/x0/55e979f9-96f7-5d73-9a77-8b90890cd160"",""uri"":""/agents/people/84046"",""id"":""au::5526"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/55e979f9-96f7-5d73-9a77-8b90890cd160
5ed186c1-1ee1-55f0-938c-16bd4a3a5c64,tg:lhdc:428,e73_ConnectedSubjects,1,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
4c8e8bcd-76f2-5e09-8518-4d8a979bcb39,tg:lhdc:179,e73_ConnectedSubjects,1,e8db4670-cad9-59d6-a330-5a5e4c88b746,au::6306,subjects (content of works),"dlod={""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/54867"",""id"":""au::6306"",""nameWithContext"":[""Alfons de Ridder""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746
d55e7e3f-ad5e-529a-af82-b605459c425a,tg:lhdc:2249,e73_ConnectedSubjects,1,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,au::9845,subjects (content of works),"dlod={""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/67275"",""id"":""au::9845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e
0325e81d-0059-57fd-a9ed-199bb50be24f,tg:lhdc:393,e73_ConnectedSubjects,2,7f11ff5d-1cb5-5a32-8271-41e9dd086e82,au::21391,subjects (content of works),"dlod={""name"":""De Wijngaard"",""ark"":""ark:/83110/x0/7f11ff5d-1cb5-5a32-8271-41e9dd086e82"",""uri"":""/agents/corporate_entities/14965"",""id"":""au::21391"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7f11ff5d-1cb5-5a32-8271-41e9dd086e82
86919d57-28b0-5f2a-86f3-ae67e2be6ada,tg:lhdc:429,e73_ConnectedSubjects,1,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
5321923c-ce2f-52e4-a2b1-1b70dfc2f0d1,tg:lhdc:2248,e73_ConnectedSubjects,1,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,au::9845,subjects (content of works),"dlod={""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/67275"",""id"":""au::9845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e
7e53e246-046c-5022-bbc7-6336397e2d46,tg:lhdc:178,e73_ConnectedSubjects,1,e8db4670-cad9-59d6-a330-5a5e4c88b746,au::6306,subjects (content of works),"dlod={""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/54867"",""id"":""au::6306"",""nameWithContext"":[""Alfons de Ridder""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746
81d84b57-a4fc-5c60-b2c3-47de56f39ae2,tg:lhdc:416,e73_ConnectedSubjects,2,74430b3a-282d-5013-b777-363c2b882eaa,au::6111,subjects (content of works),"dlod={""name"":""Prudens van Duyse"",""ark"":""ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa"",""uri"":""/agents/people/70425"",""id"":""au::6111"",""nameWithContext"":[""Prudens Simplicitas""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/74430b3a-282d-5013-b777-363c2b882eaa
f8080a08-c572-5782-a117-d798c945ff23,tg:lhdc:2251,e73_ConnectedSubjects,1,2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e,au::9845,subjects (content of works),"dlod={""name"":""Jacob Jordaens"",""ark"":""ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e"",""uri"":""/agents/people/67275"",""id"":""au::9845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a63f3f2-ca2a-5958-b3b0-ee480a61ae1e
3cb508fd-40d5-55c5-88b4-b8c81407b2e0,tg:lhdc:430,e73_ConnectedSubjects,2,d830fb4f-6739-55e2-b198-8127a11683bb,au::3654,subjects (content of works),"dlod={""name"":""Peter Jozef Cautereels"",""ark"":""ark:/83110/x0/d830fb4f-6739-55e2-b198-8127a11683bb"",""uri"":""/agents/people/57474"",""id"":""au::3654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d830fb4f-6739-55e2-b198-8127a11683bb
