ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
e82a4066-c13b-5c1e-a89a-f242d880158f,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1570/N,brocade url,False
69b18b18-bbe4-5c3f-8fce-82f5a18111df,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004162,referentienummer,False
69b18b18-bbe4-5c3f-8fce-82f5a18111df,LegacyInformation,1,brocade.id,tg:lhdc:4288,brocade id,False
69b18b18-bbe4-5c3f-8fce-82f5a18111df,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4288/N,brocade url,False
9260ac3a-493b-5c96-8e8b-2c088046afcd,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002942,referentienummer,False
9260ac3a-493b-5c96-8e8b-2c088046afcd,LegacyInformation,1,brocade.id,tg:lhdc:3058,brocade id,False
9260ac3a-493b-5c96-8e8b-2c088046afcd,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3058/N,brocade url,False
918e407c-5088-545f-9600-7455a2ad5ade,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004142,referentienummer,False
918e407c-5088-545f-9600-7455a2ad5ade,LegacyInformation,1,brocade.id,tg:lhdc:4267,brocade id,False
918e407c-5088-545f-9600-7455a2ad5ade,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4267/N,brocade url,False
a4f839b8-c912-557b-91e8-49e0629b7ca8,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001336,referentienummer,False
a4f839b8-c912-557b-91e8-49e0629b7ca8,LegacyInformation,1,brocade.id,tg:lhdc:1435,brocade id,False
a4f839b8-c912-557b-91e8-49e0629b7ca8,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1435/N,brocade url,False
c73efc8c-499e-5620-9f16-d42150dabc4f,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003289,referentienummer,False
c73efc8c-499e-5620-9f16-d42150dabc4f,LegacyInformation,1,brocade.id,tg:lhdc:3408,brocade id,False
c73efc8c-499e-5620-9f16-d42150dabc4f,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3408/N,brocade url,False
14f597ea-cc38-5294-ac90-c97e8f7570c6,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004507,referentienummer,False
14f597ea-cc38-5294-ac90-c97e8f7570c6,LegacyInformation,1,brocade.id,tg:lhdc:4637,brocade id,False
14f597ea-cc38-5294-ac90-c97e8f7570c6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4637/N,brocade url,False
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000340,referentienummer,False
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,LegacyInformation,1,brocade.id,tg:lhdc:400,brocade id,False
059e46d3-66dc-5b3b-895f-1f4f6b77c3e0,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:400/N,brocade url,False
1c069000-f37d-58f1-9832-62d2d4955dc6,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001859,referentienummer,False
1c069000-f37d-58f1-9832-62d2d4955dc6,LegacyInformation,1,brocade.id,tg:lhdc:1966,brocade id,False
1c069000-f37d-58f1-9832-62d2d4955dc6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1966/N,brocade url,False
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002539,referentienummer,False
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,LegacyInformation,1,brocade.id,tg:lhdc:2649,brocade id,False
d9ef42d8-16a5-5f6b-aca1-2c16301c98bc,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2649/N,brocade url,False
863f5eca-b4fe-5ff0-9545-a487d5b19de6,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000884,referentienummer,False
863f5eca-b4fe-5ff0-9545-a487d5b19de6,LegacyInformation,1,brocade.id,tg:lhdc:953,brocade id,False
863f5eca-b4fe-5ff0-9545-a487d5b19de6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:953/N,brocade url,False
2efcd247-0093-5f43-a4c1-a70f6ed1403e,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002112,referentienummer,False
2efcd247-0093-5f43-a4c1-a70f6ed1403e,LegacyInformation,1,brocade.id,tg:lhdc:2219,brocade id,False
2efcd247-0093-5f43-a4c1-a70f6ed1403e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2219/N,brocade url,False
697fed17-e5ee-59ed-b9eb-5126ec80b459,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002429,referentienummer,False
697fed17-e5ee-59ed-b9eb-5126ec80b459,LegacyInformation,1,brocade.id,tg:lhdc:2537,brocade id,False
697fed17-e5ee-59ed-b9eb-5126ec80b459,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2537/N,brocade url,False
d1575020-0721-5685-a972-e30c2476f8a8,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002060,referentienummer,False
d1575020-0721-5685-a972-e30c2476f8a8,LegacyInformation,1,brocade.id,tg:lhdc:2167,brocade id,False
d1575020-0721-5685-a972-e30c2476f8a8,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2167/N,brocade url,False
41d14d41-dfc1-54f9-8a08-852c1805028e,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003994,referentienummer,False
41d14d41-dfc1-54f9-8a08-852c1805028e,LegacyInformation,1,brocade.id,tg:lhdc:4119,brocade id,False
41d14d41-dfc1-54f9-8a08-852c1805028e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4119/N,brocade url,False
e9a999da-a1c8-5133-a100-77b0a816dae8,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003207,referentienummer,False
e9a999da-a1c8-5133-a100-77b0a816dae8,LegacyInformation,1,brocade.id,tg:lhdc:3326,brocade id,False
e9a999da-a1c8-5133-a100-77b0a816dae8,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3326/N,brocade url,False
c57e010f-886e-58a7-b3b0-b053513b9962,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004424,referentienummer,False
c57e010f-886e-58a7-b3b0-b053513b9962,LegacyInformation,1,brocade.id,tg:lhdc:4549,brocade id,False
c57e010f-886e-58a7-b3b0-b053513b9962,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4549/N,brocade url,False
62c249f2-b9a7-597a-ac55-22637354dd16,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003654,referentienummer,False
62c249f2-b9a7-597a-ac55-22637354dd16,LegacyInformation,1,brocade.id,tg:lhdc:3776,brocade id,False
62c249f2-b9a7-597a-ac55-22637354dd16,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3776/N,brocade url,False
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002749,referentienummer,False
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,LegacyInformation,1,brocade.id,tg:lhdc:2864,brocade id,False
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2864/N,brocade url,False
427907aa-7f3e-50f7-9387-3e29bd48c71a,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000229,referentienummer,False
427907aa-7f3e-50f7-9387-3e29bd48c71a,LegacyInformation,1,brocade.id,tg:lhdc:284,brocade id,False
427907aa-7f3e-50f7-9387-3e29bd48c71a,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:284/N,brocade url,False
308a4123-ad05-5ab6-93fe-1353f2e949eb,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003144,referentienummer,False
308a4123-ad05-5ab6-93fe-1353f2e949eb,LegacyInformation,1,brocade.id,tg:lhdc:3263,brocade id,False
308a4123-ad05-5ab6-93fe-1353f2e949eb,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3263/N,brocade url,False
f5ee3ee2-4185-5e70-9efb-437c54abf769,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000721,referentienummer,False
f5ee3ee2-4185-5e70-9efb-437c54abf769,LegacyInformation,1,brocade.id,tg:lhdc:791,brocade id,False
f5ee3ee2-4185-5e70-9efb-437c54abf769,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:791/N,brocade url,False
2a28e1e7-f916-57ad-835d-e2681ece6f46,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003677,referentienummer,False
2a28e1e7-f916-57ad-835d-e2681ece6f46,LegacyInformation,1,brocade.id,tg:lhdc:3799,brocade id,False
2a28e1e7-f916-57ad-835d-e2681ece6f46,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3799/N,brocade url,False
5af84b01-84cf-512e-8360-b9f5c161be29,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003511,referentienummer,False
5af84b01-84cf-512e-8360-b9f5c161be29,LegacyInformation,1,brocade.id,tg:lhdc:3633,brocade id,False
5af84b01-84cf-512e-8360-b9f5c161be29,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3633/N,brocade url,False
d3d42335-5419-56f6-82d0-fead9c7db9a2,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002805,referentienummer,False
d3d42335-5419-56f6-82d0-fead9c7db9a2,LegacyInformation,1,brocade.id,tg:lhdc:2921,brocade id,False
d3d42335-5419-56f6-82d0-fead9c7db9a2,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2921/N,brocade url,False
7e3aa133-adc9-5928-96d0-ef4322952dcd,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002364,referentienummer,False
7e3aa133-adc9-5928-96d0-ef4322952dcd,LegacyInformation,1,brocade.id,tg:lhdc:2472,brocade id,False
7e3aa133-adc9-5928-96d0-ef4322952dcd,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2472/N,brocade url,False
53608659-e49e-5b3e-8a69-c959b86de8bf,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000002081,referentienummer,False
53608659-e49e-5b3e-8a69-c959b86de8bf,LegacyInformation,1,brocade.id,tg:lhdc:2188,brocade id,False
53608659-e49e-5b3e-8a69-c959b86de8bf,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2188/N,brocade url,False
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001915,referentienummer,False
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,LegacyInformation,1,brocade.id,tg:lhdc:2022,brocade id,False
815db3e8-919e-5bd2-a0b0-cb8cf85391b7,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:2022/N,brocade url,False
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001428,referentienummer,False
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,LegacyInformation,1,brocade.id,tg:lhdc:1527,brocade id,False
26d15d9f-8e01-5ff2-a090-290a3e04e7ee,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1527/N,brocade url,False
2ae68211-f898-5a98-a0c7-4596b2e5e799,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004586,referentienummer,False
2ae68211-f898-5a98-a0c7-4596b2e5e799,LegacyInformation,1,brocade.id,tg:lhdc:4725,brocade id,False
2ae68211-f898-5a98-a0c7-4596b2e5e799,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4725/N,brocade url,False
c97309fe-5445-5e17-8c69-b7c249d559c0,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000448,referentienummer,False
c97309fe-5445-5e17-8c69-b7c249d559c0,LegacyInformation,1,brocade.id,tg:lhdc:512,brocade id,False
c97309fe-5445-5e17-8c69-b7c249d559c0,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:512/N,brocade url,False
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001094,referentienummer,False
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,LegacyInformation,1,brocade.id,tg:lhdc:1177,brocade id,False
3a9901ea-3fe6-507c-8c41-35a0c4ee2671,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1177/N,brocade url,False
fd6a995a-8b02-5ecf-87f3-10974aba08a3,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004249,referentienummer,False
fd6a995a-8b02-5ecf-87f3-10974aba08a3,LegacyInformation,1,brocade.id,tg:lhdc:4375,brocade id,False
fd6a995a-8b02-5ecf-87f3-10974aba08a3,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4375/N,brocade url,False
15405e4c-0613-5379-af4d-8bcb245b1c8a,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000118,referentienummer,False
15405e4c-0613-5379-af4d-8bcb245b1c8a,LegacyInformation,1,brocade.id,tg:lhdc:142,brocade id,False
15405e4c-0613-5379-af4d-8bcb245b1c8a,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:142/N,brocade url,False
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001768,referentienummer,False
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,LegacyInformation,1,brocade.id,tg:lhdc:1874,brocade id,False
fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1874/N,brocade url,False
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000003727,referentienummer,False
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,LegacyInformation,1,brocade.id,tg:lhdc:3849,brocade id,False
7244620e-2a55-5ce5-9ec0-a0b4064e60c1,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:3849/N,brocade url,False
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000772,referentienummer,False
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,LegacyInformation,1,brocade.id,tg:lhdc:841,brocade id,False
fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:841/N,brocade url,False
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000835,referentienummer,False
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,LegacyInformation,1,brocade.id,tg:lhdc:904,brocade id,False
ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:904/N,brocade url,False
2324bbd5-3433-55df-9713-5931879675f6,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001824,referentienummer,False
2324bbd5-3433-55df-9713-5931879675f6,LegacyInformation,1,brocade.id,tg:lhdc:1931,brocade id,False
2324bbd5-3433-55df-9713-5931879675f6,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1931/N,brocade url,False
7a236080-d149-5045-bf11-24e87628ea34,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001112,referentienummer,False
7a236080-d149-5045-bf11-24e87628ea34,LegacyInformation,1,brocade.id,tg:lhdc:1198,brocade id,False
7a236080-d149-5045-bf11-24e87628ea34,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1198/N,brocade url,False
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000390,referentienummer,False
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,LegacyInformation,1,brocade.id,tg:lhdc:457,brocade id,False
6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:457/N,brocade url,False
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000001362,referentienummer,False
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,LegacyInformation,1,brocade.id,tg:lhdc:1462,brocade id,False
0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1462/N,brocade url,False
d9a3fbc3-524c-51d2-a037-db5ce99c299c,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000004105,referentienummer,False
d9a3fbc3-524c-51d2-a037-db5ce99c299c,LegacyInformation,1,brocade.id,tg:lhdc:4230,brocade id,False
d9a3fbc3-524c-51d2-a037-db5ce99c299c,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:4230/N,brocade url,False
76f339aa-e986-5227-95ea-6a1b1b9afa6f,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000958,referentienummer,False
76f339aa-e986-5227-95ea-6a1b1b9afa6f,LegacyInformation,1,brocade.id,tg:lhdc:1032,brocade id,False
76f339aa-e986-5227-95ea-6a1b1b9afa6f,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhdc:1032/N,brocade url,False
2a606f69-d1f0-50b8-8f44-7086fdfb5192,LegacyInformation,1,id.objectNumber,BE-ANN07/dc/000000237,referentienummer,False
