ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier
2ce1adfa-9311-5afc-886e-52b42a0e1a3f,tg:lhph:9285,e73_DepictedItems,2,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,keywords,"dlod={""name"":""Lode Baekelmans"",""ark"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""uri"":""/agents/people/51395"",""id"":""au::930"",""nameWithContext"":[""Hendrik Rossauw"",""Sander Stroobandt"",""Willem Verboven""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b
e9c7f2d0-1c62-578b-867e-ecbf8d7775d5,tg:lhph:27346,e73_DepictedItems,1,3811d8f8-d52c-51bc-8da4-a7a87f36df10,au::14747,keywords,"dlod={""name"":""Henri Picard"",""ark"":""ark:/83110/x0/3811d8f8-d52c-51bc-8da4-a7a87f36df10"",""uri"":""/agents/people/62025"",""id"":""au::14747"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3811d8f8-d52c-51bc-8da4-a7a87f36df10
862785c9-4723-53e9-a6dc-25d0ce954380,tg:lhph:3750,e73_DepictedItems,1,6a9e3da6-6621-5bd3-a1d8-ef2ed267fd83,au::11257,keywords,"dlod={""name"":""Theo Lefèvre"",""ark"":""ark:/83110/x0/6a9e3da6-6621-5bd3-a1d8-ef2ed267fd83"",""uri"":""/agents/people/52499"",""id"":""au::11257"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a9e3da6-6621-5bd3-a1d8-ef2ed267fd83
862785c9-4723-53e9-a6dc-25d0ce954380,tg:lhph:3750,e73_DepictedItems,2,8bc088c4-3723-5089-a7e4-97168ed138c9,au::16301,keywords,"dlod={""name"":""Jos de Saeger"",""ark"":""ark:/83110/x0/8bc088c4-3723-5089-a7e4-97168ed138c9"",""uri"":""/agents/people/86464"",""id"":""au::16301"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8bc088c4-3723-5089-a7e4-97168ed138c9
862785c9-4723-53e9-a6dc-25d0ce954380,tg:lhph:3750,e73_DepictedItems,3,e424437a-86e9-5708-9579-b41cbcb71834,au::17334,keywords,"dlod={""name"":""Paul Henri Spaak"",""ark"":""ark:/83110/x0/e424437a-86e9-5708-9579-b41cbcb71834"",""uri"":""/agents/people/47782"",""id"":""au::17334"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e424437a-86e9-5708-9579-b41cbcb71834
862785c9-4723-53e9-a6dc-25d0ce954380,tg:lhph:3750,e73_DepictedItems,4,38a49a8d-9f89-5796-8b18-2a718626c596,au::71,keywords,"dlod={""name"":""Achiel van Acker"",""ark"":""ark:/83110/x0/38a49a8d-9f89-5796-8b18-2a718626c596"",""uri"":""/agents/people/80247"",""id"":""au::71"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/38a49a8d-9f89-5796-8b18-2a718626c596
e518f9d0-53a6-53f8-8450-57e03afe28d4,tg:lhph:51689,e73_DepictedItems,2,0b4a565d-b199-5ceb-8b34-e41eea1d79ba,au::12288,keywords,"dlod={""name"":""Aimé de Martelaere"",""ark"":""ark:/83110/x0/0b4a565d-b199-5ceb-8b34-e41eea1d79ba"",""uri"":""/agents/people/84153"",""id"":""au::12288"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0b4a565d-b199-5ceb-8b34-e41eea1d79ba
e518f9d0-53a6-53f8-8450-57e03afe28d4,tg:lhph:51689,e73_DepictedItems,3,20f14613-18a0-522e-a94b-8d68ec5b9aab,au::13180,keywords,"dlod={""name"":""Lodewijk Mortelmans"",""ark"":""ark:/83110/x0/20f14613-18a0-522e-a94b-8d68ec5b9aab"",""uri"":""/agents/people/57131"",""id"":""au::13180"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/20f14613-18a0-522e-a94b-8d68ec5b9aab
bb003e28-c569-59ca-ab38-a14729fa8c67,tg:lhph:13711,e73_DepictedItems,1,c37cc00d-b0f7-5de3-b215-7af59c953be4,au::4072,keywords,"dlod={""name"":""Richard de Cneudt"",""ark"":""ark:/83110/x0/c37cc00d-b0f7-5de3-b215-7af59c953be4"",""uri"":""/agents/people/67790"",""id"":""au::4072"",""nameWithContext"":[""Walter Verheyden""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c37cc00d-b0f7-5de3-b215-7af59c953be4
9fc8d142-4413-58de-b108-1bfeab76a8f0,tg:lhph:50383,e73_DepictedItems,1,dea623ac-17b3-5378-9263-fd12ec54ee3c,au::11074,keywords,"dlod={""name"":""Patricia Lasoen"",""ark"":""ark:/83110/x0/dea623ac-17b3-5378-9263-fd12ec54ee3c"",""uri"":""/agents/people/63359"",""id"":""au::11074"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dea623ac-17b3-5378-9263-fd12ec54ee3c
140b25be-7cdc-5a83-a342-696652ab7a02,tg:lhph:53970,e73_DepictedItems,1,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,keywords,"dlod={""name"":""Johan Daisne"",""ark"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""uri"":""/agents/people/73073"",""id"":""au::4855"",""nameWithContext"":[""Herman Thiery""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e
4858203f-256a-5fb7-9b55-b2191e80f6bc,tg:lhph:22560,e73_DepictedItems,1,f14c49fb-d46b-5a2c-b791-d78ab2d3b545,au::9215,keywords,"dlod={""name"":""Emiel Hullebroeck"",""ark"":""ark:/83110/x0/f14c49fb-d46b-5a2c-b791-d78ab2d3b545"",""uri"":""/agents/people/82989"",""id"":""au::9215"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f14c49fb-d46b-5a2c-b791-d78ab2d3b545
85a67807-35a7-50d1-9ec5-f5c078abca45,tg:lhph:30101,e73_DepictedItems,1,c09406eb-2285-5c5b-95cd-202d353a2576,au::7688,keywords,"dlod={""name"":""Göttingen [Gevangenenkamp]"",""ark"":""ark:/83110/x0/c09406eb-2285-5c5b-95cd-202d353a2576"",""uri"":""/agents/corporate_entities/17487"",""id"":""au::7688"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c09406eb-2285-5c5b-95cd-202d353a2576
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_DepictedItems,1,97eec275-b0b3-5979-90be-b36277aa24be,au::6236,keywords,"dlod={""name"":""Yvonne Ego"",""ark"":""ark:/83110/x0/97eec275-b0b3-5979-90be-b36277aa24be"",""uri"":""/agents/people/52206"",""id"":""au::6236"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97eec275-b0b3-5979-90be-b36277aa24be
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_DepictedItems,2,5082318a-c6cd-509b-9dfb-678c86b78a45,au::19348,keywords,"dlod={""name"":""Frans Vercammen"",""ark"":""ark:/83110/x0/5082318a-c6cd-509b-9dfb-678c86b78a45"",""uri"":""/agents/people/82488"",""id"":""au::19348"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5082318a-c6cd-509b-9dfb-678c86b78a45
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_DepictedItems,3,7de7de92-6628-5152-92a3-1f0d843e4fc8,au::45928,keywords,"dlod={""name"":""André Depauw"",""ark"":""ark:/83110/x0/7de7de92-6628-5152-92a3-1f0d843e4fc8"",""uri"":""/agents/people/62764"",""id"":""au::45928"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7de7de92-6628-5152-92a3-1f0d843e4fc8
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_DepictedItems,4,1b1f0904-9461-5f75-a242-7bc4a126d27d,au::4191,keywords,"dlod={""name"":""Yvonne Colinet"",""ark"":""ark:/83110/x0/1b1f0904-9461-5f75-a242-7bc4a126d27d"",""uri"":""/agents/people/66769"",""id"":""au::4191"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1b1f0904-9461-5f75-a242-7bc4a126d27d
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_DepictedItems,5,18c850b1-0197-597b-b9c5-4d80f36c0840,au::45325,keywords,"dlod={""name"":""Gust Ven"",""ark"":""ark:/83110/x0/18c850b1-0197-597b-b9c5-4d80f36c0840"",""uri"":""/agents/people/72318"",""id"":""au::45325"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18c850b1-0197-597b-b9c5-4d80f36c0840
7cf9777f-ddbc-54d0-afb6-b8166e19bf6d,tg:lhph:16137,e73_DepictedItems,1,a19a2c66-8770-56e6-847e-8ee88671c8d5,au::7377,keywords,"dlod={""name"":""Karel Gessler"",""ark"":""ark:/83110/x0/a19a2c66-8770-56e6-847e-8ee88671c8d5"",""uri"":""/agents/people/78073"",""id"":""au::7377"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a19a2c66-8770-56e6-847e-8ee88671c8d5
fae9f3e6-4799-58c6-b9b0-d3cde0c4743a,tg:lhph:10503,e73_DepictedItems,2,3300ebda-ee78-5e14-8347-6678747d61b3,au::913,keywords,"dlod={""name"":""Lode Backx"",""ark"":""ark:/83110/x0/3300ebda-ee78-5e14-8347-6678747d61b3"",""uri"":""/agents/people/92112"",""id"":""au::913"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3300ebda-ee78-5e14-8347-6678747d61b3
d6fa78bb-2369-54c0-99ae-5ce8cca38e9a,tg:lhph:32619,e73_DepictedItems,2,f599f6b5-ea69-5c72-a982-593fb10661a2,au::9821,keywords,"dlod={""name"":""Elisa Jonkers"",""ark"":""ark:/83110/x0/f599f6b5-ea69-5c72-a982-593fb10661a2"",""uri"":""/agents/people/63866"",""id"":""au::9821"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f599f6b5-ea69-5c72-a982-593fb10661a2
13a74e1b-ca68-5abe-8fec-242cdf915110,tg:lhph:20278,e73_DepictedItems,1,a35f9398-e71a-55a8-9c08-8634b7cca6cf,au::12171,keywords,"dlod={""name"":""Angèle Manteau"",""ark"":""ark:/83110/x0/a35f9398-e71a-55a8-9c08-8634b7cca6cf"",""uri"":""/agents/people/52540"",""id"":""au::12171"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a35f9398-e71a-55a8-9c08-8634b7cca6cf
13a74e1b-ca68-5abe-8fec-242cdf915110,tg:lhph:20278,e73_DepictedItems,2,5a160fec-0231-50f5-9ce7-b5a2ebfabd94,au::53186,keywords,"dlod={""name"":""Adriaan Venema"",""ark"":""ark:/83110/x0/5a160fec-0231-50f5-9ce7-b5a2ebfabd94"",""uri"":""/agents/people/85918"",""id"":""au::53186"",""nameWithContext"":[""A. ten Hooven""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5a160fec-0231-50f5-9ce7-b5a2ebfabd94
4a73589b-ef30-5a84-92d3-6a0f3f8b10ef,tg:lhph:47925,e73_DepictedItems,1,330332db-3253-51e6-b690-db6b70133684,au::56686,keywords,"dlod={""name"":""Emil Schumacher"",""ark"":""ark:/83110/x0/330332db-3253-51e6-b690-db6b70133684"",""uri"":""/agents/people/85576"",""id"":""au::56686"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/330332db-3253-51e6-b690-db6b70133684
5abf5e24-f32c-590b-8a52-b3d4f99da09d,tg:lhph:15325,e73_DepictedItems,2,8a7733dd-d8cd-5b10-8760-96e1b8fc4e6b,au::6187,keywords,"dlod={""name"":""Hektor van den Eede"",""ark"":""ark:/83110/x0/8a7733dd-d8cd-5b10-8760-96e1b8fc4e6b"",""uri"":""/agents/people/58784"",""id"":""au::6187"",""nameWithContext"":[""Eli Goland""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a7733dd-d8cd-5b10-8760-96e1b8fc4e6b
eba7a595-c6ab-5e4f-ab11-7969d931476d,tg:lhph:1048,e73_DepictedItems,1,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,keywords,"dlod={""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""uri"":""/agents/people/75531"",""id"":""au::2268"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1
eba7a595-c6ab-5e4f-ab11-7969d931476d,tg:lhph:1048,e73_DepictedItems,2,a8a61d13-c696-5c34-a1e2-82391aebca47,au::23806,keywords,"dlod={""name"":""Eleonora Florentia Aulit"",""ark"":""ark:/83110/x0/a8a61d13-c696-5c34-a1e2-82391aebca47"",""uri"":""/agents/people/80331"",""id"":""au::23806"",""nameWithContext"":[""Nora Aulit"",""Nora de Bom""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a8a61d13-c696-5c34-a1e2-82391aebca47
eba7a595-c6ab-5e4f-ab11-7969d931476d,tg:lhph:1048,e73_DepictedItems,3,6a7e2e65-a790-5712-a407-8f0114af4141,au::41786,keywords,"dlod={""name"":""Estelle van Hoof-Lesseliers"",""ark"":""ark:/83110/x0/6a7e2e65-a790-5712-a407-8f0114af4141"",""uri"":""/agents/people/51047"",""id"":""au::41786"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a7e2e65-a790-5712-a407-8f0114af4141
eba7a595-c6ab-5e4f-ab11-7969d931476d,tg:lhph:1048,e73_DepictedItems,4,8f3465da-1203-5191-aae0-2cfe9521aef1,au::9012,keywords,"dlod={""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/52274"",""id"":""au::9012"",""nameWithContext"":[""Berten Bontenakel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1
fca1ac81-ca7a-5aa6-8aa0-96fb0aa27d76,tg:lhph:11009,e73_DepictedItems,1,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,keywords,"dlod={""name"":""Lode Baekelmans"",""ark"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""uri"":""/agents/people/51395"",""id"":""au::930"",""nameWithContext"":[""Hendrik Rossauw"",""Sander Stroobandt"",""Willem Verboven""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b
05951f32-29b0-544c-8507-87d202607579,tg:lhph:28854,e73_DepictedItems,2,95728c2d-47cb-5cbb-89b1-76781c24ac18,au::15314,keywords,"dlod={""name"":""Herman van Puymbrouck"",""ark"":""ark:/83110/x0/95728c2d-47cb-5cbb-89b1-76781c24ac18"",""uri"":""/agents/people/75198"",""id"":""au::15314"",""nameWithContext"":[""Hermann Ansbach""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/95728c2d-47cb-5cbb-89b1-76781c24ac18
4c029a3b-d61c-50f3-8c09-77aed6e73ec1,tg:lhph:53191,e73_DepictedItems,1,426de388-6c1c-5445-a3df-394b7bd93e2b,au::33668,keywords,"dlod={""name"":""Augusta de Taeye"",""ark"":""ark:/83110/x0/426de388-6c1c-5445-a3df-394b7bd93e2b"",""uri"":""/agents/people/55193"",""id"":""au::33668"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/426de388-6c1c-5445-a3df-394b7bd93e2b
4c029a3b-d61c-50f3-8c09-77aed6e73ec1,tg:lhph:53191,e73_DepictedItems,2,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,keywords,"dlod={""name"":""Johan Daisne"",""ark"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""uri"":""/agents/people/73073"",""id"":""au::4855"",""nameWithContext"":[""Herman Thiery""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e
be18c2b2-61f8-50c1-8d95-aaf2c738a236,tg:lhph:5364,e73_DepictedItems,2,599bbdb0-ec8d-55b1-8b63-d981196fa235,au::21858,keywords,"dlod={""name"":""Renaat van Zundert"",""ark"":""ark:/83110/x0/599bbdb0-ec8d-55b1-8b63-d981196fa235"",""uri"":""/agents/people/63592"",""id"":""au::21858"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/599bbdb0-ec8d-55b1-8b63-d981196fa235
446f75a5-e923-56a9-a418-cca2126fa01f,tg:lhph:6997,e73_DepictedItems,2,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
d2deb23f-fdd0-5412-b7f5-e6066b18f83d,tg:lhph:21772,e73_DepictedItems,1,e60bd903-7e37-5fe2-84b6-5338e3741246,au::9050,keywords,"dlod={""name"":""Roger van Hool"",""ark"":""ark:/83110/x0/e60bd903-7e37-5fe2-84b6-5338e3741246"",""uri"":""/agents/people/58234"",""id"":""au::9050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e60bd903-7e37-5fe2-84b6-5338e3741246
1443144b-433d-5ed5-9130-5f0d75371724,tg:lhph:33313,e73_DepictedItems,1,1bb62baf-bf4d-5bfa-9885-ae1e237fb371,au::537,keywords,"dlod={""name"":""Antwerps Bach-Gezelschap"",""ark"":""ark:/83110/x0/1bb62baf-bf4d-5bfa-9885-ae1e237fb371"",""uri"":""/agents/corporate_entities/22429"",""id"":""au::537"",""nameWithContext"":[""Société Bach d'Anvers""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1bb62baf-bf4d-5bfa-9885-ae1e237fb371
e5278d41-eb29-5c02-87ca-71efc35d4276,tg:lhph:43390,e73_DepictedItems,1,fef36694-2b6a-5fcb-bd54-f4c47c727a0a,au::22712,keywords,"dlod={""name"":""Pajoelke [Poppenspel]"",""ark"":""ark:/83110/x0/fef36694-2b6a-5fcb-bd54-f4c47c727a0a"",""uri"":""/agents/corporate_entities/21713"",""id"":""au::22712"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fef36694-2b6a-5fcb-bd54-f4c47c727a0a
e5278d41-eb29-5c02-87ca-71efc35d4276,tg:lhph:43390,e73_DepictedItems,2,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,keywords,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
a8dcbac3-ccc9-58e5-a194-c09100f36b85,tg:lhph:40963,e73_DepictedItems,1,4a44f0bb-bc2d-594f-9c7a-67415c804c93,au::12799,keywords,"dlod={""name"":""Frank Meyland"",""ark"":""ark:/83110/x0/4a44f0bb-bc2d-594f-9c7a-67415c804c93"",""uri"":""/agents/people/54512"",""id"":""au::12799"",""nameWithContext"":[""Hubert Ascoop"",""D. Raak"",""Frieda Oosterlinck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4a44f0bb-bc2d-594f-9c7a-67415c804c93
7c6ce127-52d9-5378-b09a-8086a4eb375d,tg:lhph:13669,e73_DepictedItems,2,106e1390-d515-5833-8170-a9c48d24a1e0,au::4008,keywords,"dlod={""name"":""P. Jan de Clercq"",""ark"":""ark:/83110/x0/106e1390-d515-5833-8170-a9c48d24a1e0"",""uri"":""/agents/people/53619"",""id"":""au::4008"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/106e1390-d515-5833-8170-a9c48d24a1e0
