ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier
028ab337-41b5-5ec3-a03a-93dd35449b12,tg:lhph:6176,e73_OriginalBrocade,1,dd2bfdcc-b5f9-5f29-a69a-5f305b74545c,au::21614,keywords,"dlod={""name"":""Gustave van de Woestijne"",""ark"":""ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c"",""uri"":""/agents/people/81504"",""id"":""au::21614"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd2bfdcc-b5f9-5f29-a69a-5f305b74545c
996ec998-31be-5a9f-9f5c-04b54772b647,tg:lhph:48237,e73_OriginalBrocade,6,d64d7a7c-d9a4-58f9-9123-abfbf48d967d,au::15550,keywords,"dlod={""name"":""Reizend Volkstheater"",""ark"":""ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d"",""uri"":""/agents/corporate_entities/18567"",""id"":""au::15550"",""nameWithContext"":[""RVT""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d
d6fa78bb-2369-54c0-99ae-5ce8cca38e9a,tg:lhph:32619,e73_OriginalBrocade,3,12510b76-1ed6-5a67-9629-bfa060677e09,au::13088,keywords,"dlod={""name"":""Lode Monteyne"",""ark"":""ark:/83110/x0/12510b76-1ed6-5a67-9629-bfa060677e09"",""uri"":""/agents/people/90598"",""id"":""au::13088"",""nameWithContext"":[""Caliban"",""L.C.G. Cornelius"",""Paul Estraboux"",""Freddy Fournaud"",""Marten Helm"",""Lamme"",""Lector"",""Ada de Lerys Goedvriend""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/12510b76-1ed6-5a67-9629-bfa060677e09
13a74e1b-ca68-5abe-8fec-242cdf915110,tg:lhph:20278,e73_OriginalBrocade,3,b13d2966-2e8a-5595-94c8-54e3806d23ae,au::3006,keywords,"dlod={""name"":""Jeroen Brouwers"",""ark"":""ark:/83110/x0/b13d2966-2e8a-5595-94c8-54e3806d23ae"",""uri"":""/agents/people/61117"",""id"":""au::3006"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b13d2966-2e8a-5595-94c8-54e3806d23ae
624ffe81-d6ab-509b-8f93-3afd8955ac1d,tg:lhph:36535,e73_OriginalBrocade,2,6183db45-037e-54fb-869e-3a6d713e3325,au::11518,keywords,"dlod={""name"":""Mark Liebrecht"",""ark"":""ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325"",""uri"":""/agents/people/69629"",""id"":""au::11518"",""nameWithContext"":[""Marcel Oger""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325
3c032895-27d7-5819-ab5a-6f2862992911,tg:lhph:24154,e73_OriginalBrocade,1,8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d,au::18943,keywords,"dlod={""name"":""Jan Vanderheyden"",""ark"":""ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d"",""uri"":""/agents/people/49500"",""id"":""au::18943"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d
05951f32-29b0-544c-8507-87d202607579,tg:lhph:28854,e73_OriginalBrocade,3,7e8139f0-331e-510e-8e97-8d2ff95d8eb5,au::7264,keywords,"dlod={""name"":""Gemeenschapsonderwijs"",""ark"":""ark:/83110/x0/7e8139f0-331e-510e-8e97-8d2ff95d8eb5"",""uri"":""/agents/corporate_entities/18610"",""id"":""au::7264"",""nameWithContext"":[""Autonome Raad voor het Gemeenschapsonderwijs"",""ARGO""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7e8139f0-331e-510e-8e97-8d2ff95d8eb5
be36414d-d818-59a8-8ce4-9bfd9644f9e6,tg:lhph:3740,e73_OriginalBrocade,2,9c950d84-8040-59a3-b12d-e27abfc73250,au::14188,keywords,"dlod={""name"":""Paul van Ostaijen"",""ark"":""ark:/83110/x0/9c950d84-8040-59a3-b12d-e27abfc73250"",""uri"":""/agents/people/48785"",""id"":""au::14188"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9c950d84-8040-59a3-b12d-e27abfc73250
97cac646-9b32-5a85-beec-05d25a4043ff,tg:lhph:35737,e73_OriginalBrocade,1,6bc9c479-3301-5ef8-8085-d80ab26137d0,au::12955,keywords,"dlod={""name"":""Karel Miry"",""ark"":""ark:/83110/x0/6bc9c479-3301-5ef8-8085-d80ab26137d0"",""uri"":""/agents/people/61571"",""id"":""au::12955"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6bc9c479-3301-5ef8-8085-d80ab26137d0
97cac646-9b32-5a85-beec-05d25a4043ff,tg:lhph:35737,e73_OriginalBrocade,2,8afa8dd9-0094-5cdc-a2b8-a507e60d1009,au::14495,keywords,"dlod={""name"":""Hippoliet van Peene"",""ark"":""ark:/83110/x0/8afa8dd9-0094-5cdc-a2b8-a507e60d1009"",""uri"":""/agents/people/73284"",""id"":""au::14495"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8afa8dd9-0094-5cdc-a2b8-a507e60d1009
97cac646-9b32-5a85-beec-05d25a4043ff,tg:lhph:35737,e73_OriginalBrocade,3,b6f1b4d0-9098-5905-b7af-6f93bf373ae5,au::18740,keywords,"dlod={""name"":""Universiteit Gent"",""ark"":""ark:/83110/x0/b6f1b4d0-9098-5905-b7af-6f93bf373ae5"",""uri"":""/agents/corporate_entities/17979"",""id"":""au::18740"",""nameWithContext"":[""RUG""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b6f1b4d0-9098-5905-b7af-6f93bf373ae5
97cac646-9b32-5a85-beec-05d25a4043ff,tg:lhph:35737,e73_OriginalBrocade,4,959a2671-0472-5a6f-b0a5-a9e2c282e4b9,au::20319,keywords,"dlod={""name"":""De Vlaamse Leeuw [Lied]"",""ark"":""ark:/83110/x0/959a2671-0472-5a6f-b0a5-a9e2c282e4b9"",""uri"":""/agents/corporate_entities/17844"",""id"":""au::20319"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/959a2671-0472-5a6f-b0a5-a9e2c282e4b9
e7c91f21-9f8d-5c3c-bb1d-f499b24cf0c0,tg:lhph:50393,e73_OriginalBrocade,2,71f46c5a-fae6-5f70-a6df-be2c10eb52eb,au::12170,keywords,"dlod={""name"":""Manteau"",""ark"":""ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb"",""uri"":""/agents/corporate_entities/15515"",""id"":""au::12170"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71f46c5a-fae6-5f70-a6df-be2c10eb52eb
fc0ee864-143f-5c5c-beb1-06b0d56f13a2,tg:lhph:53960,e73_OriginalBrocade,1,8c715d50-4bc2-5a1c-842d-586cd4b698f7,au::12621,keywords,"dlod={""name"":""Walter Merhottein"",""ark"":""ark:/83110/x0/8c715d50-4bc2-5a1c-842d-586cd4b698f7"",""uri"":""/agents/people/81022"",""id"":""au::12621"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8c715d50-4bc2-5a1c-842d-586cd4b698f7
fc0ee864-143f-5c5c-beb1-06b0d56f13a2,tg:lhph:53960,e73_OriginalBrocade,2,1388a7b2-9708-5088-8670-a81045513d28,au::10275,keywords,"dlod={""name"":""Kiekeboe-Pats [Poppenspel]"",""ark"":""ark:/83110/x0/1388a7b2-9708-5088-8670-a81045513d28"",""uri"":""/agents/corporate_entities/24617"",""id"":""au::10275"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1388a7b2-9708-5088-8670-a81045513d28
9f4242b9-2e4f-5684-ab84-c4cce9f5d8ef,tg:lhph:48227,e73_OriginalBrocade,3,d64d7a7c-d9a4-58f9-9123-abfbf48d967d,au::15550,keywords,"dlod={""name"":""Reizend Volkstheater"",""ark"":""ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d"",""uri"":""/agents/corporate_entities/18567"",""id"":""au::15550"",""nameWithContext"":[""RVT""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d
9f4242b9-2e4f-5684-ab84-c4cce9f5d8ef,tg:lhph:48227,e73_OriginalBrocade,4,fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1,au::7989,keywords,"dlod={""name"":""Rose Gronon"",""ark"":""ark:/83110/x0/fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1"",""uri"":""/agents/people/93687"",""id"":""au::7989"",""nameWithContext"":[""Marthe Bellefroid"",""Bella Wildert""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fb78bc9f-d5d9-5902-8e3d-bd82663b9aa1
9f4242b9-2e4f-5684-ab84-c4cce9f5d8ef,tg:lhph:48227,e73_OriginalBrocade,5,002f956e-11b8-5a09-b10d-66e8ed1b9ece,au::9520,keywords,"dlod={""name"":""Rik Jacobs"",""ark"":""ark:/83110/x0/002f956e-11b8-5a09-b10d-66e8ed1b9ece"",""uri"":""/agents/people/70467"",""id"":""au::9520"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/002f956e-11b8-5a09-b10d-66e8ed1b9ece
85bc4cdb-ce62-5684-b88f-5c8032b4e65b,tg:lhph:30111,e73_OriginalBrocade,2,6fc34c5b-f782-59b3-80fa-8844a2a67eed,au::6987,keywords,"dlod={""name"":""Albert Eugeen de Frenne"",""ark"":""ark:/83110/x0/6fc34c5b-f782-59b3-80fa-8844a2a67eed"",""uri"":""/agents/people/47302"",""id"":""au::6987"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6fc34c5b-f782-59b3-80fa-8844a2a67eed
c7380b8f-7f97-5529-bac8-22a949c7bff1,tg:lhph:22570,e73_OriginalBrocade,2,eece162a-4b5b-55b1-8163-ef0274af46ff,au::16822,keywords,"dlod={""name"":""Sept Arts"",""ark"":""ark:/83110/x0/eece162a-4b5b-55b1-8163-ef0274af46ff"",""uri"":""/agents/corporate_entities/18870"",""id"":""au::16822"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eece162a-4b5b-55b1-8163-ef0274af46ff
fb549282-fd80-581f-a3ec-ec6a1bfd28bd,tg:lhph:40192,e73_OriginalBrocade,2,cbfc0be6-d770-5205-9025-50c27d22dd1f,au::17600,keywords,"dlod={""name"":""Piet Sterckx"",""ark"":""ark:/83110/x0/cbfc0be6-d770-5205-9025-50c27d22dd1f"",""uri"":""/agents/people/88818"",""id"":""au::17600"",""nameWithContext"":[""Ruig""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cbfc0be6-d770-5205-9025-50c27d22dd1f
fb549282-fd80-581f-a3ec-ec6a1bfd28bd,tg:lhph:40192,e73_OriginalBrocade,3,cf557bdc-e9a9-5847-ba9c-fa9384e30300,au::58032,keywords,"dlod={""name"":""Terzina"",""ark"":""ark:/83110/x0/cf557bdc-e9a9-5847-ba9c-fa9384e30300"",""uri"":""/agents/corporate_entities/27702"",""id"":""au::58032"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cf557bdc-e9a9-5847-ba9c-fa9384e30300
9a17cb7c-11bf-56d8-81b5-aa68106c76b1,tg:lhph:14747,e73_OriginalBrocade,3,80fa62f7-1bbf-5fe7-aac8-219d6858f232,au::10463,keywords,"dlod={""name"":""Koninklijk Instituut voor het Kunstpatrimonium"",""ark"":""ark:/83110/x0/80fa62f7-1bbf-5fe7-aac8-219d6858f232"",""uri"":""/agents/corporate_entities/25736"",""id"":""au::10463"",""nameWithContext"":[""KIK"",""Institut Royale du Patrimoine Artististique"",""IRPA"",""Archives Centrales iconographiques d'arts nationales et Laboratoire centrale des musées belges"",""ACL""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/80fa62f7-1bbf-5fe7-aac8-219d6858f232
9a17cb7c-11bf-56d8-81b5-aa68106c76b1,tg:lhph:14747,e73_OriginalBrocade,4,deca4064-4015-5719-94c6-c6cac931c145,au::494,keywords,"dlod={""name"":""Juul Anthone"",""ark"":""ark:/83110/x0/deca4064-4015-5719-94c6-c6cac931c145"",""uri"":""/agents/people/75771"",""id"":""au::494"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/deca4064-4015-5719-94c6-c6cac931c145
48fcce0b-0229-550a-9d33-76b165850d8a,tg:lhph:30888,e73_OriginalBrocade,1,3d81155b-b616-5ef7-b4f6-3c9934542842,au::7595,keywords,"dlod={""name"":""Frans Gittens"",""ark"":""ark:/83110/x0/3d81155b-b616-5ef7-b4f6-3c9934542842"",""uri"":""/agents/people/89984"",""id"":""au::7595"",""nameWithContext"":[""Dick O'the Flannel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3d81155b-b616-5ef7-b4f6-3c9934542842
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,e73_OriginalBrocade,2,70792ffb-f1e6-5269-b60d-1ecd1cf58117,au::17128,keywords,"dlod={""name"":""Gust de Smet"",""ark"":""ark:/83110/x0/70792ffb-f1e6-5269-b60d-1ecd1cf58117"",""uri"":""/agents/people/49056"",""id"":""au::17128"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/70792ffb-f1e6-5269-b60d-1ecd1cf58117
b9feb849-d73b-5ea9-a9c2-a5d3db0cb430,tg:lhph:49655,e73_OriginalBrocade,1,5a0a0616-3299-53d6-8924-0d255818bd1e,au::21700,keywords,"dlod={""name"":""Herman Wuyts"",""ark"":""ark:/83110/x0/5a0a0616-3299-53d6-8924-0d255818bd1e"",""uri"":""/agents/people/48184"",""id"":""au::21700"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5a0a0616-3299-53d6-8924-0d255818bd1e
b9feb849-d73b-5ea9-a9c2-a5d3db0cb430,tg:lhph:49655,e73_OriginalBrocade,2,6064e720-9af6-5fb9-898b-fa5e7c276d9e,au::10800,keywords,"dlod={""name"":""Rik Kuypers"",""ark"":""ark:/83110/x0/6064e720-9af6-5fb9-898b-fa5e7c276d9e"",""uri"":""/agents/people/69975"",""id"":""au::10800"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6064e720-9af6-5fb9-898b-fa5e7c276d9e
ea4ed6e8-e9ff-57e8-bcc6-0b539657ec4b,tg:lhph:31563,e73_OriginalBrocade,3,6ea8a650-3e61-5d6b-8606-4437d7d11932,au::9643,keywords,"dlod={""name"":""Piet Janssens"",""ark"":""ark:/83110/x0/6ea8a650-3e61-5d6b-8606-4437d7d11932"",""uri"":""/agents/people/81555"",""id"":""au::9643"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6ea8a650-3e61-5d6b-8606-4437d7d11932
759910ee-6818-5e74-8d6b-ccc0877cc0d3,tg:lhph:23102,e73_OriginalBrocade,1,c5efd83f-1616-5773-960a-5e134b1d7d20,au::9156,keywords,"dlod={""name"":""Victor van Hove"",""ark"":""ark:/83110/x0/c5efd83f-1616-5773-960a-5e134b1d7d20"",""uri"":""/agents/people/47914"",""id"":""au::9156"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c5efd83f-1616-5773-960a-5e134b1d7d20
ceb5a318-43e7-50b4-86ca-c077672265da,tg:lhph:30069,e73_OriginalBrocade,2,7589677b-d0b5-535b-a77a-30244f5c0970,au::1479,keywords,"dlod={""name"":""Emile Beliëns"",""ark"":""ark:/83110/x0/7589677b-d0b5-535b-a77a-30244f5c0970"",""uri"":""/agents/people/74215"",""id"":""au::1479"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7589677b-d0b5-535b-a77a-30244f5c0970
96cd2118-52c8-5ef3-9a96-11b0c6660680,tg:lhph:26724,e73_OriginalBrocade,3,156624b0-c237-5042-a773-e6c90d82dc09,au::57096,keywords,"dlod={""name"":""Théatre Royal des Galeries"",""ark"":""ark:/83110/x0/156624b0-c237-5042-a773-e6c90d82dc09"",""uri"":""/agents/people/58388"",""id"":""au::57096"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/156624b0-c237-5042-a773-e6c90d82dc09
781e3f31-b518-5c39-8036-e7256b5e0d6f,tg:lhph:34345,e73_OriginalBrocade,2,93709d12-4542-5900-93f3-be54057528ea,au::8692,keywords,"dlod={""name"":""Georg Hermanowski"",""ark"":""ark:/83110/x0/93709d12-4542-5900-93f3-be54057528ea"",""uri"":""/agents/people/51488"",""id"":""au::8692"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/93709d12-4542-5900-93f3-be54057528ea
40c3a2e1-089b-51b1-a6ea-a775bde523ed,tg:lhph:24144,e73_OriginalBrocade,1,8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d,au::18943,keywords,"dlod={""name"":""Jan Vanderheyden"",""ark"":""ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d"",""uri"":""/agents/people/49500"",""id"":""au::18943"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d
5fc632f4-f9f1-5506-9b51-150d44c48116,tg:lhph:36525,e73_OriginalBrocade,4,6183db45-037e-54fb-869e-3a6d713e3325,au::11518,keywords,"dlod={""name"":""Mark Liebrecht"",""ark"":""ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325"",""uri"":""/agents/people/69629"",""id"":""au::11518"",""nameWithContext"":[""Marcel Oger""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325
dcc69fa6-09eb-5068-8c6f-69de8ed476ac,tg:lhph:20268,e73_OriginalBrocade,2,b13d2966-2e8a-5595-94c8-54e3806d23ae,au::3006,keywords,"dlod={""name"":""Jeroen Brouwers"",""ark"":""ark:/83110/x0/b13d2966-2e8a-5595-94c8-54e3806d23ae"",""uri"":""/agents/people/61117"",""id"":""au::3006"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b13d2966-2e8a-5595-94c8-54e3806d23ae
3b2919a6-8095-5c65-9584-beb68a22f58c,tg:lhph:37712,e73_OriginalBrocade,2,072e3d36-d810-51bb-ac98-88f6508c002b,au::10543,keywords,"dlod={""name"":""Koninklijke Vlaamse Schouwburg"",""ark"":""ark:/83110/x0/072e3d36-d810-51bb-ac98-88f6508c002b"",""uri"":""/agents/corporate_entities/21855"",""id"":""au::10543"",""nameWithContext"":[""KVS"",""De Bottelarij""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/072e3d36-d810-51bb-ac98-88f6508c002b
c4b0ca2a-7a01-5caa-a325-3783d08db9e6,tg:lhph:18802,e73_OriginalBrocade,1,6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb,au::16219,keywords,"dlod={""name"":""Ward Ruyslinck"",""ark"":""ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb"",""uri"":""/agents/people/57752"",""id"":""au::16219"",""nameWithContext"":[""Raymond (Charles Maria) de Belser""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb
8da11bb0-1c9d-585e-a963-e02b02d26502,tg:lhph:49168,e73_OriginalBrocade,2,486b5c89-cf20-5eec-810b-98d03e31fca8,au::7673,keywords,"dlod={""name"":""Johann Wolfgang von Goethe"",""ark"":""ark:/83110/x0/486b5c89-cf20-5eec-810b-98d03e31fca8"",""uri"":""/agents/people/87342"",""id"":""au::7673"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/486b5c89-cf20-5eec-810b-98d03e31fca8
930c39d2-ee5d-5f9a-9287-076284f4a8d8,tg:lhph:27513,e73_OriginalBrocade,1,77ea849a-41e9-5733-93fa-80a3c3300376,au::14804,keywords,"dlod={""name"":""Filip de Pillecyn"",""ark"":""ark:/83110/x0/77ea849a-41e9-5733-93fa-80a3c3300376"",""uri"":""/agents/people/71295"",""id"":""au::14804"",""nameWithContext"":[""Citroen"",""Ijzer I"",""Jan den Duvel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77ea849a-41e9-5733-93fa-80a3c3300376
9ce42741-aaff-5edb-884a-f120410f60e3,tg:lhph:35172,e73_OriginalBrocade,2,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
ec0829c0-44bd-5592-83fe-11ca84a4397a,tg:lhph:34478,e73_OriginalBrocade,3,6721d9bb-2b64-5541-adbe-1fa777e8baec,au::15014,keywords,"dlod={""name"":""Dré Poppe"",""ark"":""ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec"",""uri"":""/agents/people/84569"",""id"":""au::15014"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec
