ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
a8e74ca5-e938-5130-b147-38bafa776de3,tg:lhph:3750_#1,e22_Acquisitions,1,tr:lh:3480,"dlod={""name"":""Schenking van Lode van Rousselt"",""ark"":""ark:/24970/x0/c8f84245-58e0-5a56-aa4a-fb278a5fac30"",""uri"":""/repositories/11/accessions/16186"",""id"":""tr:lh:3480"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c8f84245-58e0-5a56-aa4a-fb278a5fac30
4ba3e849-d816-55e0-b2a5-dede8e5220f2,tg:lhph:40267_#2,e22_Acquisitions,2,tr:lh:2778,"dlod={""name"":""Schenking van Jan de Bom"",""ark"":""ark:/24970/x0/adca352e-f8e9-58fd-a1fa-0aeac4753107"",""uri"":""/repositories/11/accessions/19057"",""id"":""tr:lh:2778"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/adca352e-f8e9-58fd-a1fa-0aeac4753107
0d38537e-8f18-538f-a658-4bea48f3ffac,tg:lhph:13711_#1,e22_Acquisitions,1,tr:lh:4988,"dlod={""name"":""Archief van Lode Monteyne"",""ark"":""ark:/24970/x0/47c34fcc-1f02-5bd8-85d0-3667196dbba0"",""uri"":""/repositories/11/accessions/18369"",""id"":""tr:lh:4988"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/47c34fcc-1f02-5bd8-85d0-3667196dbba0
5b61b3e7-235f-5376-b1bc-b32712f5f79d,tg:lhph:53970_#1,e22_Acquisitions,1,tr:lh:140159,"dlod={""name"":""Aanvulling Daisne archief uit verzameling Kinaupenne"",""ark"":""ark:/24970/x0/3af9558a-ef6e-51f0-b8f9-d72e021e0528"",""uri"":""/repositories/11/accessions/17605"",""id"":""tr:lh:140159"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3af9558a-ef6e-51f0-b8f9-d72e021e0528
8ff39d29-67b2-5e9a-a6db-520fbb23a1ae,tg:lhph:30101_#1,e22_Acquisitions,1,tr:lh:313,"dlod={""name"":""Schenking van Petrus Willems"",""ark"":""ark:/24970/x0/d22dc58f-3ab3-52ce-8eea-6a0b24f12688"",""uri"":""/repositories/11/accessions/14623"",""id"":""tr:lh:313"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d22dc58f-3ab3-52ce-8eea-6a0b24f12688
ffed2a24-d641-5fe7-b2d9-3ca1960508c4,tg:lhph:16137_#1,e22_Acquisitions,1,tr:lh:4143,"dlod={""name"":""Schenking van Provinciale Centrale Openbare Bibliotheek"",""ark"":""ark:/24970/x0/c4d07418-f50f-5029-a9d0-0a90bc9a7227"",""uri"":""/repositories/11/accessions/15133"",""id"":""tr:lh:4143"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c4d07418-f50f-5029-a9d0-0a90bc9a7227
55c77caa-81ea-5f00-bcbc-e47cec5c2910,tg:lhph:34851_#2,e22_Acquisitions,2,tr:lh:4231,"dlod={""name"":""Archief van Renaat Veremans"",""ark"":""ark:/24970/x0/6f846ff9-bac8-528e-9f3e-eaa96c713f35"",""uri"":""/repositories/11/accessions/18974"",""id"":""tr:lh:4231"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6f846ff9-bac8-528e-9f3e-eaa96c713f35
49be5079-1a07-5941-91f2-054968ce893e,tg:lhph:51414_#2,e22_Acquisitions,2,tr:lh:139964,"dlod={""name"":""Archief van Stijn Streuvels"",""ark"":""ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c"",""uri"":""/repositories/11/accessions/13179"",""id"":""tr:lh:139964"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c
dcc1dd98-9da3-5b64-822f-6dce010c94e3,tg:lhph:29722_#2,e22_Acquisitions,2,tr:lh:5824,"dlod={""name"":""Schenking van Albert Verheyden"",""ark"":""ark:/24970/x0/51f256da-1ca9-584c-998e-cb1ad785daef"",""uri"":""/repositories/11/accessions/12226"",""id"":""tr:lh:5824"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/51f256da-1ca9-584c-998e-cb1ad785daef
21be6e9e-fa74-52a2-a80c-60614fad43ed,tg:lhph:32619_#1,e22_Acquisitions,1,tr:lh:1122,"dlod={""name"":""Schenking van Lode Monteyne"",""ark"":""ark:/24970/x0/87e932d1-8b5e-5e5a-831b-b6f5863caae9"",""uri"":""/repositories/11/accessions/14488"",""id"":""tr:lh:1122"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/87e932d1-8b5e-5e5a-831b-b6f5863caae9
0a92269f-12e1-5633-95ea-ae4306a67c82,tg:lhph:20278_#1,e22_Acquisitions,1,tr:lh:7859,"dlod={""name"":""Archief van Manteau"",""ark"":""ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878"",""uri"":""/repositories/11/accessions/13809"",""id"":""tr:lh:7859"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878
57df5468-5dbe-5b52-8fe8-079c3f60521f,tg:lhph:47925_#1,e22_Acquisitions,1,tr:lh:7336,"dlod={""name"":""Archief van Michel Seuphor"",""ark"":""ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4"",""uri"":""/repositories/11/accessions/15511"",""id"":""tr:lh:7336"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4
9198330a-b8f2-57ca-86ee-0d20115a8c18,tg:lhph:36535_#1,e22_Acquisitions,1,tr:lh:6479,"dlod={""name"":""Archief van Mark Liebrecht"",""ark"":""ark:/24970/x0/2c1d385a-2212-555c-8756-d2de38d7d0ed"",""uri"":""/repositories/11/accessions/12806"",""id"":""tr:lh:6479"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2c1d385a-2212-555c-8756-d2de38d7d0ed
312b41af-67e1-5371-9d4d-9fb8fe4a4f37,tg:lhph:15325_#1,e22_Acquisitions,1,tr:lh:3832,"dlod={""name"":""Aankoop bij Jos Polak"",""ark"":""ark:/24970/x0/9314f4d7-f5a5-5407-8b22-3cad98d6d43d"",""uri"":""/repositories/11/accessions/18735"",""id"":""tr:lh:3832"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9314f4d7-f5a5-5407-8b22-3cad98d6d43d
fc73beed-0148-50a3-b1a2-c993c023084c,tg:lhph:1048_#1,e22_Acquisitions,1,tr:lh:6603,"dlod={""name"":""Archief van Maurice Gilliams"",""ark"":""ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75"",""uri"":""/repositories/11/accessions/17545"",""id"":""tr:lh:6603"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75
9431a450-ed13-5973-be2d-8afc5e5d2e5a,tg:lhph:28854_#1,e22_Acquisitions,1,tr:lh:7634,"dlod={""name"":""Oningeschreven gevonden in 2006"",""ark"":""ark:/24970/x0/8d1b70aa-73ce-59aa-8348-4d2ff7c00b8c"",""uri"":""/repositories/11/accessions/11644"",""id"":""tr:lh:7634"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8d1b70aa-73ce-59aa-8348-4d2ff7c00b8c
8ef9297a-aa08-574d-90b8-88f4b56977af,tg:lhph:53191_#1,e22_Acquisitions,1,tr:lh:140159,"dlod={""name"":""Aanvulling Daisne archief uit verzameling Kinaupenne"",""ark"":""ark:/24970/x0/3af9558a-ef6e-51f0-b8f9-d72e021e0528"",""uri"":""/repositories/11/accessions/17605"",""id"":""tr:lh:140159"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3af9558a-ef6e-51f0-b8f9-d72e021e0528
66c321cc-af90-5615-9a02-46b022537181,tg:lhph:5364_#1,e22_Acquisitions,1,tr:lh:4162,"dlod={""name"":""Aankoop bij Filip Tas"",""ark"":""ark:/24970/x0/e62bbccd-81a8-53d2-9da2-da213ec58558"",""uri"":""/repositories/11/accessions/17909"",""id"":""tr:lh:4162"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e62bbccd-81a8-53d2-9da2-da213ec58558
bf36f958-f1f9-54c2-8574-81aea34c3319,tg:lhph:6997_#1,e22_Acquisitions,1,tr:lh:4429,"dlod={""name"":""Aankoop bij Anton Hardy"",""ark"":""ark:/24970/x0/4d1d9c81-81f3-579f-9a71-2f0d5bf53d7c"",""uri"":""/repositories/11/accessions/11229"",""id"":""tr:lh:4429"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4d1d9c81-81f3-579f-9a71-2f0d5bf53d7c
875cc452-e79b-5102-986b-ca11eb6500bb,tg:lhph:21772_#1,e22_Acquisitions,1,tr:lh:5552,"dlod={""name"":""Archief van Het Nederlands Kamertoneel"",""ark"":""ark:/24970/x0/b4c9ef8f-7156-590e-ac77-210403a8e4a0"",""uri"":""/repositories/11/accessions/13579"",""id"":""tr:lh:5552"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b4c9ef8f-7156-590e-ac77-210403a8e4a0
73edbad3-8033-5d38-9ac3-681c6b87474c,tg:lhph:33313_#1,e22_Acquisitions,1,tr:lh:6424,"dlod={""name"":""Archief van Antwerps Bach-Gezelschap"",""ark"":""ark:/24970/x0/5f321889-9d05-5ff4-835e-ceadefaf999f"",""uri"":""/repositories/11/accessions/17728"",""id"":""tr:lh:6424"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5f321889-9d05-5ff4-835e-ceadefaf999f
72d08b36-ed73-51a0-89ac-85ed93c24cbe,tg:lhph:40963_#1,e22_Acquisitions,1,tr:lh:5832,"dlod={""name"":""Archief van Pliet van Lishout"",""ark"":""ark:/24970/x0/5394213d-f173-51a8-a9a4-1d764b5f1131"",""uri"":""/repositories/11/accessions/17647"",""id"":""tr:lh:5832"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5394213d-f173-51a8-a9a4-1d764b5f1131
2148cc7e-2eea-543a-9ea2-46952e2109e2,tg:lhph:13669_#1,e22_Acquisitions,1,tr:lh:2125,"dlod={""name"":""Archiefstukken van August Ossenblok"",""ark"":""ark:/24970/x0/473b3f3a-4733-5695-bf84-df0d529a6f52"",""uri"":""/repositories/11/accessions/15614"",""id"":""tr:lh:2125"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/473b3f3a-4733-5695-bf84-df0d529a6f52
c48aae8b-8efa-5acb-9fc2-f16e426dd5fa,tg:lhph:23112_#1,e22_Acquisitions,1,tr:lh:5115,"dlod={""name"":""Archief van Luc Indestege"",""ark"":""ark:/24970/x0/ee97926f-15df-5b71-980f-27b91451324d"",""uri"":""/repositories/11/accessions/17654"",""id"":""tr:lh:5115"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee97926f-15df-5b71-980f-27b91451324d
27b9ebc8-d67c-5bdd-b894-befd1cb8e8e9,tg:lhph:31573_#1,e22_Acquisitions,1,tr:lh:9510,"dlod={""name"":""Archief van Marcel de Backer"",""ark"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""uri"":""/repositories/11/accessions/15068"",""id"":""tr:lh:9510"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
d47b35eb-8552-5b57-85aa-92dba7d3eab6,tg:lhph:7504_#1,e22_Acquisitions,1,tr:lh:6886,"dlod={""name"":""Archief van Stijn Streuvels"",""ark"":""ark:/24970/x0/324993da-592f-516c-9b05-85da809a85f0"",""uri"":""/repositories/11/accessions/13582"",""id"":""tr:lh:6886"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/324993da-592f-516c-9b05-85da809a85f0
a456b9ac-ac9f-5b4c-bf7f-90f3f8e174f5,tg:lhph:3628_#1,e22_Acquisitions,1,tr:lh:5448,"dlod={""name"":""Archief van René de Coninck"",""ark"":""ark:/24970/x0/702af5eb-869e-51e8-8411-a95a3ce1c92b"",""uri"":""/repositories/11/accessions/14558"",""id"":""tr:lh:5448"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/702af5eb-869e-51e8-8411-a95a3ce1c92b
0fee014a-f6d3-58f7-8577-20d73d5ee80f,tg:lhph:34355_#1,e22_Acquisitions,1,tr:lh:7859,"dlod={""name"":""Archief van Manteau"",""ark"":""ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878"",""uri"":""/repositories/11/accessions/13809"",""id"":""tr:lh:7859"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/366db0a9-fd09-55f7-b5f1-b6488f3c5878
81a6c4ad-9797-5015-9c1f-ad94b61b5804,tg:lhph:26734_#1,e22_Acquisitions,1,tr:lh:754,"dlod={""name"":""Archief van Edward Peeters"",""ark"":""ark:/24970/x0/f72ce91c-bf45-56c3-b3a0-f78395a44b9a"",""uri"":""/repositories/11/accessions/12480"",""id"":""tr:lh:754"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f72ce91c-bf45-56c3-b3a0-f78395a44b9a
21d07898-c6d8-586b-9cdc-1dc95d4833f3,tg:lhph:2322_#1,e22_Acquisitions,1,tr:lh:4789,"dlod={""name"":""Archief van Herman Teirlinck"",""ark"":""ark:/24970/x0/8983376a-85fa-547f-9666-2952f1162890"",""uri"":""/repositories/11/accessions/18932"",""id"":""tr:lh:4789"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8983376a-85fa-547f-9666-2952f1162890
92372403-3f5f-5bd1-9751-5785ee6ee450,tg:lhph:53808_#1,e22_Acquisitions,1,tr:lh:139964,"dlod={""name"":""Archief van Stijn Streuvels"",""ark"":""ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c"",""uri"":""/repositories/11/accessions/13179"",""id"":""tr:lh:139964"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c
d22c5bac-cb2d-564f-b41e-f52408f55459,tg:lhph:12363_#1,e22_Acquisitions,1,tr:lh:3874,"dlod={""name"":""Aankoop bij E. Debaillie"",""ark"":""ark:/24970/x0/e9d9f2b6-3d22-5a2e-b72c-67a27a23f19a"",""uri"":""/repositories/11/accessions/19541"",""id"":""tr:lh:3874"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e9d9f2b6-3d22-5a2e-b72c-67a27a23f19a
bf141b7b-9293-52fd-aa7f-5bdfe2dd3661,tg:lhph:31_#1,e22_Acquisitions,1,tr:lh:7314,"dlod={""name"":""Archief van Frans van Cauwelaert"",""ark"":""ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89"",""uri"":""/repositories/11/accessions/18024"",""id"":""tr:lh:7314"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89
a1efff84-c786-559d-9c2a-14d973812936,tg:lhph:30079_#1,e22_Acquisitions,1,tr:lh:9510,"dlod={""name"":""Archief van Marcel de Backer"",""ark"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""uri"":""/repositories/11/accessions/15068"",""id"":""tr:lh:9510"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
690884fd-7725-541d-a260-395fb0d39cbb,tg:lhph:13701_#1,e22_Acquisitions,1,tr:lh:4988,"dlod={""name"":""Archief van Lode Monteyne"",""ark"":""ark:/24970/x0/47c34fcc-1f02-5bd8-85d0-3667196dbba0"",""uri"":""/repositories/11/accessions/18369"",""id"":""tr:lh:4988"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/47c34fcc-1f02-5bd8-85d0-3667196dbba0
2a33b60d-56b3-51a8-85ec-64c9cf568d7f,tg:lhph:51699_#1,e22_Acquisitions,1,tr:lh:6787,"dlod={""name"":""Nalatenschap van Emmanuel de Bom"",""ark"":""ark:/24970/x0/4816332c-e8d6-53e4-8581-b75d8780f8b7"",""uri"":""/repositories/11/accessions/11927"",""id"":""tr:lh:6787"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4816332c-e8d6-53e4-8581-b75d8780f8b7
9b73971f-9bd9-5676-add5-179f14946cdc,tg:lhph:9295_#1,e22_Acquisitions,1,tr:lh:2990,"dlod={""name"":""Archiefstukken van Alexis Callant"",""ark"":""ark:/24970/x0/5f54d77f-c14b-5aff-b2c3-28ea294e1377"",""uri"":""/repositories/11/accessions/13471"",""id"":""tr:lh:2990"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5f54d77f-c14b-5aff-b2c3-28ea294e1377
975270b8-5028-5986-b1cf-cfb0c3c7ec8d,tg:lhph:3740_#1,e22_Acquisitions,1,tr:lh:7040,"dlod={""name"":""Schenking van Jos Jacobs"",""ark"":""ark:/24970/x0/7acf82d1-02b3-5a3e-8a61-52f6dc6ed2bf"",""uri"":""/repositories/11/accessions/15257"",""id"":""tr:lh:7040"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/7acf82d1-02b3-5a3e-8a61-52f6dc6ed2bf
f3ce50a8-e275-5061-95ca-c1956718dc20,tg:lhph:16127_#1,e22_Acquisitions,1,tr:lh:1859,"dlod={""name"":""Oningeschreven gevonden in 1948"",""ark"":""ark:/24970/x0/afaea728-f2e9-515b-a52f-42604e2da7a5"",""uri"":""/repositories/11/accessions/14290"",""id"":""tr:lh:1859"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/afaea728-f2e9-515b-a52f-42604e2da7a5
96ab4f8c-60b1-53f0-bbd8-4d5958813308,tg:lhph:30111_#1,e22_Acquisitions,1,tr:lh:9510,"dlod={""name"":""Archief van Marcel de Backer"",""ark"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""uri"":""/repositories/11/accessions/15068"",""id"":""tr:lh:9510"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
79be69f0-5319-5709-b566-cc7a8c8751d9,tg:lhph:22570_#1,e22_Acquisitions,1,tr:lh:7891,"dlod={""name"":""Archief van Willy Kessels"",""ark"":""ark:/24970/x0/3c884bd1-8636-5cdc-a40c-5344dc15ee76"",""uri"":""/repositories/11/accessions/12703"",""id"":""tr:lh:7891"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3c884bd1-8636-5cdc-a40c-5344dc15ee76
7e9d2050-0642-57dd-b2c4-337964412b24,tg:lhph:40192_#1,e22_Acquisitions,1,tr:lh:9510,"dlod={""name"":""Archief van Marcel de Backer"",""ark"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""uri"":""/repositories/11/accessions/15068"",""id"":""tr:lh:9510"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
0321f18a-fe11-5068-bd31-0367754d75f3,tg:lhph:32771_#1,e22_Acquisitions,1,tr:lh:9510,"dlod={""name"":""Archief van Marcel de Backer"",""ark"":""ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7"",""uri"":""/repositories/11/accessions/15068"",""id"":""tr:lh:9510"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2d09a17d-9be4-5535-9c37-184ba32458d7
edcd8134-4897-53c8-b420-94aa1330c9ff,tg:lhph:20310_#1,e22_Acquisitions,1,tr:lh:7314,"dlod={""name"":""Archief van Frans van Cauwelaert"",""ark"":""ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89"",""uri"":""/repositories/11/accessions/18024"",""id"":""tr:lh:7314"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89
50a0ecff-5790-5571-8593-e99dd34df34c,tg:lhph:7789_#2,e22_Acquisitions,2,tr:lh:884,"dlod={""name"":""Schenking van André Claudet"",""ark"":""ark:/24970/x0/926110a3-73e2-54ca-8b64-ff77550c7e65"",""uri"":""/repositories/11/accessions/14599"",""id"":""tr:lh:884"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/926110a3-73e2-54ca-8b64-ff77550c7e65
4178569f-1f2b-5ef6-94e2-48ebdd45479c,tg:lhph:14747_#1,e22_Acquisitions,1,tr:lh:1102,"dlod={""name"":""Archiefstukken van Jan Verbeeck"",""ark"":""ark:/24970/x0/824dcc0c-ff77-5f9e-a175-30b7bc23bcc2"",""uri"":""/repositories/11/accessions/17476"",""id"":""tr:lh:1102"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/824dcc0c-ff77-5f9e-a175-30b7bc23bcc2
9efaf95c-edf5-52cd-a97b-08fbd74fe6e5,tg:lhph:25536_#1,e22_Acquisitions,1,tr:lh:2406,"dlod={""name"":""Schenking van Amedée Dermul"",""ark"":""ark:/24970/x0/d064b553-9e0c-559a-a935-334b24829526"",""uri"":""/repositories/11/accessions/18732"",""id"":""tr:lh:2406"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d064b553-9e0c-559a-a935-334b24829526
99834321-3584-5438-aa3f-cbba452155d5,tg:lhph:37157_#1,e22_Acquisitions,1,tr:lh:1523,"dlod={""name"":""Archief van Gustaaf Schamelhout"",""ark"":""ark:/24970/x0/dbb5af45-a3dc-50b5-9b4d-310dd784739a"",""uri"":""/repositories/11/accessions/15663"",""id"":""tr:lh:1523"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dbb5af45-a3dc-50b5-9b4d-310dd784739a
