ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
308f9ceb-9f50-5bc3-92d8-71ae4338aa4c,tg:lhph:53808,e73_CreationActors,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
4d64c5d5-084e-5484-b37d-5f8cae2f1377,tg:lhph:12363,e73_CreationActors,1,8a611155-ce9e-5319-9e60-d7a1e736d9eb,au::46925,photographers,"dlod={""name"":""Jean Mil"",""ark"":""ark:/83110/x0/8a611155-ce9e-5319-9e60-d7a1e736d9eb"",""uri"":""/agents/people/70815"",""id"":""au::46925"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a611155-ce9e-5319-9e60-d7a1e736d9eb
bfdfb2cd-b6e4-5e12-bffb-3c1948cfd81a,tg:lhph:31,e73_CreationActors,1,330494b5-229d-5d0a-8109-81153cec9927,au::46694,photographers,"dlod={""name"":""Jef Wante"",""ark"":""ark:/83110/x0/330494b5-229d-5d0a-8109-81153cec9927"",""uri"":""/agents/people/93793"",""id"":""au::46694"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/330494b5-229d-5d0a-8109-81153cec9927
148adca8-6209-5849-99fa-fc57663ff09b,tg:lhph:11990,e73_CreationActors,1,814b537c-c8de-5931-99ba-40445e546e7e,au::53368,photographers,"dlod={""name"":""Photographie Artistique"",""ark"":""ark:/83110/x0/814b537c-c8de-5931-99ba-40445e546e7e"",""uri"":""/agents/corporate_entities/19700"",""id"":""au::53368"",""nameWithContext"":[""Phototypie Anversoise""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/814b537c-c8de-5931-99ba-40445e546e7e
25c33406-6ea1-5364-b124-8340464184d2,tg:lhph:30079,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
8090d4a9-a439-5450-8658-1d00791b112b,tg:lhph:9295,e73_CreationActors,1,58aee3fb-09a3-5e89-85e2-cbe873c6d1cd,au::54631,photographers,"dlod={""name"":""Wilhelm Otto"",""ark"":""ark:/83110/x0/58aee3fb-09a3-5e89-85e2-cbe873c6d1cd"",""uri"":""/agents/people/73683"",""id"":""au::54631"",""nameWithContext"":[""Gme. Otto Fils""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/58aee3fb-09a3-5e89-85e2-cbe873c6d1cd
85bc4cdb-ce62-5684-b88f-5c8032b4e65b,tg:lhph:30111,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
c7380b8f-7f97-5529-bac8-22a949c7bff1,tg:lhph:22570,e73_CreationActors,1,4c5da3b0-a0bf-5768-98eb-dcbae64041a6,au::10213,photographers,"dlod={""name"":""Willy Kessels"",""ark"":""ark:/83110/x0/4c5da3b0-a0bf-5768-98eb-dcbae64041a6"",""uri"":""/agents/people/47846"",""id"":""au::10213"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4c5da3b0-a0bf-5768-98eb-dcbae64041a6
fb549282-fd80-581f-a3ec-ec6a1bfd28bd,tg:lhph:40192,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
5ae365dd-c01d-5154-a95b-1fabcc2ee2fd,tg:lhph:32771,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
9a17cb7c-11bf-56d8-81b5-aa68106c76b1,tg:lhph:14747,e73_CreationActors,1,af0c1a9a-cf4a-5de3-894a-10532bec24e5,au::36353,photographers,"dlod={""name"":""Jan Tresseniers"",""ark"":""ark:/83110/x0/af0c1a9a-cf4a-5de3-894a-10532bec24e5"",""uri"":""/agents/people/62264"",""id"":""au::36353"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/af0c1a9a-cf4a-5de3-894a-10532bec24e5
88e57ca1-77a9-52b1-8ff3-6f64aa66fb62,tg:lhph:25536,e73_CreationActors,1,07ec0659-ade3-57bc-93d9-e73fd52de559,au::48322,photographers,"dlod={""name"":""Fotoagentschap Luc Peeters"",""ark"":""ark:/83110/x0/07ec0659-ade3-57bc-93d9-e73fd52de559"",""uri"":""/agents/corporate_entities/19090"",""id"":""au::48322"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07ec0659-ade3-57bc-93d9-e73fd52de559
02e97cad-5591-548c-b10f-6fc711128908,tg:lhph:13679,e73_CreationActors,1,f86ce04e-2c47-5bbc-b224-01a68296cc07,au::47167,photographers,"dlod={""name"":""Cayet"",""ark"":""ark:/83110/x0/f86ce04e-2c47-5bbc-b224-01a68296cc07"",""uri"":""/agents/people/90552"",""id"":""au::47167"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f86ce04e-2c47-5bbc-b224-01a68296cc07
0f9f71df-e834-5a28-b120-1255f3d38e19,tg:lhph:43380,e73_CreationActors,1,7aa63697-495d-51f0-a829-f69302ef004e,au::51306,photographers,"dlod={""name"":""Jan Lormans"",""ark"":""ark:/83110/x0/7aa63697-495d-51f0-a829-f69302ef004e"",""uri"":""/agents/people/65070"",""id"":""au::51306"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7aa63697-495d-51f0-a829-f69302ef004e
93e140e7-9cb0-50bb-87ad-687cf072d30f,tg:lhph:40973,e73_CreationActors,1,23bec98b-6703-528a-8468-297e883a9413,au::14947,photographers,"dlod={""name"":""Jos Polak"",""ark"":""ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413"",""uri"":""/agents/people/91038"",""id"":""au::14947"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413
096bb6ed-4ea1-5313-bffa-61697a6b38c9,tg:lhph:7514,e73_CreationActors,1,819e5706-fa58-54dc-8459-069d9c1e5dbe,au::54468,photographers,"dlod={""name"":""Reportages Malfliet"",""ark"":""ark:/83110/x0/819e5706-fa58-54dc-8459-069d9c1e5dbe"",""uri"":""/agents/corporate_entities/18514"",""id"":""au::54468"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/819e5706-fa58-54dc-8459-069d9c1e5dbe
ea4ed6e8-e9ff-57e8-bcc6-0b539657ec4b,tg:lhph:31563,e73_CreationActors,1,d2067971-9a69-5874-aa51-2f40d771292c,au::47703,photographers,"dlod={""name"":""Filmgroep Stad Antwerpen"",""ark"":""ark:/83110/x0/d2067971-9a69-5874-aa51-2f40d771292c"",""uri"":""/agents/corporate_entities/26649"",""id"":""au::47703"",""nameWithContext"":[""Dienst Informatie""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2067971-9a69-5874-aa51-2f40d771292c
05384412-9a37-5401-9c88-1ada40a07eff,tg:lhph:21,e73_CreationActors,2,7a0def79-7062-59fb-b6e5-dc45294b7cd2,au::46691,photographers,"dlod={""name"":""\""International Newsreel\"""",""ark"":""ark:/83110/x0/7a0def79-7062-59fb-b6e5-dc45294b7cd2"",""uri"":""/agents/corporate_entities/14453"",""id"":""au::46691"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7a0def79-7062-59fb-b6e5-dc45294b7cd2
fd0d75db-8613-515e-8e38-e640d1165f5b,tg:lhph:53818,e73_CreationActors,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
438c1733-fb8b-572f-9515-5442d93f6a12,tg:lhph:22408,e73_CreationActors,1,147db5f5-2f9d-5f10-9a85-1821341f5fa6,au::47922,photographers,"dlod={""name"":""Les Frères Haine"",""ark"":""ark:/83110/x0/147db5f5-2f9d-5f10-9a85-1821341f5fa6"",""uri"":""/agents/corporate_entities/17332"",""id"":""au::47922"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/147db5f5-2f9d-5f10-9a85-1821341f5fa6
96cd2118-52c8-5ef3-9a96-11b0c6660680,tg:lhph:26724,e73_CreationActors,1,baa56785-c9e6-5123-a9c1-65e9a45c7047,au::54354,photographers,"dlod={""name"":""SADO"",""ark"":""ark:/83110/x0/baa56785-c9e6-5123-a9c1-65e9a45c7047"",""uri"":""/agents/corporate_entities/15407"",""id"":""au::54354"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/baa56785-c9e6-5123-a9c1-65e9a45c7047
5fc632f4-f9f1-5506-9b51-150d44c48116,tg:lhph:36525,e73_CreationActors,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""name"":""Guy Verwimp"",""ark"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""uri"":""/agents/people/84514"",""id"":""au::46950"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
759ca095-651b-5992-98b0-df4d6b865f2d,tg:lhph:10513,e73_CreationActors,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""name"":""Filip Tas"",""ark"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""uri"":""/agents/people/67466"",""id"":""au::18070"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
7e5afd15-a135-5fac-a28b-cd0ce74ada3a,tg:lhph:32609,e73_CreationActors,1,5155d256-436c-594e-8377-6a45bf5d535f,au::52793,photographers,"dlod={""name"":""A. Verbeeck \u0026 Co"",""ark"":""ark:/83110/x0/5155d256-436c-594e-8377-6a45bf5d535f"",""uri"":""/agents/corporate_entities/23392"",""id"":""au::52793"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5155d256-436c-594e-8377-6a45bf5d535f
9d374371-20e4-5f06-9b45-a320d3941e22,tg:lhph:53181,e73_CreationActors,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
d5132465-aa3d-52d7-94a2-4bfc24b7c0cf,tg:lhph:33303,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
4d63e622-433d-5c2e-a263-e1fdb1d0ac99,tg:lhph:5374,e73_CreationActors,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""name"":""Filip Tas"",""ark"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""uri"":""/agents/people/67466"",""id"":""au::18070"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
737b476f-1b06-51b1-a6c6-ab58b36d4751,tg:lhph:6987,e73_CreationActors,1,d0008866-6fe3-53a0-b822-9d9646615c48,au::46966,photographers,"dlod={""name"":""Anton Hardy"",""ark"":""ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48"",""uri"":""/agents/people/72241"",""id"":""au::46966"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48
6bd74dd5-2730-55ca-98d1-4588224cbe94,tg:lhph:15335,e73_CreationActors,1,d0008866-6fe3-53a0-b822-9d9646615c48,au::46966,photographers,"dlod={""name"":""Anton Hardy"",""ark"":""ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48"",""uri"":""/agents/people/72241"",""id"":""au::46966"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48
1585cd8d-7f6f-5df9-9e05-2bcc5e8c7a87,tg:lhph:588,e73_CreationActors,1,8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d,au::4415,photographers,"dlod={""name"":""Jan Coppens"",""ark"":""ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d"",""uri"":""/agents/people/54818"",""id"":""au::4415"",""nameWithContext"":[""Claude Magelhaes""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d
56109006-43cf-58d6-84ac-60e60ab60398,tg:lhph:1058,e73_CreationActors,1,623ad06b-7a7f-590f-9844-e0341c0b0b17,au::47085,photographers,"dlod={""name"":""Willy François"",""ark"":""ark:/83110/x0/623ad06b-7a7f-590f-9844-e0341c0b0b17"",""uri"":""/agents/people/50987"",""id"":""au::47085"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/623ad06b-7a7f-590f-9844-e0341c0b0b17
376f3cc5-628b-5ac9-9c70-1261845c9932,tg:lhph:4143,e73_CreationActors,1,a483be3e-c7fb-5086-8f27-92d50600c17c,au::53169,photographers,"dlod={""name"":""Willem Coret"",""ark"":""ark:/83110/x0/a483be3e-c7fb-5086-8f27-92d50600c17c"",""uri"":""/agents/people/90412"",""id"":""au::53169"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a483be3e-c7fb-5086-8f27-92d50600c17c
05fa61f6-ab71-5f83-9307-a9ec6d30641b,tg:lhph:36218,e73_CreationActors,1,24f00dd1-f6c5-5339-b1a2-0ed8de76d037,au::14741,photographers,"dlod={""name"":""Paule Colfs"",""ark"":""ark:/83110/x0/24f00dd1-f6c5-5339-b1a2-0ed8de76d037"",""uri"":""/agents/people/83087"",""id"":""au::14741"",""nameWithContext"":[""Paule Pia""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/24f00dd1-f6c5-5339-b1a2-0ed8de76d037
6afb3f17-b999-5d4d-9bbb-87ba69fccd37,tg:lhph:24679,e73_CreationActors,1,440c1752-6831-56e0-8958-a6c67adb2ff0,au::46849,photographers,"dlod={""name"":""Roland Minnaert"",""ark"":""ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0"",""uri"":""/agents/people/88290"",""id"":""au::46849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0
88bac3f7-a08c-5dd9-b578-326ecb836e1f,tg:lhph:25373,e73_CreationActors,1,3121c1fe-df5b-55bf-ae37-339d39a8d71c,au::9612,photographers,"dlod={""name"":""Bernard Janssens"",""ark"":""ark:/83110/x0/3121c1fe-df5b-55bf-ae37-339d39a8d71c"",""uri"":""/agents/people/67555"",""id"":""au::9612"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3121c1fe-df5b-55bf-ae37-339d39a8d71c
48fbaf74-2329-5caa-9468-d79be8ea07d2,tg:lhph:1765,e73_CreationActors,1,23bec98b-6703-528a-8468-297e883a9413,au::14947,photographers,"dlod={""name"":""Jos Polak"",""ark"":""ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413"",""uri"":""/agents/people/91038"",""id"":""au::14947"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413
24d4f836-b202-5d2c-9935-289562620724,tg:lhph:15408,e73_CreationActors,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""name"":""Filip Tas"",""ark"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""uri"":""/agents/people/67466"",""id"":""au::18070"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
d721e235-3245-55ab-b067-6b2c1594f1d4,tg:lhph:11724,e73_CreationActors,1,ee9e0d9b-f626-521c-bfd9-0e4fb7e19c79,au::57101,photographers,"dlod={""name"":""W. Vriens"",""ark"":""ark:/83110/x0/ee9e0d9b-f626-521c-bfd9-0e4fb7e19c79"",""uri"":""/agents/people/58374"",""id"":""au::57101"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ee9e0d9b-f626-521c-bfd9-0e4fb7e19c79
78ea077b-98af-5e08-a6c7-8350d53e8fe5,tg:lhph:7229,e73_CreationActors,1,440c1752-6831-56e0-8958-a6c67adb2ff0,au::46849,photographers,"dlod={""name"":""Roland Minnaert"",""ark"":""ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0"",""uri"":""/agents/people/88290"",""id"":""au::46849"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0
ba156381-cbda-5a49-91b9-8d523ee99f55,tg:lhph:3105,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
