ResourceID,brocade.id,card,order,volgnummer,note
18d0370c-7961-59e2-b5c6-84a12d4fb986,tg:lhph:52685_#1,e22_OtherIdentifiers,1,S 935 / 488,
18d0370c-7961-59e2-b5c6-84a12d4fb986,tg:lhph:52685_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11482
87269033-b77a-5021-80fa-d5bb9cfa44d4,tg:lhph:49523_#1,e22_OtherIdentifiers,1,W 909 / 8,
083426df-8efe-561a-9fb8-566b1f10a06b,tg:lhph:51497_#1,e22_OtherIdentifiers,1,S 935 / 1057,
083426df-8efe-561a-9fb8-566b1f10a06b,tg:lhph:51497_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000576
ca891a45-9755-5713-b943-b90e52ac9180,tg:lhph:50804_#1,e22_OtherIdentifiers,1,S 935 / 1001,
ca891a45-9755-5713-b943-b90e52ac9180,tg:lhph:50804_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000016
66b0ee13-f757-5c5f-b8ce-47c171594517,tg:lhph:52695_#1,e22_OtherIdentifiers,1,S 935 / 488,
66b0ee13-f757-5c5f-b8ce-47c171594517,tg:lhph:52695_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11495
73f41656-5a61-5da7-9e5d-e4ac308142f0,tg:lhph:48141_#1,e22_OtherIdentifiers,1,V 7576 / 84,
39fd108a-9c5c-5d8c-9915-5a198fadabca,tg:lhph:22616_#1,e22_OtherIdentifiers,1,S 935 / 492,
39fd108a-9c5c-5d8c-9915-5a198fadabca,tg:lhph:22616_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR12412
d785ec8a-4762-5658-b384-ed11a56f14fb,tg:lhph:50814_#1,e22_OtherIdentifiers,1,S 935 / 1002,
d785ec8a-4762-5658-b384-ed11a56f14fb,tg:lhph:50814_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000025
3d3650be-61f8-5742-b40c-9521b3b881b2,tg:lhph:7597_#2,e22_OtherIdentifiers,2,S 935 / 1047,
3d3650be-61f8-5742-b40c-9521b3b881b2,tg:lhph:7597_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - GLN000478
b3c3ec89-1274-50b4-bde6-537b3ba9d540,tg:lhph:6904_#2,e22_OtherIdentifiers,2,PH-GF-018,
b3c3ec89-1274-50b4-bde6-537b3ba9d540,tg:lhph:6904_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - STR11311
b34f206f-c0b6-59db-b83c-2e6d4c0ac420,tg:lhph:49533_#1,e22_OtherIdentifiers,1,W 909 / 8,
1f81ac46-23d0-57e3-83d8-749fb6d8c049,tg:lhph:51487_#1,e22_OtherIdentifiers,1,S 935 / 1056,
1f81ac46-23d0-57e3-83d8-749fb6d8c049,tg:lhph:51487_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000564
fec21fbc-3daa-5c9d-ba62-69e799a98f47,tg:lhph:52069_#1,e22_OtherIdentifiers,1,G 2932 / 212 (35),
0e2fac18-50a5-5320-ac78-21c96ec465cf,tg:lhph:53563_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap
cdc28174-fa67-5ea6-b340-9484ac3bb04e,tg:lhph:22973_#1,e22_OtherIdentifiers,1,S 935 / 1024,
cdc28174-fa67-5ea6-b340-9484ac3bb04e,tg:lhph:22973_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000247
27acddee-9bbb-5893-b056-854a757dd641,tg:lhph:51303_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000391
86f97670-b1b9-53a1-bbc6-ee59a4f5fd30,tg:lhph:52111_#1,e22_OtherIdentifiers,1,G 2932 / 212 (51),
b3c8bf40-dc9d-5ccb-ac93-01830837d56c,tg:lhph:47536_#1,e22_OtherIdentifiers,1,P 272639 / 5,
82dfd0d6-8988-51ae-949f-820a858754e2,tg:lhph:52888_#1,e22_OtherIdentifiers,1,S 935 / 490,
82dfd0d6-8988-51ae-949f-820a858754e2,tg:lhph:52888_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11956
22745012-ecdb-5603-abc8-b12bad460c32,tg:lhph:22192_#1,e22_OtherIdentifiers,1,S 935 / 1028,
22745012-ecdb-5603-abc8-b12bad460c32,tg:lhph:22192_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000282
7914bd36-6c6a-5d2e-b739-27e586dd1e9f,tg:lhph:51313_#1,e22_OtherIdentifiers,1,S 935 / 1039,
7914bd36-6c6a-5d2e-b739-27e586dd1e9f,tg:lhph:51313_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000400
6572eecb-6ec1-52a9-a304-d07409ad4d04,tg:lhph:52079_#1,e22_OtherIdentifiers,1,G 2932 / 212 (36),
5b205e22-6ad5-5a55-84be-a61303d0da62,tg:lhph:52898_#1,e22_OtherIdentifiers,1,S 935 / 490,
5b205e22-6ad5-5a55-84be-a61303d0da62,tg:lhph:52898_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11973
a7ce3ff9-787a-52b6-9462-2f498499e4bb,tg:lhph:47526_#1,e22_OtherIdentifiers,1,P 272639 / 4,
41efdfab-4769-56ed-bf87-9007d2ed7302,tg:lhph:52101_#1,e22_OtherIdentifiers,1,G 2932 / 212 (50),
786ef8f2-0116-5bde-aa7b-253fbb2e14ad,tg:lhph:53336_#1,e22_OtherIdentifiers,1,,Gevonden in R 704 / D
fc12cbd7-2bc4-5a5b-a051-2c5fd542104a,tg:lhph:52744_#1,e22_OtherIdentifiers,1,S 935 / 489,
fc12cbd7-2bc4-5a5b-a051-2c5fd542104a,tg:lhph:52744_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11698
0faf640b-8cbb-53d0-bfcb-212d63c6ef87,tg:lhph:4253_#3,e22_OtherIdentifiers,3,,In permanente tentoonstelling
d855f2a5-3044-5376-8a88-3f7d06917a22,tg:lhph:48090_#1,e22_OtherIdentifiers,1,V 7576 / 48,
bb8b233e-abda-5c05-98d9-ec1d5d7b0590,tg:lhph:53326_#1,e22_OtherIdentifiers,1,,Gevonden in R 704 / D
7c916fab-5d00-5186-8013-ca17fe95c29b,tg:lhph:48080_#1,e22_OtherIdentifiers,1,V 7576 / 41,
6879ab86-3793-58c1-9bf8-bbe0057f3633,tg:lhph:7129_#3,e22_OtherIdentifiers,3,S 935 / 1007,
6879ab86-3793-58c1-9bf8-bbe0057f3633,tg:lhph:7129_#3,e22_OtherIdentifiers,3,,Bruikleen Vlaamse Gemeenschap - GLN000073
6f4c5bb7-8e81-5e7a-bea6-96b60c4af9be,tg:lhph:52754_#1,e22_OtherIdentifiers,1,S 935 / 489,
6f4c5bb7-8e81-5e7a-bea6-96b60c4af9be,tg:lhph:52754_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR11710
2513c0cf-40bd-59ae-b78b-d6f6047f4f88,tg:lhph:48919_#1,e22_OtherIdentifiers,1,,"Uit album met titel: ""Eerste jaar huwelijk"
53f2e5ab-89c6-5b2e-b058-2c5a9b8707d0,tg:lhph:54016_#1,e22_OtherIdentifiers,1,CC 33941 / 472,
20f514ba-601e-512f-8c77-ac837802de3a,tg:lhph:51748_#1,e22_OtherIdentifiers,1,B 798 / P,
b0d8bbda-17e8-5b7a-ab82-f9a42ac98781,tg:lhph:53128_#1,e22_OtherIdentifiers,1,S 935 / 492,
b0d8bbda-17e8-5b7a-ab82-f9a42ac98781,tg:lhph:53128_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR12423
ef66aa17-9207-5877-b1e3-57790e41bd89,tg:lhph:52422_#1,e22_OtherIdentifiers,1,S 935 / 485,
ef66aa17-9207-5877-b1e3-57790e41bd89,tg:lhph:52422_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR10911
17ff5e90-14e9-593d-a338-ec51d3602f90,tg:lhph:7658_#2,e22_OtherIdentifiers,2,S 935 / 486,
17ff5e90-14e9-593d-a338-ec51d3602f90,tg:lhph:7658_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - STR11115
b02bdd28-d278-57f1-8f8c-d0b7fdb8232a,tg:lhph:53040_#1,e22_OtherIdentifiers,1,H 14303 / 985,
13c6533d-a3ea-5ed1-be94-9c684093743b,tg:lhph:54006_#1,e22_OtherIdentifiers,1,CC 33941 / 472,
7849ecbf-ee4a-58e3-93a1-8659db5ddb5e,tg:lhph:53138_#1,e22_OtherIdentifiers,1,S 935 / 492,
7849ecbf-ee4a-58e3-93a1-8659db5ddb5e,tg:lhph:53138_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR12446
a27469b8-5e55-5320-bd41-8a8840d09352,tg:lhph:52432_#1,e22_OtherIdentifiers,1,S 935 / 485,
a27469b8-5e55-5320-bd41-8a8840d09352,tg:lhph:52432_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR10939
32dd8ae2-87ff-57e3-be70-4920387732e8,tg:lhph:51758_#1,e22_OtherIdentifiers,1,L179 / P,
e9c9815f-cd16-5283-9516-aa7459161d56,tg:lhph:21807_#1,e22_OtherIdentifiers,1,S 935 / 491,
e9c9815f-cd16-5283-9516-aa7459161d56,tg:lhph:21807_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR12268
76bae9c2-e18b-5578-a468-40b515af7413,tg:lhph:47650_#1,e22_OtherIdentifiers,1,P 272639 / 6,
d8f76a7d-656f-5a54-9e71-797e86215ce5,tg:lhph:32310_#2,e22_OtherIdentifiers,2,S 935 / 487,
d8f76a7d-656f-5a54-9e71-797e86215ce5,tg:lhph:32310_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - STR11279
ddcd1b58-ee3e-5401-bb7c-58fc472da2c5,tg:lhph:52277_#1,e22_OtherIdentifiers,1,S 935 / 482,
ddcd1b58-ee3e-5401-bb7c-58fc472da2c5,tg:lhph:52277_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR10133
8c59341e-6074-5d73-a2db-dfd6ce7d1903,tg:lhph:51884_#1,e22_OtherIdentifiers,1,M 51648 / 380,
83494960-b113-57c7-8d1e-88f42f85cab9,tg:lhph:53615_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap
90a04e3a-e06c-5844-a64b-2748a20885c9,tg:lhph:51390_#2,e22_OtherIdentifiers,2,S 935 / 484,
90a04e3a-e06c-5844-a64b-2748a20885c9,tg:lhph:51390_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - STR10517
8d67db86-f14f-5437-9131-9be998b50007,tg:lhph:52267_#1,e22_OtherIdentifiers,1,S 935 / 482,
8d67db86-f14f-5437-9131-9be998b50007,tg:lhph:52267_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR10097
883699e7-84dc-5686-a97e-071bcdd8862e,tg:lhph:51894_#1,e22_OtherIdentifiers,1,M 51648 / 380,
40b08c29-d5fc-5943-a684-2d7065d98691,tg:lhph:6889_#3,e22_OtherIdentifiers,3,S 935 / 491,
40b08c29-d5fc-5943-a684-2d7065d98691,tg:lhph:6889_#3,e22_OtherIdentifiers,3,,Bruikleen Vlaamse Gemeenschap - STR12270
f718fff7-6406-5c3a-9a70-5cf56eacce22,tg:lhph:47640_#1,e22_OtherIdentifiers,1,P 272639 / 6,
254a3ac6-e78e-5f4e-a240-e2ae65523a03,tg:lhph:53667_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap
36eab39f-3bb2-5233-bd52-a33d6d4189c5,tg:lhph:51007_#1,e22_OtherIdentifiers,1,S 935 / 1018,
36eab39f-3bb2-5233-bd52-a33d6d4189c5,tg:lhph:51007_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN1000190
11ca6009-bfc6-554a-ba38-edb5c4f66fff,tg:lhph:50790_#2,e22_OtherIdentifiers,2,S 935 / 482,
11ca6009-bfc6-554a-ba38-edb5c4f66fff,tg:lhph:50790_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - STR010060
7cbb9a03-9396-5c5b-bbb8-c7a640c1404b,tg:lhph:52215_#1,e22_OtherIdentifiers,1,S 935 / 481,
7cbb9a03-9396-5c5b-bbb8-c7a640c1404b,tg:lhph:52215_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR222
ae638f82-61c4-59ed-9f5d-863a95de0a50,tg:lhph:47632_#1,e22_OtherIdentifiers,1,P 272639 / 6,
ba07180d-a236-59c0-b665-440ad16b315c,tg:lhph:51017_#1,e22_OtherIdentifiers,1,S 935 / 1019,
ba07180d-a236-59c0-b665-440ad16b315c,tg:lhph:51017_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - GLN000200
7c8f298d-67dd-5433-9599-81f6aa38714f,tg:lhph:53677_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap
f7a57362-6cbd-5815-b1ca-95300a0cb370,tg:lhph:7107_#2,e22_OtherIdentifiers,2,S 935 / 1024,
f7a57362-6cbd-5815-b1ca-95300a0cb370,tg:lhph:7107_#2,e22_OtherIdentifiers,2,,Bruikleen Vlaamse Gemeenschap - GLN000249
5542744e-b45a-520e-af27-7df2fe977bd1,tg:lhph:21875_#1,e22_OtherIdentifiers,1,S 935 / 482,
5542744e-b45a-520e-af27-7df2fe977bd1,tg:lhph:21875_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR10137
b067f211-e22f-539a-9927-c392eaff91ae,tg:lhph:47622_#1,e22_OtherIdentifiers,1,P 272639 / 6,
5bf86563-b719-57df-917b-089bb5b7fcee,tg:lhph:52205_#1,e22_OtherIdentifiers,1,S 935 / 480,
5bf86563-b719-57df-917b-089bb5b7fcee,tg:lhph:52205_#1,e22_OtherIdentifiers,1,,Bruikleen Vlaamse Gemeenschap - STR82
