Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhph:47195,Foto's,https://anet.be/record/opaclhobj/tg:lhph:47195/N,65e19c5f-74bd-564c-a680-7a88e1099b2d,BE-ANN07/ph/000045590,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65e19c5f-74bd-564c-a680-7a88e1099b2d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:729,Foto's,https://anet.be/record/opaclhobj/tg:lhph:729/N,525cb592-4469-5472-a28b-915d0df4c87b,BE-ANN07/ph/000000666,Letterenhuis,https://data.letterenhuis.be/ark:/24970/525cb592-4469-5472-a28b-915d0df4c87b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:16030,Foto's,https://anet.be/record/opaclhobj/tg:lhph:16030/N,2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,BE-ANN07/ph/000015277,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:40650,Foto's,https://anet.be/record/opaclhobj/tg:lhph:40650/N,4a6baaba-17fa-558f-965c-e7b475dac7c6,BE-ANN07/ph/000039393,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a6baaba-17fa-558f-965c-e7b475dac7c6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:38498,Foto's,https://anet.be/record/opaclhobj/tg:lhph:38498/N,e8d3e385-f479-5b92-bf4a-b97898fa3ff1,BE-ANN07/ph/000037270,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e8d3e385-f479-5b92-bf4a-b97898fa3ff1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:41942,Foto's,https://anet.be/record/opaclhobj/tg:lhph:41942/N,97d26865-82f1-5053-8403-0e505e73c673,BE-ANN07/ph/000040666,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97d26865-82f1-5053-8403-0e505e73c673,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:26486,Foto's,https://anet.be/record/opaclhobj/tg:lhph:26486/N,37e8668f-2309-5ed4-806b-b10a19c582e7,BE-ANN07/ph/000025427,Letterenhuis,https://data.letterenhuis.be/ark:/24970/37e8668f-2309-5ed4-806b-b10a19c582e7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:21343,Foto's,https://anet.be/record/opaclhobj/tg:lhph:21343/N,8978b3d2-be52-55ac-ac4c-9d80011fefc1,BE-ANN07/ph/000020379,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8978b3d2-be52-55ac-ac4c-9d80011fefc1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:29773,Foto's,https://anet.be/record/opaclhobj/tg:lhph:29773/N,6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,BE-ANN07/ph/000028695,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:53586,Foto's,https://anet.be/record/opaclhobj/tg:lhph:53586/N,fb79167a-c5de-5918-9e71-25755e3a8b08,BE-ANN07/ph/000051692,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fb79167a-c5de-5918-9e71-25755e3a8b08,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:34842,Foto's,https://anet.be/record/opaclhobj/tg:lhph:34842/N,14284bdf-7a32-570d-83ad-818e882df6e8,BE-ANN07/ph/000033656,Letterenhuis,https://data.letterenhuis.be/ark:/24970/14284bdf-7a32-570d-83ad-818e882df6e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:35750,Foto's,https://anet.be/record/opaclhobj/tg:lhph:35750/N,59db60fd-5b91-58fb-8721-f79bcc62f64f,BE-ANN07/ph/000034554,Letterenhuis,https://data.letterenhuis.be/ark:/24970/59db60fd-5b91-58fb-8721-f79bcc62f64f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:48260,Foto's,https://anet.be/record/opaclhobj/tg:lhph:48260/N,c2aa9ae8-0c83-52c3-ac9e-23d097803010,BE-ANN07/ph/000046562,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2aa9ae8-0c83-52c3-ac9e-23d097803010,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:28861,Foto's,https://anet.be/record/opaclhobj/tg:lhph:28861/N,c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,BE-ANN07/ph/000027789,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:32095,Foto's,https://anet.be/record/opaclhobj/tg:lhph:32095/N,b692481a-9b2a-5ad9-9060-eea7c0a4fccd,BE-ANN07/ph/000030996,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b692481a-9b2a-5ad9-9060-eea7c0a4fccd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:6523,Foto's,https://anet.be/record/opaclhobj/tg:lhph:6523/N,e719f44a-712c-5df1-a3c0-a1d5f5191ffd,BE-ANN07/ph/000006187,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e719f44a-712c-5df1-a3c0-a1d5f5191ffd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:30102,Foto's,https://anet.be/record/opaclhobj/tg:lhph:30102/N,6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,BE-ANN07/ph/000029019,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:6489,Foto's,https://anet.be/record/opaclhobj/tg:lhph:6489/N,b14cf90b-19a9-5639-a891-8d9f62d7308b,BE-ANN07/ph/000006153,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b14cf90b-19a9-5639-a891-8d9f62d7308b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:3371,Foto's,https://anet.be/record/opaclhobj/tg:lhph:3371/N,572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,BE-ANN07/ph/000003141,Letterenhuis,https://data.letterenhuis.be/ark:/24970/572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:683,Foto's,https://anet.be/record/opaclhobj/tg:lhph:683/N,c2a62fab-721e-5a30-89f9-b5c344cf7b9a,BE-ANN07/ph/000000624,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2a62fab-721e-5a30-89f9-b5c344cf7b9a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:38532,Foto's,https://anet.be/record/opaclhobj/tg:lhph:38532/N,70bd4cdd-21c7-502d-bca2-13bb2cdf2b5e,BE-ANN07/ph/000037304,Letterenhuis,https://data.letterenhuis.be/ark:/24970/70bd4cdd-21c7-502d-bca2-13bb2cdf2b5e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:45002,Foto's,https://anet.be/record/opaclhobj/tg:lhph:45002/N,b7f71443-04d8-5bbd-9c77-4ef829d3128f,BE-ANN07/ph/000043456,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b7f71443-04d8-5bbd-9c77-4ef829d3128f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:13662,Foto's,https://anet.be/record/opaclhobj/tg:lhph:13662/N,e6c63e10-2388-5053-a7dc-848c16b55172,BE-ANN07/ph/000012939,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e6c63e10-2388-5053-a7dc-848c16b55172,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:12970,Foto's,https://anet.be/record/opaclhobj/tg:lhph:12970/N,b92a5a30-856c-5117-82f7-a6c8a9f4a76c,BE-ANN07/ph/000012265,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b92a5a30-856c-5117-82f7-a6c8a9f4a76c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:24511,Foto's,https://anet.be/record/opaclhobj/tg:lhph:24511/N,8f25fc0d-ef47-52bb-9d31-166d022a83b1,BE-ANN07/ph/000023473,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8f25fc0d-ef47-52bb-9d31-166d022a83b1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:20801,Foto's,https://anet.be/record/opaclhobj/tg:lhph:20801/N,44c6058d-619c-5778-a18b-9c53e437cd07,BE-ANN07/ph/000019858,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44c6058d-619c-5778-a18b-9c53e437cd07,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:40200,Foto's,https://anet.be/record/opaclhobj/tg:lhph:40200/N,8e0a6f52-ced8-5493-be2a-9f664a8a7e94,BE-ANN07/ph/000038957,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e0a6f52-ced8-5493-be2a-9f664a8a7e94,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:16460,Foto's,https://anet.be/record/opaclhobj/tg:lhph:16460/N,1f59a08b-dda1-5fca-b834-cb8a1694a9a6,BE-ANN07/ph/000015700,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f59a08b-dda1-5fca-b834-cb8a1694a9a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:9286,Foto's,https://anet.be/record/opaclhobj/tg:lhph:9286/N,3843043e-654e-5213-b654-9551a1c436ea,BE-ANN07/ph/000008914,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3843043e-654e-5213-b654-9551a1c436ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:13398,Foto's,https://anet.be/record/opaclhobj/tg:lhph:13398/N,98ccd930-9117-545b-999e-861da6ef129f,BE-ANN07/ph/000012685,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98ccd930-9117-545b-999e-861da6ef129f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:35300,Foto's,https://anet.be/record/opaclhobj/tg:lhph:35300/N,f4602664-7a75-53c0-8bb1-e602566ac8ca,BE-ANN07/ph/000034108,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f4602664-7a75-53c0-8bb1-e602566ac8ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:19795,Foto's,https://anet.be/record/opaclhobj/tg:lhph:19795/N,d993a635-cd92-5b5a-aafb-f1b934d540e4,BE-ANN07/ph/000018904,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d993a635-cd92-5b5a-aafb-f1b934d540e4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:6173,Foto's,https://anet.be/record/opaclhobj/tg:lhph:6173/N,d1094849-49c8-5741-ab6e-c43cd84d5b0f,BE-ANN07/ph/000005841,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1094849-49c8-5741-ab6e-c43cd84d5b0f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:18887,Foto's,https://anet.be/record/opaclhobj/tg:lhph:18887/N,35175593-a3c4-5c05-b4c0-125ad2500487,BE-ANN07/ph/000018051,Letterenhuis,https://data.letterenhuis.be/ark:/24970/35175593-a3c4-5c05-b4c0-125ad2500487,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:29323,Foto's,https://anet.be/record/opaclhobj/tg:lhph:29323/N,2d82c565-4453-55c7-9c00-5af06f09de12,BE-ANN07/ph/000028249,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2d82c565-4453-55c7-9c00-5af06f09de12,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:2999,Foto's,https://anet.be/record/opaclhobj/tg:lhph:2999/N,838a98b8-79ed-56ea-b03c-03d258c32f41,BE-ANN07/ph/000002782,Letterenhuis,https://data.letterenhuis.be/ark:/24970/838a98b8-79ed-56ea-b03c-03d258c32f41,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:49922,Foto's,https://anet.be/record/opaclhobj/tg:lhph:49922/N,f0d39d46-ca0f-5ef7-a63b-1217fbf2810a,BE-ANN07/ph/000048111,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f0d39d46-ca0f-5ef7-a63b-1217fbf2810a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:36486,Foto's,https://anet.be/record/opaclhobj/tg:lhph:36486/N,199277b1-fc7f-5ec0-91ee-468088c5bd63,BE-ANN07/ph/000035280,Letterenhuis,https://data.letterenhuis.be/ark:/24970/199277b1-fc7f-5ec0-91ee-468088c5bd63,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:2130,Foto's,https://anet.be/record/opaclhobj/tg:lhph:2130/N,dd6ae150-d001-5b01-9d46-1eb38ee1feb5,BE-ANN07/ph/000001970,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dd6ae150-d001-5b01-9d46-1eb38ee1feb5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:31343,Foto's,https://anet.be/record/opaclhobj/tg:lhph:31343/N,cc3aca53-19d4-5edc-a04d-b0ee39188a24,BE-ANN07/ph/000030246,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cc3aca53-19d4-5edc-a04d-b0ee39188a24,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:28498,Foto's,https://anet.be/record/opaclhobj/tg:lhph:28498/N,e2f86e48-3d0a-5046-993c-75a7f93d7ca7,BE-ANN07/ph/000027428,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e2f86e48-3d0a-5046-993c-75a7f93d7ca7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:25750,Foto's,https://anet.be/record/opaclhobj/tg:lhph:25750/N,ede65729-3df0-5929-8d4d-3db8749cd983,BE-ANN07/ph/000024701,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ede65729-3df0-5929-8d4d-3db8749cd983,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:22095,Foto's,https://anet.be/record/opaclhobj/tg:lhph:22095/N,c430702c-64ae-5893-9cfc-c51bcf64b8de,BE-ANN07/ph/000021116,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c430702c-64ae-5893-9cfc-c51bcf64b8de,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:38861,Foto's,https://anet.be/record/opaclhobj/tg:lhph:38861/N,982c5a1d-4245-5bbd-a9a2-42789c4e82b4,BE-ANN07/ph/000037623,Letterenhuis,https://data.letterenhuis.be/ark:/24970/982c5a1d-4245-5bbd-a9a2-42789c4e82b4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:39773,Foto's,https://anet.be/record/opaclhobj/tg:lhph:39773/N,e368da7c-3c64-56f2-b777-28c79e0ee3a3,BE-ANN07/ph/000038530,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e368da7c-3c64-56f2-b777-28c79e0ee3a3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:44243,Foto's,https://anet.be/record/opaclhobj/tg:lhph:44243/N,faa21d16-2c0d-5edf-9bae-98a024d2f6f7,BE-ANN07/ph/000042823,Letterenhuis,https://data.letterenhuis.be/ark:/24970/faa21d16-2c0d-5edf-9bae-98a024d2f6f7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:12423,Foto's,https://anet.be/record/opaclhobj/tg:lhph:12423/N,a4c17d5e-5855-563b-b2b0-a36249938212,BE-ANN07/ph/000011738,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4c17d5e-5855-563b-b2b0-a36249938212,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:43586,Foto's,https://anet.be/record/opaclhobj/tg:lhph:43586/N,8b88944e-bfa9-5105-aa29-a3888d45a63e,BE-ANN07/ph/000042258,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b88944e-bfa9-5105-aa29-a3888d45a63e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:24842,Foto's,https://anet.be/record/opaclhobj/tg:lhph:24842/N,c089ea6c-0779-5a66-9db6-4dd2be3682d3,BE-ANN07/ph/000023798,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c089ea6c-0779-5a66-9db6-4dd2be3682d3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:41041,Foto's,https://anet.be/record/opaclhobj/tg:lhph:41041/N,9d750fc3-d4c4-5822-b261-0e9b57befd17,BE-ANN07/ph/000039769,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9d750fc3-d4c4-5822-b261-0e9b57befd17,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:17621,Foto's,https://anet.be/record/opaclhobj/tg:lhph:17621/N,21b4c90c-5ae3-5088-b88f-23bacbe8fa71,BE-ANN07/ph/000016835,Letterenhuis,https://data.letterenhuis.be/ark:/24970/21b4c90c-5ae3-5088-b88f-23bacbe8fa71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:39289,Foto's,https://anet.be/record/opaclhobj/tg:lhph:39289/N,8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,BE-ANN07/ph/000038048,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:46784,Foto's,https://anet.be/record/opaclhobj/tg:lhph:46784/N,5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,BE-ANN07/ph/000045219,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:47896,Foto's,https://anet.be/record/opaclhobj/tg:lhph:47896/N,97e1dff9-866f-5746-816d-914cdc0b19da,BE-ANN07/ph/000046229,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97e1dff9-866f-5746-816d-914cdc0b19da,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:27297,Foto's,https://anet.be/record/opaclhobj/tg:lhph:27297/N,cd181cad-5222-5c13-8190-318f21298963,BE-ANN07/ph/000026231,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd181cad-5222-5c13-8190-318f21298963,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:16933,Foto's,https://anet.be/record/opaclhobj/tg:lhph:16933/N,f3d93139-34b5-5052-b813-0d316c55c2aa,BE-ANN07/ph/000016159,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3d93139-34b5-5052-b813-0d316c55c2aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:52397,Foto's,https://anet.be/record/opaclhobj/tg:lhph:52397/N,09e646b3-13c3-554e-9ee9-3b6575cdb877,BE-ANN07/ph/000050514,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09e646b3-13c3-554e-9ee9-3b6575cdb877,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:28162,Foto's,https://anet.be/record/opaclhobj/tg:lhph:28162/N,fcfeb626-f3da-5939-b09e-88aa1110811d,BE-ANN07/ph/000027094,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fcfeb626-f3da-5939-b09e-88aa1110811d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:32996,Foto's,https://anet.be/record/opaclhobj/tg:lhph:32996/N,8897571d-1c70-5f9e-ba4a-4abe981dbd8a,BE-ANN07/ph/000031886,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8897571d-1c70-5f9e-ba4a-4abe981dbd8a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:33684,Foto's,https://anet.be/record/opaclhobj/tg:lhph:33684/N,a7c6a91a-1d11-5552-a190-eb17d7d57e55,BE-ANN07/ph/000032545,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a7c6a91a-1d11-5552-a190-eb17d7d57e55,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:7332,Foto's,https://anet.be/record/opaclhobj/tg:lhph:7332/N,ffe4eee3-3d6e-5685-932e-5813da029e26,BE-ANN07/ph/000006989,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ffe4eee3-3d6e-5685-932e-5813da029e26,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:49471,Foto's,https://anet.be/record/opaclhobj/tg:lhph:49471/N,90192338-7b0a-5c15-b5bc-8691b296e7f4,BE-ANN07/ph/000047689,Letterenhuis,https://data.letterenhuis.be/ark:/24970/90192338-7b0a-5c15-b5bc-8691b296e7f4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:34141,Foto's,https://anet.be/record/opaclhobj/tg:lhph:34141/N,cd663574-8f69-57b9-95ee-1da7ae727d93,BE-ANN07/ph/000032986,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd663574-8f69-57b9-95ee-1da7ae727d93,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:30801,Foto's,https://anet.be/record/opaclhobj/tg:lhph:30801/N,58aa95b1-4d5e-527e-ab37-06c3b45e4651,BE-ANN07/ph/000029709,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58aa95b1-4d5e-527e-ab37-06c3b45e4651,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:50200,Foto's,https://anet.be/record/opaclhobj/tg:lhph:50200/N,8bf06cc4-4b58-5fe9-9a29-608141d9915b,BE-ANN07/ph/000048386,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8bf06cc4-4b58-5fe9-9a29-608141d9915b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
