ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,OriginalBrocade,3,9f6bcff6-8712-576f-9e47-6dcda0be2921,au::10260,keywords,,"dlod={""name"":""Raoul de Keyser"",""ark"":""ark:/83110/x0/9f6bcff6-8712-576f-9e47-6dcda0be2921"",""uri"":""/agents/people/70516"",""id"":""au::10260"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f6bcff6-8712-576f-9e47-6dcda0be2921
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,OriginalBrocade,4,eb0b1189-619c-5911-ab0a-4cc892fe9ecc,au::11838,keywords,,"dlod={""name"":""Reinier Lucassen"",""ark"":""ark:/83110/x0/eb0b1189-619c-5911-ab0a-4cc892fe9ecc"",""uri"":""/agents/people/90798"",""id"":""au::11838"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/eb0b1189-619c-5911-ab0a-4cc892fe9ecc
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,OriginalBrocade,5,3d3c0b90-7dea-579b-bac1-964ad9fb438c,au::6280,keywords,,"dlod={""name"":""Etienne Elias"",""ark"":""ark:/83110/x0/3d3c0b90-7dea-579b-bac1-964ad9fb438c"",""uri"":""/agents/people/65756"",""id"":""au::6280"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3d3c0b90-7dea-579b-bac1-964ad9fb438c
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,OriginalBrocade,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,keywords,,"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
94fe2532-900e-5ed6-ba1f-becb3618e2da,tg:lhph:23684,OriginalBrocade,2,81b43a54-bf80-5a02-8206-b037b6d4257d,au::17508,keywords,,"dlod={""name"":""Stedelijk Instituut voor Sierkunsten en Ambachten"",""ark"":""ark:/83110/x0/81b43a54-bf80-5a02-8206-b037b6d4257d"",""uri"":""/agents/corporate_entities/21574"",""id"":""au::17508"",""nameWithContext"":[""SISA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/81b43a54-bf80-5a02-8206-b037b6d4257d
f90accfd-a381-51aa-a1d4-83618b68b83f,tg:lhph:24141,OriginalBrocade,1,8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d,au::18943,keywords,,"dlod={""name"":""Jan Vanderheyden"",""ark"":""ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d"",""uri"":""/agents/people/49500"",""id"":""au::18943"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d7f8c0e-0aa6-5b8c-8c6c-1cb286a1224d
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,OriginalBrocade,1,e8f0fef3-394e-5061-8ee2-b8d9145f90e8,au::14398,keywords,,"dlod={""name"":""Robert van Passen"",""ark"":""ark:/83110/x0/e8f0fef3-394e-5061-8ee2-b8d9145f90e8"",""uri"":""/agents/people/69981"",""id"":""au::14398"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8f0fef3-394e-5061-8ee2-b8d9145f90e8
4c4c99a5-d95e-5ec7-92c2-8931ced9578a,tg:lhph:13232,OriginalBrocade,1,b3308e54-ff8f-5c79-b46b-f1a1910086ff,au::3257,keywords,,"dlod={""name"":""Theodoor Jozef Burton"",""ark"":""ark:/83110/x0/b3308e54-ff8f-5c79-b46b-f1a1910086ff"",""uri"":""/agents/people/60155"",""id"":""au::3257"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b3308e54-ff8f-5c79-b46b-f1a1910086ff
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,OriginalBrocade,2,87d682cf-648f-5555-93c1-88d01f0cf4c2,au::47762,keywords,,"dlod={""name"":""Anna Delvigne"",""ark"":""ark:/83110/x0/87d682cf-648f-5555-93c1-88d01f0cf4c2"",""uri"":""/agents/people/52112"",""id"":""au::47762"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/87d682cf-648f-5555-93c1-88d01f0cf4c2
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,OriginalBrocade,3,b7f49eb2-e26f-59f8-944c-4f4c55174cd6,au::10542,keywords,,"dlod={""name"":""Koninklijke Vlaamse Opera"",""ark"":""ark:/83110/x0/b7f49eb2-e26f-59f8-944c-4f4c55174cd6"",""uri"":""/agents/corporate_entities/22988"",""id"":""au::10542"",""nameWithContext"":[""KVO"",""Nederlandsch Lyrisch Tooneel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b7f49eb2-e26f-59f8-944c-4f4c55174cd6
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,OriginalBrocade,4,9f9ad815-9323-5752-9705-37c2d793dd73,au::4481,keywords,,"dlod={""name"":""Arthur Henry Cornette"",""ark"":""ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73"",""uri"":""/agents/people/83714"",""id"":""au::4481"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f9ad815-9323-5752-9705-37c2d793dd73
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,OriginalBrocade,5,23459462-2958-552a-b5b4-f47204132818,au::5386,keywords,,"dlod={""name"":""Fé Derickx"",""ark"":""ark:/83110/x0/23459462-2958-552a-b5b4-f47204132818"",""uri"":""/agents/people/90004"",""id"":""au::5386"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/23459462-2958-552a-b5b4-f47204132818
f38c9cdd-2aff-5406-a5fb-831ee705ab9b,tg:lhph:22996,OriginalBrocade,1,47e79a4d-f021-5018-8470-7026c38525cb,au::13414,keywords,,"dlod={""name"":""Alice Nahon"",""ark"":""ark:/83110/x0/47e79a4d-f021-5018-8470-7026c38525cb"",""uri"":""/agents/people/85256"",""id"":""au::13414"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/47e79a4d-f021-5018-8470-7026c38525cb
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,OriginalBrocade,1,018b9c4c-3006-5108-8891-ad226a52d940,au::12142,keywords,,"dlod={""name"":""Robert de Man"",""ark"":""ark:/83110/x0/018b9c4c-3006-5108-8891-ad226a52d940"",""uri"":""/agents/people/51898"",""id"":""au::12142"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/018b9c4c-3006-5108-8891-ad226a52d940
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,OriginalBrocade,2,6a035313-5159-5891-8cef-6b598e415ed6,au::12145,keywords,,"dlod={""name"":""Yvonne de Man"",""ark"":""ark:/83110/x0/6a035313-5159-5891-8cef-6b598e415ed6"",""uri"":""/agents/people/60036"",""id"":""au::12145"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a035313-5159-5891-8cef-6b598e415ed6
65e19c5f-74bd-564c-a680-7a88e1099b2d,tg:lhph:47195,OriginalBrocade,1,8d511621-de70-5a5d-bf36-1176201877bc,au::12295,keywords,,"dlod={""name"":""Gaston-Marie Martens"",""ark"":""ark:/83110/x0/8d511621-de70-5a5d-bf36-1176201877bc"",""uri"":""/agents/people/67232"",""id"":""au::12295"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8d511621-de70-5a5d-bf36-1176201877bc
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,OriginalBrocade,2,d01b7550-6822-51e8-b50f-2bc1e423b04e,au::3061,keywords,,"dlod={""name"":""Raymond Brulez"",""ark"":""ark:/83110/x0/d01b7550-6822-51e8-b50f-2bc1e423b04e"",""uri"":""/agents/people/81130"",""id"":""au::3061"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d01b7550-6822-51e8-b50f-2bc1e423b04e
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,OriginalBrocade,1,64c6d742-5163-5ff9-9d0f-7ca6acd3f2e1,au::16091,keywords,,"dlod={""name"":""Arthur-Kamiel Rottiers"",""ark"":""ark:/83110/x0/64c6d742-5163-5ff9-9d0f-7ca6acd3f2e1"",""uri"":""/agents/people/56310"",""id"":""au::16091"",""nameWithContext"":[""Willem van Diependale"",""Willem Ergo"",""Arthur Godieve""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/64c6d742-5163-5ff9-9d0f-7ca6acd3f2e1
2797e9e0-bec9-5b57-a6f8-e2b7a91c5d61,tg:lhph:16030,OriginalBrocade,2,f91e85a8-b5fc-5b37-b5cd-dd7eaea92d67,au::20339,keywords,,"dlod={""name"":""Vlaamse Poëziedagen"",""ark"":""ark:/83110/x0/f91e85a8-b5fc-5b37-b5cd-dd7eaea92d67"",""uri"":""/agents/corporate_entities/14806"",""id"":""au::20339"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f91e85a8-b5fc-5b37-b5cd-dd7eaea92d67
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,OriginalBrocade,1,6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb,au::16219,keywords,,"dlod={""name"":""Ward Ruyslinck"",""ark"":""ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb"",""uri"":""/agents/people/57752"",""id"":""au::16219"",""nameWithContext"":[""Raymond (Charles Maria) de Belser""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,OriginalBrocade,2,7b4bb561-0277-5bf3-af92-3e8703168a01,au::1716,keywords,,"dlod={""name"":""Helena Bertrijn-De Dapper"",""ark"":""ark:/83110/x0/7b4bb561-0277-5bf3-af92-3e8703168a01"",""uri"":""/agents/people/88994"",""id"":""au::1716"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7b4bb561-0277-5bf3-af92-3e8703168a01
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,OriginalBrocade,3,0b939d98-855a-5295-87fa-14c29c88361b,au::22381,keywords,,"dlod={""name"":""Koninklijke Nederlandse Schouwburg"",""ark"":""ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b"",""uri"":""/agents/corporate_entities/18019"",""id"":""au::22381"",""nameWithContext"":[""KNS""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,OriginalBrocade,2,b0fbbf84-1d1c-5e96-bf65-80d54cad01c8,au::21438,keywords,,"dlod={""name"":""Emiel Willekens"",""ark"":""ark:/83110/x0/b0fbbf84-1d1c-5e96-bf65-80d54cad01c8"",""uri"":""/agents/people/70088"",""id"":""au::21438"",""nameWithContext"":[""Emiel Hofman""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b0fbbf84-1d1c-5e96-bf65-80d54cad01c8
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,OriginalBrocade,1,0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46,au::14358,keywords,,"dlod={""name"":""Clément Pardon"",""ark"":""ark:/83110/x0/0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46"",""uri"":""/agents/people/54539"",""id"":""au::14358"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0ca9b148-7bf7-59d3-9faf-dd6ff8c05e46
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,OriginalBrocade,2,cb527b63-a6a8-56a5-bce5-1864758afb64,au::3664,keywords,,"dlod={""name"":""Frans van Cauwelaert"",""ark"":""ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64"",""uri"":""/agents/people/49644"",""id"":""au::3664"",""nameWithContext"":[""Frans van Calloo""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,OriginalBrocade,3,738be3d4-9d23-522f-a84f-a121f5281394,au::9454,keywords,,"dlod={""name"":""Philip van Isacker"",""ark"":""ark:/83110/x0/738be3d4-9d23-522f-a84f-a121f5281394"",""uri"":""/agents/people/57845"",""id"":""au::9454"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/738be3d4-9d23-522f-a84f-a121f5281394
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,OriginalBrocade,1,00923ab6-ea19-5081-aacb-dea64d90e155,au::14876,keywords,,"dlod={""name"":""Juliaan Platteau"",""ark"":""ark:/83110/x0/00923ab6-ea19-5081-aacb-dea64d90e155"",""uri"":""/agents/people/78056"",""id"":""au::14876"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/00923ab6-ea19-5081-aacb-dea64d90e155
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,OriginalBrocade,2,52ba06e0-047d-5bec-9a2f-8ee195c80dbe,au::20121,keywords,,"dlod={""name"":""Vlaamsch Fronttoneel"",""ark"":""ark:/83110/x0/52ba06e0-047d-5bec-9a2f-8ee195c80dbe"",""uri"":""/agents/corporate_entities/23508"",""id"":""au::20121"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/52ba06e0-047d-5bec-9a2f-8ee195c80dbe
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,OriginalBrocade,3,4ae5df61-7251-5bdf-8d8c-3fed33f32998,au::8060,keywords,,"dlod={""name"":""Jan Oscar de Gruyter"",""ark"":""ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998"",""uri"":""/agents/people/54757"",""id"":""au::8060"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,OriginalBrocade,2,e8c1bc49-4326-5211-93fd-13f8f980c00f,au::20445,keywords,,"dlod={""name"":""Rudi van Vlaenderen"",""ark"":""ark:/83110/x0/e8c1bc49-4326-5211-93fd-13f8f980c00f"",""uri"":""/agents/people/82753"",""id"":""au::20445"",""nameWithContext"":[""Gijs van Leerden""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e8c1bc49-4326-5211-93fd-13f8f980c00f
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,OriginalBrocade,3,6721d9bb-2b64-5541-adbe-1fa777e8baec,au::15014,keywords,,"dlod={""name"":""Dré Poppe"",""ark"":""ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec"",""uri"":""/agents/people/84569"",""id"":""au::15014"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,OriginalBrocade,4,23c48a5e-46bc-50ea-82dc-f6b237c012f4,au::18524,keywords,,"dlod={""name"":""Toneelstudio 50 - Arca"",""ark"":""ark:/83110/x0/23c48a5e-46bc-50ea-82dc-f6b237c012f4"",""uri"":""/agents/corporate_entities/16631"",""id"":""au::18524"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/23c48a5e-46bc-50ea-82dc-f6b237c012f4
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,OriginalBrocade,1,c788845f-f17e-5709-a33d-81335ddcf497,au::21061,keywords,,"dlod={""name"":""Ida Wasserman"",""ark"":""ark:/83110/x0/c788845f-f17e-5709-a33d-81335ddcf497"",""uri"":""/agents/people/56236"",""id"":""au::21061"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c788845f-f17e-5709-a33d-81335ddcf497
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,OriginalBrocade,2,e67d897c-ed76-52b6-b7c1-042266249392,au::57388,keywords,,"dlod={""name"":""Luigi Pirandello"",""ark"":""ark:/83110/x0/e67d897c-ed76-52b6-b7c1-042266249392"",""uri"":""/agents/people/68294"",""id"":""au::57388"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e67d897c-ed76-52b6-b7c1-042266249392
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,OriginalBrocade,3,4bc2de06-4cdf-5004-9cf1-d5a864114a8b,au::8138,keywords,,"dlod={""name"":""De Haagse Comedie [Toneelgezelschap]"",""ark"":""ark:/83110/x0/4bc2de06-4cdf-5004-9cf1-d5a864114a8b"",""uri"":""/agents/corporate_entities/22186"",""id"":""au::8138"",""nameWithContext"":[""De Haagsche Comedie""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4bc2de06-4cdf-5004-9cf1-d5a864114a8b
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,OriginalBrocade,1,555c1014-fb81-5bd5-823e-7a0e5bc55226,au::45301,keywords,,"dlod={""name"":""Danni Heylen"",""ark"":""ark:/83110/x0/555c1014-fb81-5bd5-823e-7a0e5bc55226"",""uri"":""/agents/people/90283"",""id"":""au::45301"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/555c1014-fb81-5bd5-823e-7a0e5bc55226
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,OriginalBrocade,2,f3fa53e0-db93-5e07-96c1-fa3b4f64879e,au::18329,keywords,,"dlod={""name"":""Roger Thoelen"",""ark"":""ark:/83110/x0/f3fa53e0-db93-5e07-96c1-fa3b4f64879e"",""uri"":""/agents/people/79443"",""id"":""au::18329"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f3fa53e0-db93-5e07-96c1-fa3b4f64879e
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,OriginalBrocade,3,d64d7a7c-d9a4-58f9-9123-abfbf48d967d,au::15550,keywords,,"dlod={""name"":""Reizend Volkstheater"",""ark"":""ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d"",""uri"":""/agents/corporate_entities/18567"",""id"":""au::15550"",""nameWithContext"":[""RVT""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d64d7a7c-d9a4-58f9-9123-abfbf48d967d
c2aa9ae8-0c83-52c3-ac9e-23d097803010,tg:lhph:48260,OriginalBrocade,4,ad8db8ee-8d07-537c-a872-439d8f02092a,au::14734,keywords,,"dlod={""name"":""Luc Philips"",""ark"":""ark:/83110/x0/ad8db8ee-8d07-537c-a872-439d8f02092a"",""uri"":""/agents/people/84808"",""id"":""au::14734"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ad8db8ee-8d07-537c-a872-439d8f02092a
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,OriginalBrocade,2,d5aa7da2-9a2e-5bfa-b40d-8e884dce3bc1,au::19599,keywords,,"dlod={""name"":""Jan J. Verhoeven"",""ark"":""ark:/83110/x0/d5aa7da2-9a2e-5bfa-b40d-8e884dce3bc1"",""uri"":""/agents/people/91800"",""id"":""au::19599"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d5aa7da2-9a2e-5bfa-b40d-8e884dce3bc1
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,OriginalBrocade,2,71b35288-f91a-5160-a9e7-915acb573e4c,au::20804,keywords,,"dlod={""name"":""Hubert de Vries"",""ark"":""ark:/83110/x0/71b35288-f91a-5160-a9e7-915acb573e4c"",""uri"":""/agents/people/87033"",""id"":""au::20804"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71b35288-f91a-5160-a9e7-915acb573e4c
