card,order,adm.id_mat,adm.inv,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,adm.isadPartOf,Source Note
e22_Items,1,tg:lhps:1130_#1,55994,C 33773 / A,919b0029-e652-5f15-a53c-398ec9c884fe,919b0029-e652-5f15-a53c-398ec9c884fe,tg:lhps:1130_#1,,,
e22_Items,1,tg:lhps:25526_#1,225255/351,M 9326 / A,fbf79037-ab90-5de9-843b-fa4eed1508cf,fbf79037-ab90-5de9-843b-fa4eed1508cf,tg:lhps:25526_#1,,,
e22_Items,1,tg:lhps:9285_#1,184299,S 4685 / A,2e6d71b9-c982-5956-aedb-8beb6acd31dc,2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,tr:lh:7316,,
e22_Items,1,tg:lhps:35727_#1,225272/2955,AV.93.9.190,dd88f2fd-ce98-5056-8007-36906a9b0bdd,dd88f2fd-ce98-5056-8007-36906a9b0bdd,tg:lhps:35727_#1,,isad:lh:92875,
e22_Items,1,tg:lhps:27346_#1,225212/4263,O 3369 / A (CM3265),0a80aa3a-ace8-5c56-8cc9-43e3c404b765,0a80aa3a-ace8-5c56-8cc9-43e3c404b765,tg:lhps:27346_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:3750_#1,183188/1,J 3368 / A,ff384740-20d2-5164-870b-5c55f36a0b46,ff384740-20d2-5164-870b-5c55f36a0b46,tg:lhps:3750_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:51689_#1,225295/76,T 16123 / A,038de81e-5a5e-5c1f-815c-963abccc0911,038de81e-5a5e-5c1f-815c-963abccc0911,tg:lhps:51689_#1,,,
e22_Items,1,tg:lhps:13711_#1,214245,S 4687 / A,bb0aba7d-20a2-5209-9e12-f6dcd5d309b9,bb0aba7d-20a2-5209-9e12-f6dcd5d309b9,tg:lhps:13711_#1,tr:lh:7632,,
e22_Items,1,tg:lhps:50383_#1,,S 626525 / A,7cf25f99-0d3d-5da5-88f5-033b27b6f93c,7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,tr:lh:110364,isad:lh:113208,
e22_Items,2,tg:lhps:12867_#2,225261/293,V 75457 / A (VM293),7743569f-2dd9-5262-94f3-df689245d670,7743569f-2dd9-5262-94f3-df689245d670,tg:lhps:12867_#2,tr:lh:9937,isad:lh:92204,
e22_Items,1,tg:lhps:53970_#1,,KK 106 / A,57db8d10-f240-52c8-94e1-b04405462920,57db8d10-f240-52c8-94e1-b04405462920,tg:lhps:53970_#1,,isad:lh:123877,
e22_Items,1,tg:lhps:22560_#1,225212/1265,O 3369 / A (CM 269),e7655111-bc0b-568b-a23a-8a02a2c7386c,e7655111-bc0b-568b-a23a-8a02a2c7386c,tg:lhps:22560_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:30101_#1,225265/84,PP 210 / A (CA 267),604e0a23-b10e-5de6-85f6-79551bbf6d81,604e0a23-b10e-5de6-85f6-79551bbf6d81,tg:lhps:30101_#1,tr:lh:9940,isad:lh:170202,
e22_Items,1,tg:lhps:6176_#1,237051,O 295 / A,88af8fea-34d8-5f31-a080-a4003cd206f0,88af8fea-34d8-5f31-a080-a4003cd206f0,tg:lhps:6176_#1,,,
e22_Items,1,tg:lhps:48237_#1,,P 625 / A,786c48eb-a95e-5eca-bea3-6b58149a292b,786c48eb-a95e-5eca-bea3-6b58149a292b,tg:lhps:48237_#1,tr:lh:9111,isad:lh:105207,
e22_Items,1,tg:lhps:16137_#1,215958,B 18237 / A,09548001-9d3c-5601-a908-032e640fdd65,09548001-9d3c-5601-a908-032e640fdd65,tg:lhps:16137_#1,,,
e22_Items,2,tg:lhps:2826_#2,225212/77,G 286 / A,d622ca46-3aed-54a3-a812-31d1e4877189,d622ca46-3aed-54a3-a812-31d1e4877189,tg:lhps:2826_#2,tr:lh:7875,,
e22_Items,1,tg:lhps:10503_#1,195718,"I 353 / A (LK I,8)",d0873409-e171-5936-9fa9-e4dbae4486c6,d0873409-e171-5936-9fa9-e4dbae4486c6,tg:lhps:10503_#1,tr:lh:7251,isad:lh:92430,
e22_Items,1,tg:lhps:61913_#1,225267/675,S 282 / A (CS 612),711951e3-b76b-5a63-9cbe-a2221cdc33e8,711951e3-b76b-5a63-9cbe-a2221cdc33e8,tg:lhps:61913_#1,tr:lh:9936,isad:lh:92208,
e22_Items,1,tg:lhps:32619_#1,225272/516,"AV.14.6.516 (LK VII,6)",d2d82227-ef8c-531a-9102-bba5b4c895a2,d2d82227-ef8c-531a-9102-bba5b4c895a2,tg:lhps:32619_#1,,isad:lh:92873,
e22_Items,1,tg:lhps:20278_#1,215064/16a,FF 1 / A,5e575554-81f9-5f27-9d8f-c580407412a1,5e575554-81f9-5f27-9d8f-c580407412a1,tg:lhps:20278_#1,,,
e22_Items,1,tg:lhps:47925_#1,225212/471,M 9365 / A,35457f3f-7d98-56b4-adac-899e6ce4d0cd,35457f3f-7d98-56b4-adac-899e6ce4d0cd,tg:lhps:47925_#1,tr:lh:7875,,
e22_Items,1,tg:lhps:36535_#1,225272/1692,AV.5789,569b1644-17a1-5d85-a133-6931fa737eb2,569b1644-17a1-5d85-a133-6931fa737eb2,tg:lhps:36535_#1,,isad:lh:92876,
e22_Items,1,tg:lhps:24154_#1,225212/2163,O 3369 / A (CM1166),509449e1-ff50-5133-a93d-e5c75422f1d7,509449e1-ff50-5133-a93d-e5c75422f1d7,tg:lhps:24154_#1,tr:lh:7875,isad:lh:92200,
e22_Items,2,tg:lhps:46653_#2,,LL 44 / A,d601a295-ffee-572a-b88c-65fe42b9fbab,d601a295-ffee-572a-b88c-65fe42b9fbab,tg:lhps:46653_#2,,isad:lh:106225,
e22_Items,1,tg:lhps:15325_#1,170252/1,W 4897 / A,8db95ebe-1790-5447-b6f8-8f01e74c93df,8db95ebe-1790-5447-b6f8-8f01e74c93df,tg:lhps:15325_#1,tr:lh:6881,isad:lh:92357,
e22_Items,1,tg:lhps:598_#1,55864,B 1195 / A,8b22d57e-e3d9-587d-9161-4970e8760faf,8b22d57e-e3d9-587d-9161-4970e8760faf,tg:lhps:598_#1,tr:lh:2817,isad:lh:92243,
e22_Items,1,tg:lhps:1048_#1,236265,V 7573 / A,ea4c25bc-7f27-524c-94db-01ffcf2c154f,ea4c25bc-7f27-524c-94db-01ffcf2c154f,tg:lhps:1048_#1,,,
e22_Items,1,tg:lhps:11009_#1,185883,J 3368 / A,14e0100d-980a-5e79-aa72-4e96a835b911,14e0100d-980a-5e79-aa72-4e96a835b911,tg:lhps:11009_#1,tr:lh:7282,,
e22_Items,1,tg:lhps:28854_#1,225262/94,P 24606 / A,64feef45-dbe7-5594-a8ff-92f552969ecb,64feef45-dbe7-5594-a8ff-92f552969ecb,tg:lhps:28854_#1,,,
e22_Items,1,tg:lhps:5364_#1,237252/1,MM 134 / A,f15f1896-2801-58d1-973c-2172cda9079b,f15f1896-2801-58d1-973c-2172cda9079b,tg:lhps:5364_#1,tr:lh:7890,isad:lh:92232,
e22_Items,1,tg:lhps:59444_#1,,NN 21 / A,c20fa7c5-929f-50b6-a4b3-f60ac7ef7fba,c20fa7c5-929f-50b6-a4b3-f60ac7ef7fba,tg:lhps:59444_#1,tr:lh:110342,,
e22_Items,1,tg:lhps:21772_#1,252212/361,"O 3369 / A (LK VI,1)",38b69a48-376c-538d-b806-9f425a7a7a9b,38b69a48-376c-538d-b806-9f425a7a7a9b,tg:lhps:21772_#1,,,
e22_Items,1,tg:lhps:33313_#1,225272/1215,AV.14.6.1152,9dc44903-80e8-5ce4-bd60-b162b4bc50b2,9dc44903-80e8-5ce4-bd60-b162b4bc50b2,tg:lhps:33313_#1,,isad:lh:92873,
e22_Items,1,tg:lhps:43390_#1,225284/89,CC 140 / A,7128e127-0254-5279-a341-dcef71ec987b,7128e127-0254-5279-a341-dcef71ec987b,tg:lhps:43390_#1,,,
e22_Items,1,tg:lhps:40963_#1,225273/216,VV 91 / A,589d4a13-f22e-5269-a710-5382efdb9320,589d4a13-f22e-5269-a710-5382efdb9320,tg:lhps:40963_#1,,,
e22_Items,1,tg:lhps:13669_#1,214202,S 4687 / A,6d76733b-328f-500e-bde9-71a1b12cfb0c,6d76733b-328f-500e-bde9-71a1b12cfb0c,tg:lhps:13669_#1,tr:lh:7632,,
e22_Items,1,tg:lhps:23112_#1,225235/46,KK 2 / A,c6d812ee-302e-5328-ba66-d5d37222a025,c6d812ee-302e-5328-ba66-d5d37222a025,tg:lhps:23112_#1,,,
e22_Items,1,tg:lhps:31573_#1,225267/417,S 282 / A (CS 355),0c730fbb-6f35-53f6-9397-7930a89026cb,0c730fbb-6f35-53f6-9397-7930a89026cb,tg:lhps:31573_#1,tr:lh:9936,isad:lh:92208,
e22_Items,1,tg:lhps:7504_#1,182346,T 19665 / A,f988bb2a-78cc-59f2-8b68-94aadbabe316,f988bb2a-78cc-59f2-8b68-94aadbabe316,tg:lhps:7504_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:49645_#1,,SS 467 / A,b47ec4fe-41ff-5dbc-ab7c-aee4028d6baf,b47ec4fe-41ff-5dbc-ab7c-aee4028d6baf,tg:lhps:49645_#1,tr:lh:110343,,
e22_Items,1,tg:lhps:17545_#1,217182,S 626525 / A,6d6c97c5-9532-5478-9549-39887e306ca2,6d6c97c5-9532-5478-9549-39887e306ca2,tg:lhps:17545_#1,,,
e22_Items,1,tg:lhps:3628_#1,239934,C 20401 / A,7c75707b-107f-52c9-8530-07b67911a41f,7c75707b-107f-52c9-8530-07b67911a41f,tg:lhps:3628_#1,,,
e22_Items,1,tg:lhps:26734_#1,225212/3716,O 3369 / A (CM2718),3064682c-9333-561c-a57f-55e321e9a111,3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:2322_#1,225261/381,V 75457 / A (VM381),2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,tr:lh:9937,isad:lh:92204,
e22_Items,1,tg:lhps:53808_#1,225298/67,SS 89 / A,7887a014-4ab1-5b4d-8305-77a35cb46dc6,7887a014-4ab1-5b4d-8305-77a35cb46dc6,tg:lhps:53808_#1,tr:lh:110342,,
e22_Items,1,tg:lhps:12363_#1,203532/63,A 1811 / A,5e47b40e-5caf-57ad-980f-267698d5bb41,5e47b40e-5caf-57ad-980f-267698d5bb41,tg:lhps:12363_#1,,,
e22_Items,1,tg:lhps:11990_#1,200848/202-203-204,BB 112 / A,369e427f-8b3c-5aaf-8c46-6d37489fac7b,369e427f-8b3c-5aaf-8c46-6d37489fac7b,tg:lhps:11990_#1,tr:lh:7748,isad:lh:92667,
e22_Items,1,tg:lhps:30079_#1,225265/60,PP 210 / A (CA 243),ff804689-3d2e-5989-8791-44d71dbcec88,ff804689-3d2e-5989-8791-44d71dbcec88,tg:lhps:30079_#1,tr:lh:9940,isad:lh:170202,
e22_Items,2,tg:lhps:48933_#2,216829/601,O 325 / A,b6a45e03-18b1-5b19-aaa1-7e5d9d99e5f8,b6a45e03-18b1-5b19-aaa1-7e5d9d99e5f8,tg:lhps:48933_#2,,,
e22_Items,1,tg:lhps:60580_#1,,O 33745 / A,029183b9-4c61-5ec8-b3f1-6231590efc34,029183b9-4c61-5ec8-b3f1-6231590efc34,tg:lhps:60580_#1,,,
e22_Items,1,tg:lhps:13701_#1,214235,S 4687 / A,60ad063c-86ce-59c2-92f7-2c330077a124,60ad063c-86ce-59c2-92f7-2c330077a124,tg:lhps:13701_#1,tr:lh:7632,,
e22_Items,1,tg:lhps:51699_#1,225295/86,T 16123 / A,9d39f8da-99e0-56d2-bcd6-8c16e480bcd8,9d39f8da-99e0-56d2-bcd6-8c16e480bcd8,tg:lhps:51699_#1,,,
e22_Items,1,tg:lhps:9295_#1,184309,S 4685 / A,1190e1a4-1b05-578a-9b96-7e0ac7d1f582,1190e1a4-1b05-578a-9b96-7e0ac7d1f582,tg:lhps:9295_#1,tr:lh:7316,,
e22_Items,1,tg:lhps:3740_#1,183262,J 3368 / A,b220fb34-ea78-5a8c-9953-541c94264b10,b220fb34-ea78-5a8c-9953-541c94264b10,tg:lhps:3740_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:27356_#1,225212/4273,O 3369 / A (CM3275),61a52dc4-c74e-5e8d-854d-0c4e8f1e3e82,61a52dc4-c74e-5e8d-854d-0c4e8f1e3e82,tg:lhps:27356_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:50393_#1,225294/116,RR 141 / A,55cabf4b-1f07-57a7-a939-f93fedc682ce,55cabf4b-1f07-57a7-a939-f93fedc682ce,tg:lhps:50393_#1,,,
e22_Items,1,tg:lhps:53960_#1,,KK 106 / A,90cfe633-5fad-5340-838a-652c17f9bcd3,90cfe633-5fad-5340-838a-652c17f9bcd3,tg:lhps:53960_#1,,isad:lh:123877,
e22_Items,1,tg:lhps:6166_#1,237062,O 295 / A,6f2f99b6-f375-5133-b9ff-142c261f5297,6f2f99b6-f375-5133-b9ff-142c261f5297,tg:lhps:6166_#1,,,
e22_Items,1,tg:lhps:48227_#1,225292/227,MM 42 / A,dfc8a720-6dcb-5863-9f9c-f9c3c97e4c31,dfc8a720-6dcb-5863-9f9c-f9c3c97e4c31,tg:lhps:48227_#1,,,
e22_Items,1,tg:lhps:30111_#1,225265/95,PP 210 / A (CA 278),325cc435-673a-52b7-85f0-08278fd29e81,325cc435-673a-52b7-85f0-08278fd29e81,tg:lhps:30111_#1,tr:lh:9940,isad:lh:170202,
e22_Items,1,tg:lhps:22570_#1,225212/1272,O 3369 / A (CM 275),8b813adc-3cc8-538b-9271-5ca9002d8a1c,8b813adc-3cc8-538b-9271-5ca9002d8a1c,tg:lhps:22570_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:40192_#1,225271/252,V 345355 / A,219f8203-49e3-5223-8d21-5b391f05ab58,219f8203-49e3-5223-8d21-5b391f05ab58,tg:lhps:40192_#1,,,
e22_Items,2,tg:lhps:61207_#2,,NN 143 / A,a0ec8512-a82d-5135-8e37-c74d221528cc,a0ec8512-a82d-5135-8e37-c74d221528cc,tg:lhps:61207_#2,tr:lh:140346,isad:lh:174730,
e22_Items,1,tg:lhps:32771_#1,225272/661,"AV.14.6.661 (LK VIII,1)",b6f78f7d-ae80-5bb8-b99e-4191ab769281,b6f78f7d-ae80-5bb8-b99e-4191ab769281,tg:lhps:32771_#1,,isad:lh:92873,
e22_Items,1,tg:lhps:20310_#1,215064/42a,FF 1 / A,9f86825b-0a67-513f-a9ab-f3e0ea3446a0,9f86825b-0a67-513f-a9ab-f3e0ea3446a0,tg:lhps:20310_#1,,,
e22_Items,1,tg:lhps:62288_#1,,MM 70 / A,7b5e62d4-4f38-5940-b31c-f353569e51d7,7b5e62d4-4f38-5940-b31c-f353569e51d7,tg:lhps:62288_#1,tr:lh:140390,,
e22_Items,1,tg:lhps:4706_#1,237517,S 4685 / A,200ed6b6-9b0f-59ae-8e71-036768480747,200ed6b6-9b0f-59ae-8e71-036768480747,tg:lhps:4706_#1,,,
e22_Items,1,tg:lhps:58026_#1,,J 287 / A,5b4dced3-4b1e-5de4-b50a-b39236a21ef8,5b4dced3-4b1e-5de4-b50a-b39236a21ef8,tg:lhps:58026_#1,tr:lh:110342,,
e22_Items,1,tg:lhps:14747_#1,159015/2,P 51045 / A,99271882-106d-50d3-b146-0379b87b9fd3,99271882-106d-50d3-b146-0379b87b9fd3,tg:lhps:14747_#1,tr:lh:6484,isad:lh:92717,
e22_Items,1,tg:lhps:54926_#1,,T 16123 / A,1b3b2e91-fc88-5306-b109-2655850a74f3,1b3b2e91-fc88-5306-b109-2655850a74f3,tg:lhps:54926_#1,tr:lh:110342,,
e22_Items,3,tg:lhps:10389_#3,185357,T 37625 / A,402eff18-4022-5f1e-adad-fb9e53b4d797,402eff18-4022-5f1e-adad-fb9e53b4d797,tg:lhps:10389_#3,tr:lh:7318,,
e22_Items,1,tg:lhps:25536_#1,225255/361,M 9326 / A,32749a5c-004c-5c7a-8dcd-5e1c118c88a1,32749a5c-004c-5c7a-8dcd-5e1c118c88a1,tg:lhps:25536_#1,,,
e22_Items,1,tg:lhps:1120_#1,181399/1,C 31 / A,9e822145-415c-50f3-bc84-58328c1d8774,9e822145-415c-50f3-bc84-58328c1d8774,tg:lhps:1120_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:41498_#1,225276/35,A 1814 / A,4c22ab5a-22ca-5dc1-8fdc-f36b59cdd0f5,4c22ab5a-22ca-5dc1-8fdc-f36b59cdd0f5,tg:lhps:41498_#1,,,
e22_Items,1,tg:lhps:11161_#1,200382/23,"P 624 / A (LK I,3)",a90c186e-0cad-5b28-89b2-b4b9084ccf0c,a90c186e-0cad-5b28-89b2-b4b9084ccf0c,tg:lhps:11161_#1,,,
e22_Items,1,tg:lhps:30888_#1,225263/810a,S 810974 / A,33a5318b-2e84-5f8b-b5f0-8ccb17d644be,33a5318b-2e84-5f8b-b5f0-8ccb17d644be,tg:lhps:30888_#1,,,
e22_Items,1,tg:lhps:3638_#1,181587,I 903 / A,41c37a96-d1cd-5d20-9345-1db0e8ea851e,41c37a96-d1cd-5d20-9345-1db0e8ea851e,tg:lhps:3638_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:13679_#1,214213,S 4687 / A,b201c8cf-ff15-506a-9b39-d2d4f59631de,b201c8cf-ff15-506a-9b39-d2d4f59631de,tg:lhps:13679_#1,tr:lh:7632,,Twee exemplaren
e22_Items,1,tg:lhps:43380_#1,225284/79,CC 140 / A,8914e6d5-033b-5f62-b66b-2bc2ab9901a7,8914e6d5-033b-5f62-b66b-2bc2ab9901a7,tg:lhps:43380_#1,,,
e22_Items,1,tg:lhps:40973_#1,225273/226,VV 127 / A,468c1c03-d555-5ec7-a95b-476e812b208e,468c1c03-d555-5ec7-a95b-476e812b208e,tg:lhps:40973_#1,,,
e22_Items,1,tg:lhps:7514_#1,182359,G 6939 / A,5ba206fd-502f-5a7f-bcfe-1f0d6888c0c3,5ba206fd-502f-5a7f-bcfe-1f0d6888c0c3,tg:lhps:7514_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:49655_#1,,SS 467 / A,2b546782-8672-5312-b94c-859fb6d6273e,2b546782-8672-5312-b94c-859fb6d6273e,tg:lhps:49655_#1,tr:lh:110343,,
e22_Items,1,tg:lhps:23102_#1,225235/36,KK 2 / A,2684e22d-f82e-5993-8609-2a6c6b033f54,2684e22d-f82e-5993-8609-2a6c6b033f54,tg:lhps:23102_#1,,,
e22_Items,1,tg:lhps:12373_#1,203532/81,A 1811 / A,a0c10661-4fbc-55fe-9209-2914cacc748c,a0c10661-4fbc-55fe-9209-2914cacc748c,tg:lhps:12373_#1,,,
e22_Items,1,tg:lhps:11980_#1,200848/183-184,"BB 112 / A (LK IV,6)",1a886f64-a508-5cad-b104-a89726e07ef5,1a886f64-a508-5cad-b104-a89726e07ef5,tg:lhps:11980_#1,tr:lh:7748,isad:lh:92667,
e22_Items,1,tg:lhps:21_#1,181355,A 2472 / A,263bdfb9-7496-5a6b-9606-9629a0464501,263bdfb9-7496-5a6b-9606-9629a0464501,tg:lhps:21_#1,tr:lh:7019,,
e22_Items,1,tg:lhps:53818_#1,225298/77,SS 226 / A,b2c1448d-b90d-564e-84b5-3710fc42718c,b2c1448d-b90d-564e-84b5-3710fc42718c,tg:lhps:53818_#1,tr:lh:110342,,
e22_Items,1,tg:lhps:60590_#1,,O 33745 / A,9fd4c476-2db2-5f8d-a389-a7a384bb1531,9fd4c476-2db2-5f8d-a389-a7a384bb1531,tg:lhps:60590_#1,,,
e22_Items,1,tg:lhps:22408_#1,225225/13,K 1594 / A,233f4a35-cbc9-5e02-b5be-009f0ac76142,233f4a35-cbc9-5e02-b5be-009f0ac76142,tg:lhps:22408_#1,,,
e22_Items,1,tg:lhps:30069_#1,225265/50,PP 210 / A (CA 233),7b8f94a2-b817-5200-844d-b6ce5a4a7a93,7b8f94a2-b817-5200-844d-b6ce5a4a7a93,tg:lhps:30069_#1,tr:lh:9940,isad:lh:170202,
e22_Items,1,tg:lhps:2332_#1,238492,F 131 / A,faf3e740-c37d-5de7-98a7-eb81b928102b,faf3e740-c37d-5de7-98a7-eb81b928102b,tg:lhps:2332_#1,,,
e22_Items,1,tg:lhps:26724_#1,225256/137,O 33735 / A,a7d0a279-b2a5-5c49-ac0b-49cb4605f24e,a7d0a279-b2a5-5c49-ac0b-49cb4605f24e,tg:lhps:26724_#1,,,
e22_Items,1,tg:lhps:34345_#1,225272/2332,AV.38.5.10.503,998c4623-ad15-5189-a9e4-6b8fb28ebba1,998c4623-ad15-5189-a9e4-6b8fb28ebba1,tg:lhps:34345_#1,,isad:lh:92750,
e22_Items,1,tg:lhps:47935_#1,216829/413,M 9365 / A,d84e086a-6f96-53a8-a6a6-d682af20f835,d84e086a-6f96-53a8-a6a6-d682af20f835,tg:lhps:47935_#1,,,
e22_Items,1,tg:lhps:24144_#1,225212/2153,O 3369 / A (CM1156),ca1bede1-9905-51e3-8ae6-5827bb6b0e82,ca1bede1-9905-51e3-8ae6-5827bb6b0e82,tg:lhps:24144_#1,tr:lh:7875,isad:lh:92200,
e22_Items,1,tg:lhps:36525_#1,225272/1682,AV.5779,d346cd0b-5d2c-5a29-8088-d2293d85ac29,d346cd0b-5d2c-5a29-8088-d2293d85ac29,tg:lhps:36525_#1,,isad:lh:92876,
e22_Items,1,tg:lhps:10513_#1,185460,M 1864 / A,008807f6-a15a-56b8-a6e2-b94c6062e4ac,008807f6-a15a-56b8-a6e2-b94c6062e4ac,tg:lhps:10513_#1,tr:lh:7284,,
e22_Items,1,tg:lhps:20268_#1,215064/6,FF 1 / A,d24646b4-8bb9-5195-9099-14709e5f2fb2,d24646b4-8bb9-5195-9099-14709e5f2fb2,tg:lhps:20268_#1,,,
e22_Items,1,tg:lhps:32609_#1,225272/506,"AV.14.6.506 (LK VII,6)",7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,7cf1cc48-f5aa-5f8a-b1e2-fff3cd8ef837,tg:lhps:32609_#1,,isad:lh:92873,
e22_Items,1,tg:lhps:61903_#1,225267/665,S 282 / A (CS 602),63a3589e-5cf1-530e-b8c8-71a9aaad2d8a,63a3589e-5cf1-530e-b8c8-71a9aaad2d8a,tg:lhps:61903_#1,tr:lh:9936,isad:lh:92208,
e22_Items,1,tg:lhps:28844_#1,225262/88,P 24606 / A,70ef12e2-1f45-5e0a-b471-0df12759ef87,70ef12e2-1f45-5e0a-b471-0df12759ef87,tg:lhps:28844_#1,,,
e22_Items,1,tg:lhps:11019_#1,185892,J 3368 / A,acbbe342-053e-52af-bd4f-956d21006eb5,acbbe342-053e-52af-bd4f-956d21006eb5,tg:lhps:11019_#1,tr:lh:7282,,
e22_Items,1,tg:lhps:21762_#1,215218/14,J 33648 / A,75dad0c9-d666-5078-90d0-d17ab4c67a96,75dad0c9-d666-5078-90d0-d17ab4c67a96,tg:lhps:21762_#1,,,
e22_Items,1,tg:lhps:5374_#1,237250,MM 134 / A,c90af91a-2c58-598d-87d2-3b83f5d56710,c90af91a-2c58-598d-87d2-3b83f5d56710,tg:lhps:5374_#1,tr:lh:7890,isad:lh:92232,
e22_Items,1,tg:lhps:6987_#1,237207,S 5621 / A,06100f1e-4ae0-5a99-adc7-6b7798e79715,06100f1e-4ae0-5a99-adc7-6b7798e79715,tg:lhps:6987_#1,,,
e22_Items,1,tg:lhps:59454_#1,,M 9679 / A,fd448bb9-c96e-55b1-9021-0413381b1cc9,fd448bb9-c96e-55b1-9021-0413381b1cc9,tg:lhps:59454_#1,tr:lh:110342,,
e22_Items,2,tg:lhps:46643_#2,,S 626525 / A (LH.296),9efb6f76-5055-5dfc-894d-867469d02330,9efb6f76-5055-5dfc-894d-867469d02330,tg:lhps:46643_#2,tr:lh:97949,isad:lh:102876,"Twee exempl., formaat: 118,5 x 83,5"
e22_Items,1,tg:lhps:588_#1,236894,"A 4573 / A (LK I,9)",aa2c37a2-c4e4-5099-a65e-bd7e26e2f1cd,aa2c37a2-c4e4-5099-a65e-bd7e26e2f1cd,tg:lhps:588_#1,,,
e22_Items,1,tg:lhps:1058_#1,225261/782,V 75457 / A (VM782),4878f572-eecf-5291-89d7-fa2c9583a426,4878f572-eecf-5291-89d7-fa2c9583a426,tg:lhps:1058_#1,tr:lh:9937,isad:lh:92204,
e22_Items,1,tg:lhps:32134_#1,225272/71,"AV.14.6.71 (LK VII,1)",522f6412-ed81-519a-a060-326f05f2ac65,522f6412-ed81-519a-a060-326f05f2ac65,tg:lhps:32134_#1,,isad:lh:92873,
e22_Items,1,tg:lhps:20555_#1,215074,G 3668 / A,9076003d-e660-58d5-a08e-3d24e35e48d1,9076003d-e660-58d5-a08e-3d24e35e48d1,tg:lhps:20555_#1,,,
e22_Items,1,tg:lhps:4143_#1,181262/1,M 93265 / A,892475c2-0570-517e-ae21-a97ec9c491e9,892475c2-0570-517e-ae21-a97ec9c491e9,tg:lhps:4143_#1,tr:lh:7019,,
