ResourceID,brocade.id,card,order,note,title,volgnummer
e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,e22_OtherIdentifiers,1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,
91c83edb-d84e-5846-a48e-3c51d838f6b0,tg:lhaq:8685_#1,e22_OtherIdentifiers,1,,Danszaal,
7b322276-4ee9-57e0-bbf1-812124d58809,tg:lhaq:8671_#1,e22_OtherIdentifiers,1,,Etelka,
299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,
8f96af39-3058-5eec-9adf-06dd5af49a5a,tg:lhaq:8352_#1,e22_OtherIdentifiers,1,,Stoffel,
71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,tg:lhaq:4372_#1,e22_OtherIdentifiers,1,Opgedragen aan Marina Candael.,,
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_OtherIdentifiers,1,De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,,
60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,e22_OtherIdentifiers,1,,Hitler (front),
f1995002-0f95-557e-8f2c-0820ea970b13,tg:lhaq:5466_#1,e22_OtherIdentifiers,1,,Ik heb en Sourdine opgezet...,
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_OtherIdentifiers,1,"De rol van de oom van Dierik, werd door de acteur Marcel Hendrickx vertolkt.",,
3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,e22_OtherIdentifiers,1,,Oom,
ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,e22_OtherIdentifiers,1,"De rol van de medecijn-meester, werd door de acteur Lode van Beek vertolkt.",,
ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,e22_OtherIdentifiers,1,,Medecijn-meester,
8e981c31-2b5e-5ce2-8399-93a586f91d71,tg:lhaq:6418_#1,e22_OtherIdentifiers,1,,Het convent,
02f2f914-36b0-58b2-8a82-a1b5d2565a90,tg:lhaq:8399_#1,e22_OtherIdentifiers,1,,Priesters,
67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,tg:lhaq:8389_#1,e22_OtherIdentifiers,1,,Sophie,
cf4709e1-0612-5671-a167-0ab37b5a70e4,tg:lhaq:8575_#1,e22_OtherIdentifiers,1,,Farce - Husband,
d63e8dfc-71c4-5bdb-af92-669e65d719fb,tg:lhaq:8565_#1,e22_OtherIdentifiers,1,,Inn - Drinker 1,
eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,e22_OtherIdentifiers,1,,Coetzee en Hemmerechts,
d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,e22_OtherIdentifiers,1,De rol van baker werd door de actrice Lia Lee vertolkt.,,
d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,e22_OtherIdentifiers,1,,Baker,
bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,e22_OtherIdentifiers,1,De rol van Trijn Cornelis werd door de actrice Denise Zimmermann vertolkt.,,
bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,e22_OtherIdentifiers,1,,Trijn,
6910f1e9-2079-5dfa-9554-8bc8d92cbda1,tg:lhaq:9402_#1,e22_OtherIdentifiers,1,,Interieur St Niklaaskerk Gent,
5ef0a0ef-0982-5482-9c1c-4f56135c1737,tg:lhaq:8553_#1,e22_OtherIdentifiers,1,,Inn - Prostitute 1,
db3f6fe5-6fc7-571a-9475-7d2948c74400,tg:lhaq:6894_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, 91ste speeljaar, september 1943

**Regie:** Guenther Stark",,
7b7b0c17-452d-54f2-be96-f294e8531384,tg:lhaq:9386_#1,e22_OtherIdentifiers,1,,"Voorstudie voor de affiche ""Marieken Van Nieumegen""",
395758e1-c37d-5dbe-b202-c51261662f2c,tg:lhaq:6884_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,
944c0b3c-8944-5112-b003-d368bf43964a,tg:lhaq:4605_#1,e22_OtherIdentifiers,1,Ontwerp voor in de Pallieterkalenders (1926-1933). Verschenen in de Verhalenkalender voor 1932 (Koppen en volkstypen) Januari.,,
944c0b3c-8944-5112-b003-d368bf43964a,tg:lhaq:4605_#1,e22_OtherIdentifiers,1,,De Burgemeester.,
e6b901d5-e0c1-53b8-84a1-3385ee3d7053,tg:lhaq:7348_#1,e22_OtherIdentifiers,1,Op achterkant gelijkaardig aquarel.,,
b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,e22_OtherIdentifiers,1,De rollen van muzikanten werden  door Lode Sebregts en de acteur Piet Van den Bosch vertolkt.,,
b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,e22_OtherIdentifiers,1,,Muzikant / Muzikant,
5b45a6f2-a600-57f7-bfd2-d4f15435708a,tg:lhaq:8932_#1,e22_OtherIdentifiers,1,De rol van Chorus werd  door de acteur Jos Mahu vertolkt.,,
5b45a6f2-a600-57f7-bfd2-d4f15435708a,tg:lhaq:8932_#1,e22_OtherIdentifiers,1,,Chorus,
8d740b6d-70b5-5ab8-8bf8-a0d7f28623aa,tg:lhaq:8364_#1,e22_OtherIdentifiers,1,,Jo Hephaistos,
1c172808-696a-5e1f-b5f8-fb205327bc2a,tg:lhaq:8374_#1,e22_OtherIdentifiers,1,,Ambroos,
f0990b01-f6ab-51f9-9bd6-0801fe876a8a,tg:lhaq:8531_#1,e22_OtherIdentifiers,1,,Mariken 1.,
15e9bee6-fca0-586b-9e59-cf1a2fb1a7db,tg:lhaq:8380_#1,e22_OtherIdentifiers,1,,Curé,
2265ddeb-80f0-5a07-8cbf-9515f2da0e7c,tg:lhaq:8390_#1,e22_OtherIdentifiers,1,,Docteur,
ebcef51f-6b6d-5363-9dd6-e4271a86aa0b,tg:lhaq:8404_#1,e22_OtherIdentifiers,1,,La Margherite,
39b7a474-f5a5-5322-9877-f3ed096b778e,tg:lhaq:8762_#1,e22_OtherIdentifiers,1,,Tubal,
9a5f33aa-d676-507f-a056-ed886f77db20,tg:lhaq:8668_#1,e22_OtherIdentifiers,1,,Vrouw Muller,
4dd61b26-8a3b-57f3-9948-e536c00408c6,tg:lhaq:8700_#1,e22_OtherIdentifiers,1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,
4dd61b26-8a3b-57f3-9948-e536c00408c6,tg:lhaq:8700_#1,e22_OtherIdentifiers,1,,De Vrouw,
3c416148-d92e-540c-9848-66eeb1c91307,tg:lhaq:8678_#1,e22_OtherIdentifiers,1,,Braun,
ab1c47cc-ad83-507a-9ccf-c363bf5ef1bc,tg:lhaq:9004_#1,e22_OtherIdentifiers,1,,Dame 3,
2e5ec713-f402-5e37-a169-8a3bf6a4fbd7,tg:lhaq:9014_#1,e22_OtherIdentifiers,1,De rol van de Majoor Paul Petkoff werd door de acteur Gaston Vandermeulen vertolkt.,,
2e5ec713-f402-5e37-a169-8a3bf6a4fbd7,tg:lhaq:9014_#1,e22_OtherIdentifiers,1,,Bluntschli,
33d02bf3-0d08-5640-b89c-54f3e6824157,tg:lhaq:1753_#1,e22_OtherIdentifiers,1,l.O.: klevertje: Verzameling Frits de Mont.,,
ad9ca305-832d-5369-96e0-f5850e6a899a,tg:lhaq:8875_#1,e22_OtherIdentifiers,1,De rol van bedelaar werd door de acteur Toon Brouwers vertolkt.,,
ad9ca305-832d-5369-96e0-f5850e6a899a,tg:lhaq:8875_#1,e22_OtherIdentifiers,1,,Bedelaar / De doedelzakspeler in de kroeg,
6d586a39-148b-565e-abb1-7561d0069e80,tg:lhaq:6895_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, 91ste speeljaar, september 1943

**Regie:** Guenther Stark",,
94cbbf56-6eb4-5418-8520-da60055ebecc,tg:lhaq:6944_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen van af 13-09-1930, de regie was van Joris
Diels.

Drie tekeningen (76467/1-3) in éen langwerpige kader.",,
31d3f547-a9a0-5e14-941e-e733917c313d,tg:lhaq:8890_#1,e22_OtherIdentifiers,1,De rol van Trijn Cornelis werd door de actrice Denise Zimmermann vertolkt.,,
31d3f547-a9a0-5e14-941e-e733917c313d,tg:lhaq:8890_#1,e22_OtherIdentifiers,1,,Trijn op de mesthoop,
ec716537-2f43-5995-9900-faca7e20dc61,tg:lhaq:9403_#1,e22_OtherIdentifiers,1,,Laag gebouw met bomenrij,
a9f3936f-287e-587a-828b-e41ab35f952f,tg:lhaq:9058_#1,e22_OtherIdentifiers,1,"Regie: Ben Royaards

Costumes: Lon Landau

Decor: Jan Brusselmans

Choreographie: Lea Daan

Muziek: Daan Sternefeld",,
9996b066-6a6b-5e92-ac12-70b1900b1d18,tg:lhaq:8375_#1,e22_OtherIdentifiers,1,,Charles Quint I,
9ac27085-e510-525d-a28d-7191fedbdeaa,tg:lhaq:8933_#1,e22_OtherIdentifiers,1,"De rol van Julia, dochter van Capulet, werd  door de actrice Stella Blanchart vertolkt.",,
9ac27085-e510-525d-a28d-7191fedbdeaa,tg:lhaq:8933_#1,e22_OtherIdentifiers,1,,Julia,
f9ac3088-db84-55d5-8b87-d6c6ff155ead,tg:lhaq:8923_#1,e22_OtherIdentifiers,1,De rol van Capulet werd  door de acteur Jan Cammans vertolkt.,,
f9ac3088-db84-55d5-8b87-d6c6ff155ead,tg:lhaq:8923_#1,e22_OtherIdentifiers,1,,Capulet,
3d271c76-f031-5237-9ffb-712f9ff50d06,tg:lhaq:9067_#1,e22_OtherIdentifiers,1,,Uiteengekraaide haan.,
37845534-8479-5b93-8bf8-fde53e691ef0,tg:lhaq:8763_#1,e22_OtherIdentifiers,1,,Nerissa,
44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,e22_OtherIdentifiers,1,Op achterzijde kleine geometrische schets.,,
89cbdb3a-75f2-53af-8c81-103f2e79142a,tg:lhaq:5564_#1,e22_OtherIdentifiers,1,,De vogel in de Kunst,
4a4ec3bf-20d6-56f6-af6d-074f3529e15b,tg:lhaq:8391_#1,e22_OtherIdentifiers,1,,Vieux mendiant,
6555d8fe-11b4-51f3-addd-b18d7e357359,tg:lhaq:8381_#1,e22_OtherIdentifiers,1,,Isidoor (1),
d2d428f7-393d-5410-bbbb-1c43f2e5ca47,tg:lhaq:8874_#1,e22_OtherIdentifiers,1,,Pooier 1',
ab7cf263-fda3-5ca3-9a98-f47e33127aef,tg:lhaq:8864_#1,e22_OtherIdentifiers,1,,Een ambachtsman,
5291b579-a836-5af5-b849-72d5c927f2b1,tg:lhaq:8679_#1,e22_OtherIdentifiers,1,"Op de achterkant van het blad is een schets, een lijntekening in potlood voor een vrouwelijk kostuum.",,
5291b579-a836-5af5-b849-72d5c927f2b1,tg:lhaq:8679_#1,e22_OtherIdentifiers,1,,Overste,
d46087ae-0a5f-50f5-960e-d9f63ced14e0,tg:lhaq:8701_#1,e22_OtherIdentifiers,1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,
d46087ae-0a5f-50f5-960e-d9f63ced14e0,tg:lhaq:8701_#1,e22_OtherIdentifiers,1,,De Faune,
8c6957d1-2dbc-5c64-af4c-e036b452f6d5,tg:lhaq:8669_#1,e22_OtherIdentifiers,1,,God,
94c11c77-e55a-57c1-b1bd-9291391d9082,tg:lhaq:9015_#1,e22_OtherIdentifiers,1,De rol van Louka werd door de actrice Els Cornelissen vertolkt.,,
94c11c77-e55a-57c1-b1bd-9291391d9082,tg:lhaq:9015_#1,e22_OtherIdentifiers,1,,Louka,
9141270e-968d-54dc-ad6b-51069f09a57b,tg:lhaq:8993_#1,e22_OtherIdentifiers,1,,La Terre (De Aarde),
38d3f12f-ce4f-5c72-b0ef-3c8965859641,tg:lhaq:8983_#1,e22_OtherIdentifiers,1,,De veldwachter,
7c92f812-d083-53dc-8ea2-c941728ebe00,tg:lhaq:6847_#1,e22_OtherIdentifiers,1,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",,
46711e61-057a-52c0-bcf4-10401b8c7cb7,tg:lhaq:8852_#1,e22_OtherIdentifiers,1,De rollen van pooiers werden door de acteurs Jo Coppens en Paul S'Jongers vertolkt.,,
46711e61-057a-52c0-bcf4-10401b8c7cb7,tg:lhaq:8852_#1,e22_OtherIdentifiers,1,,Pooier - 2,
c5b2059a-be3f-5257-9d58-ce07e5f04f71,tg:lhaq:8842_#1,e22_OtherIdentifiers,1,De rol van Lowies werd door de  actrice Tine Balder vertolkt.,,
c5b2059a-be3f-5257-9d58-ce07e5f04f71,tg:lhaq:8842_#1,e22_OtherIdentifiers,1,,Visvrouw Lowies,
a3618727-bd74-501e-b68b-5ae4d41ea299,tg:lhaq:5317_#1,e22_OtherIdentifiers,1,De kunstenaar is Frans Geerts,,
d5c31259-d568-51b3-aecc-b26653cd70b0,tg:lhaq:8684_#1,e22_OtherIdentifiers,1,,Dienstmeisje,
1216d8e6-d4c5-5ff5-9e52-06dda581a257,tg:lhaq:8694_#1,e22_OtherIdentifiers,1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,
2dc60067-79bd-504f-8e56-763f28c2217d,tg:lhaq:8745_#1,e22_OtherIdentifiers,1,,Masquerador,
1011a97f-b270-58ec-b933-60ec3d6e4aca,tg:lhaq:8755_#1,e22_OtherIdentifiers,1,,Lorenzo,
a1eb29d3-98d8-50b9-9269-bb8f21421055,tg:lhaq:8889_#1,e22_OtherIdentifiers,1,De rol van Marie werd door de actrice Julienne de Bruyn vertolkt.,,
a1eb29d3-98d8-50b9-9269-bb8f21421055,tg:lhaq:8889_#1,e22_OtherIdentifiers,1,,Marie,
cf371277-1aa3-5c41-839e-da6a9c8a37fb,tg:lhaq:8899_#1,e22_OtherIdentifiers,1,,Edelman,
ca7b063b-7ddd-508a-a791-be9cb331bd84,tg:lhaq:9139_#1,e22_OtherIdentifiers,1,"Decorontwerp uit map: ""Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"".",,
ca7b063b-7ddd-508a-a791-be9cb331bd84,tg:lhaq:9139_#1,e22_OtherIdentifiers,1,,Gaanderij in het huis van Perdino.,
f37d598b-1d2f-54a6-9995-b04b513ed48e,tg:lhaq:8915_#1,e22_OtherIdentifiers,1,,Page van Mercutio,
27d78e2c-9cd8-510f-88ac-c2c9b347427c,tg:lhaq:5467_#1,e22_OtherIdentifiers,1,,De  Kraan.,
f50086fc-bab5-5a47-9b4f-894fb07ef63c,tg:lhaq:8905_#1,e22_OtherIdentifiers,1,De rol van Kati werd door de actrice Denise Zimmermann  vertolkt.,,
f50086fc-bab5-5a47-9b4f-894fb07ef63c,tg:lhaq:8905_#1,e22_OtherIdentifiers,1,,Kati,
5ab82a65-d774-5648-a914-584374b35d4d,tg:lhaq:6878_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,
0168c646-d1aa-5726-93a5-0c8cd7a52304,tg:lhaq:8670_#1,e22_OtherIdentifiers,1,,Lukasch,
fde7afb8-6f27-5ea4-9e9f-ec98d8714e83,tg:lhaq:8353_#1,e22_OtherIdentifiers,1,,Bol,
4d071d05-62ab-55e9-8216-65194f82d322,tg:lhaq:8564_#1,e22_OtherIdentifiers,1,,Inn - Drinkers 4,
341f3a77-6e92-5bdf-b694-77a84144b46d,tg:lhaq:8574_#1,e22_OtherIdentifiers,1,,Farce - Husband,
83819bbe-df14-57a5-85d5-d76daa46fb76,tg:lhaq:9106_#1,e22_OtherIdentifiers,1,Aan Luuk Gruwez werd door de gemeenteraad van Deerlijk de titel van ereburger van Deerlijk toegekend. Als aandenken en blijvende herinnering aan de gemeente Deerlijk werd dit aquarel aan Luuk gruwez geschonken op 20 december 2003.,,
83819bbe-df14-57a5-85d5-d76daa46fb76,tg:lhaq:9106_#1,e22_OtherIdentifiers,1,,Ouderlijk huis van Luuk Gruwez. Gelegen in de hoogstraat nr. 153 te Deerlijk.,
591bef11-c4db-5a16-a651-5a88e844762a,tg:lhaq:6193_#1,e22_OtherIdentifiers,1,,,D 4813 / 324
591bef11-c4db-5a16-a651-5a88e844762a,tg:lhaq:6193_#1,e22_OtherIdentifiers,1,Voor opvoering K.N.S. van Antwerpen van 29-11-1952 tot 04-12-1952.,,
ad5f4617-0daa-5c11-9331-dd5533ae1c74,tg:lhaq:8388_#1,e22_OtherIdentifiers,1,,Léontientje 4,
ed5df80e-bd7e-560e-aea7-1fa232d4f290,tg:lhaq:8398_#1,e22_OtherIdentifiers,1,,Sixtus,
2070d5e0-9159-5e00-9a83-5899ed63d22e,tg:lhaq:6419_#1,e22_OtherIdentifiers,1,,"Decorontwerp voor het 4de toneel van het 3de deel van ""De tocht naar de liefde"" van Jozef Boon",
764ea0fd-0264-5f4a-976d-fe4f69d4e225,tg:lhaq:2391_#1,e22_OtherIdentifiers,1,"Maria-Elise, _Het Kerkportaal_.
Antwerpen: L. Dela Montagne, 1873, p. 12. Overdruk uit de _Vlaamsche
Kunstbode_.

Maria-Lisa is Marie Elisabeth Belpaire.",,
8b17ddf9-53a1-5306-b78f-77e133562680,tg:lhaq:8377_#1,e22_OtherIdentifiers,1,,Maye,
242b6bb1-be22-5537-88ca-3f77150444a8,tg:lhaq:8532_#1,e22_OtherIdentifiers,1,,Mary penitant.,
c86f8b5b-3bf2-53db-a89b-c865ba2f8f4b,tg:lhaq:9140_#1,e22_OtherIdentifiers,1,"Decorontwerp uit map: ""Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"".",,
c86f8b5b-3bf2-53db-a89b-c865ba2f8f4b,tg:lhaq:9140_#1,e22_OtherIdentifiers,1,,Zaal bij Perdino.,
d1ecab17-9bf6-535a-a80d-9eaef09f23b7,tg:lhaq:8931_#1,e22_OtherIdentifiers,1,"De rol van Peter, een dienaar van Capulet, werd  door de acteur Maurits Goossens vertolkt.",,
d1ecab17-9bf6-535a-a80d-9eaef09f23b7,tg:lhaq:8931_#1,e22_OtherIdentifiers,1,,Peter,
d85fe416-3926-5208-bfd5-ff94b516e07c,tg:lhaq:8849_#1,e22_OtherIdentifiers,1,De rollen van pooiers werden door de acteurs Jo Coppens en Paul S'Jongers vertolkt.,,
d85fe416-3926-5208-bfd5-ff94b516e07c,tg:lhaq:8849_#1,e22_OtherIdentifiers,1,,Pooier,
6e999701-d7ca-5317-9660-6c32dff8693a,tg:lhaq:9385_#1,e22_OtherIdentifiers,1,,Abstract,
81c73648-90fb-5785-aa9f-e69384b44ff7,tg:lhaq:6887_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,
d5d42cac-752e-597b-9d53-951936e452ee,tg:lhaq:8550_#1,e22_OtherIdentifiers,1,,Inn - Musician.,
9bfae738-33d2-5e3f-a62d-72e62add30fc,tg:lhaq:8315_#1,e22_OtherIdentifiers,1,"Dit decor werd daarna nog te huur aangeboden. Zie: Boon, Jozef, _Van een
nonnetje dat wonderen balsem wou koopen._ Esschen: Sint-Alfonsus, 1926, p. 5.",,
9bfae738-33d2-5e3f-a62d-72e62add30fc,tg:lhaq:8315_#1,e22_OtherIdentifiers,1,,Een nonnetje dat wonderen balsem wou kopen?,
14414185-22a8-5f87-8159-58edc18a250b,tg:lhaq:8882_#1,e22_OtherIdentifiers,1,De rol van de snol Mol werd door de actrice Tine Balder vertolkt.,,
14414185-22a8-5f87-8159-58edc18a250b,tg:lhaq:8882_#1,e22_OtherIdentifiers,1,,Mol,
d8f761eb-c7cc-5031-9063-f797e39d9931,tg:lhaq:9411_#1,e22_OtherIdentifiers,1,,Herman Brusselmans,
188f6196-42e6-5f22-93ee-874ba8c85063,tg:lhaq:9401_#1,e22_OtherIdentifiers,1,,Meisjesportret,
21aed324-2c26-5222-8872-42f0d7a4ad1e,tg:lhaq:8876_#1,e22_OtherIdentifiers,1,De rol van bedelaar werd door de acteur Toon Brouwers vertolkt.,,
0e1112a6-f40e-518f-93b2-76c5f729d280,tg:lhaq:2839_#1,e22_OtherIdentifiers,1,,Salome,
29417640-5031-5263-99ab-59cc63ae0c53,tg:lhaq:9017_#1,e22_OtherIdentifiers,1,De rol van Catherine Petkoff werd door de actrice Gella Allaert vertolkt.,,
b12d4695-9c4d-5084-8455-25c86c667068,tg:lhaq:6873_#1,e22_OtherIdentifiers,1,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,
31467aff-b99c-5afa-bde2-b0f747d85749,tg:lhaq:9371_#1,e22_OtherIdentifiers,1,,,L 4303 / 20
6062f27e-336b-537f-b86a-078a9d8ce78b,tg:lhaq:8771_#1,e22_OtherIdentifiers,1,,Balthazar,
018a9be9-8dd9-517e-b198-7c943bd21578,tg:lhaq:8383_#1,e22_OtherIdentifiers,1,,Gommaer,
115669f0-4929-5e3e-a715-fa39baef0898,tg:lhaq:8393_#1,e22_OtherIdentifiers,1,,Barabas,
2c118174-eae8-5cc4-b953-b8fbe3038c6c,tg:lhaq:5566_#1,e22_OtherIdentifiers,1,,Schets voor Volksopbeuringplaat.,
68d9cc18-7ecd-59ef-b909-879c35acd68b,tg:lhaq:6752_#1,e22_OtherIdentifiers,1,Diende als schutblad voor een decorschildering van een onbekende (199244/b).,,
7be7d41e-bb95-5193-8818-14abc42eb2be,tg:lhaq:8832_#1,e22_OtherIdentifiers,1,"De rollen van snollen werden door de actrices Marilou Mermans, Martha de Wachter en Tine Balder vertolkt.",,
7be7d41e-bb95-5193-8818-14abc42eb2be,tg:lhaq:8832_#1,e22_OtherIdentifiers,1,,Snol,
2a2188d2-e6e5-594b-bcf9-91c14716e1c7,tg:lhaq:8696_#1,e22_OtherIdentifiers,1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,
2a2188d2-e6e5-594b-bcf9-91c14716e1c7,tg:lhaq:8696_#1,e22_OtherIdentifiers,1,,Faune,
1bf98bc2-8790-53ca-abc4-5dba3f60859a,tg:lhaq:4569_#1,e22_OtherIdentifiers,1,,Brand in de buurt van de Royerssluis ( 1944 ),
ef652a5f-2504-5b4f-9355-297322b844fa,tg:lhaq:8549_#1,e22_OtherIdentifiers,1,,Inn - Host.,
3312dec2-1403-5db2-b105-4823b1672b0c,tg:lhaq:8559_#1,e22_OtherIdentifiers,1,,Inn - Prostitute 3,
d46d1e5c-3e5f-5589-8d9e-2b18204d5b2d,tg:lhaq:9408_#1,e22_OtherIdentifiers,1,,Leonard Nolens,
5e42150d-e15b-5949-9133-24bce31a0d85,tg:lhaq:9418_#1,e22_OtherIdentifiers,1,,Zeezicht,
0398fc0e-c5cf-51d7-8901-97828affe15a,tg:lhaq:8757_#1,e22_OtherIdentifiers,1,,Jessica,
477dbd4a-9a32-5219-b125-7b677970c80e,tg:lhaq:8747_#1,e22_OtherIdentifiers,1,,Aragon,
f46d2ee1-6574-5adc-8590-43fd2cb5f905,tg:lhaq:6845_#1,e22_OtherIdentifiers,1,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",,
50d24e02-4e2e-5400-83ee-edd890293876,tg:lhaq:8981_#1,e22_OtherIdentifiers,1,,De Waard / De Meid,
00dc63f2-ff34-55c4-b689-00c367959e2f,tg:lhaq:9031_#1,e22_OtherIdentifiers,1,,Decor bar-burgemeesters bal,
ce2d8bba-e2bd-5a23-99b5-f5514383693a,tg:lhaq:9149_#1,e22_OtherIdentifiers,1,,Abstracte compositie.,
c9aa6a90-86da-5bf9-81e8-4e98f3574b56,tg:lhaq:8928_#1,e22_OtherIdentifiers,1,"De rol van Mercutio, vriend van Romeo, werd  door de acteur Hector Camerlynk vertolkt.",,
c9aa6a90-86da-5bf9-81e8-4e98f3574b56,tg:lhaq:8928_#1,e22_OtherIdentifiers,1,,Mercutio,
ae488286-819a-55ad-82ed-fcad3d7e1fe3,tg:lhaq:8850_#1,e22_OtherIdentifiers,1,De rol van Hanneke Uijt werd door de acteur Walter Rits vertolkt.,,
ae488286-819a-55ad-82ed-fcad3d7e1fe3,tg:lhaq:8850_#1,e22_OtherIdentifiers,1,,Hanneke Uijt,
38150583-9458-515d-ac39-b2113649a42c,tg:lhaq:9427_#1,e22_OtherIdentifiers,1,,Juliaan Platteau,
078eb86a-52d4-5645-bcea-1dc0de78ca1c,tg:lhaq:8768_#1,e22_OtherIdentifiers,1,,Meisie,
7dc7d357-c783-5b64-aaf7-83cf01c6c37e,tg:lhaq:8778_#1,e22_OtherIdentifiers,1,,De Zeewagen,
ee226c06-c573-530c-913d-dc088eaeee60,tg:lhaq:8566_#1,e22_OtherIdentifiers,1,,Inn - Drinker 5,
