ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Note,Copyright Note Type,Copyright Note Language,Copyright Type
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,e73_Copyrights,1951-12-04,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
4bc7e3d7-5841-57ca-98da-dee9181fa431,tg:lhaq:8646,e73_Copyrights,1973-11-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
251fdbd9-6514-5de8-98fc-4eb223cd014e,tg:lhaq:8933,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
c94488fa-39cb-51cf-bea5-5153dc480061,tg:lhaq:8923,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
da23c7f0-8dc6-594b-a25e-0cd2428c7830,tg:lhaq:8787,e73_Copyrights,1953-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
5e614d04-5f92-5173-aa8b-c47dc2469bb7,tg:lhaq:8328,e73_Copyrights,1925-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
283b45ee-6871-5124-9b71-fc35bd3cdfa6,tg:lhaq:8338,e73_Copyrights,1917-07-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
9d64e014-57f1-5288-af8d-e4becab847d3,tg:lhaq:9067,e73_Copyrights,1972-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
a4dfa483-609a-5d78-b506-19b9f51fadf4,tg:lhaq:9279,e73_Copyrights,1957-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,e73_Copyrights,1953-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,e73_Copyrights,1959-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
abe3df38-6a08-51c3-8286-3e76e16930e5,tg:lhaq:8391,e73_Copyrights,1950-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
9100b2e5-1f9b-5979-b0d3-f6509385a69a,tg:lhaq:8381,e73_Copyrights,1950-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
af74bc64-856a-5007-af41-74d7568c58c6,tg:lhaq:1446,e73_Copyrights,1959-06-18,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
73d2cae0-5edd-52d8-8b57-2ea236b69acd,tg:lhaq:7637,e73_Copyrights,1891-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,No Copyright - Public Domain Mark 1.0
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
bd8c137f-d376-50ea-8a95-93a0f45fef96,tg:lhaq:8864,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
82e9dacf-64c4-5b0b-ae73-0c2af4fe0f8a,tg:lhaq:1693,e73_Copyrights,1940-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
ad5c1b15-cbb0-5f7d-9c70-a39fac1fd4a3,tg:lhaq:8701,e73_Copyrights,1962-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
ff6409c2-f4a8-5870-9d24-a4df39a5aed1,tg:lhaq:9363,e73_Copyrights,1945-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,tg:lhaq:8669,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,tg:lhaq:9015,e73_Copyrights,1973-04-14,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,e73_Copyrights,1949-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
61087a33-20be-5a97-b65d-82f418a0d555,tg:lhaq:9023,e73_Copyrights,1949-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,e73_Copyrights,1950-07-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
bff89cd7-3f52-50e1-9c7c-20b6b11a4852,tg:lhaq:8852,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,e73_Copyrights,1971-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
aecb7cf0-898b-5c05-aee7-225cee683a74,tg:lhaq:2662,e73_Copyrights,1958-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
7b8d1576-0d4b-579c-8947-8b61f5393224,tg:lhaq:5317,e73_Copyrights,1929-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
abf69d90-6d70-571b-923d-a88c72a51a44,tg:lhaq:8684,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
1bb35759-f04d-5457-b1ee-822fb0140dc4,tg:lhaq:8694,e73_Copyrights,1958-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
10db77c9-1279-5239-a35c-aeb2946ad690,tg:lhaq:8958,e73_Copyrights,1959-10-23,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
ab777730-2811-54ab-92e6-bdf8a56d3bdb,tg:lhaq:8889,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
aa3be9ff-6d80-522a-8484-36ad5283d917,tg:lhaq:8899,e73_Copyrights,1955-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
de8f3d53-d375-51ff-890b-bea852a2fd86,tg:lhaq:9139,e73_Copyrights,1942-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
849bb1ac-a70e-5e7e-888f-d01bf56da95f,tg:lhaq:8915,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
573aad13-28d3-5ae7-b56f-e5fc3694f72e,tg:lhaq:8905,e73_Copyrights,1964-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
bd724132-645c-5a8e-ab0c-10736f25948a,tg:lhaq:6900,e73_Copyrights,1900-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,No Known Copyright
e09b7768-f2dc-5619-b69b-9172738c42cd,tg:lhaq:6878,e73_Copyrights,1942-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
40251589-d63c-558e-becc-1ef216174bfd,tg:lhaq:8670,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
8b9934e0-ddf2-50f4-abb0-dac0c392145e,tg:lhaq:8506,e73_Copyrights,1920-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
f536b25c-ba0e-515c-aaf1-df85d4d23721,tg:lhaq:9106,e73_Copyrights,2003-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,e73_Copyrights,1958-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,tg:lhaq:6193,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,e73_Copyrights,1952-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
ba057550-a8b3-5e6d-a1fa-83c5fd5a1f52,tg:lhaq:7548,e73_Copyrights,1884-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,No Copyright - Public Domain Mark 1.0
0ac59377-cd3c-5667-ad20-429ba5db979f,tg:lhaq:8388,e73_Copyrights,1950-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
6da6238d-8e64-5846-84db-6654a96dcd69,tg:lhaq:6419,e73_Copyrights,1925-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
8efd0693-e206-5726-9759-b177fe4a5f2e,tg:lhaq:2381,e73_Copyrights,1916-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,e73_Copyrights,1951-12-04,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,e73_Copyrights,1942-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,e73_Copyrights,1948-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,e73_Copyrights,1953-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
b701e701-c143-5d95-ae8e-e85dcf95a08f,tg:lhaq:8849,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e3ab25d1-6684-506d-b1d8-deb12c169c26,tg:lhaq:9385,e73_Copyrights,1995-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
a10033bc-8eee-57c4-b66b-d13132a33d52,tg:lhaq:6887,e73_Copyrights,1942-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
d23c0dd7-50e3-5cdd-9201-ef2e64dbf33b,tg:lhaq:8315,e73_Copyrights,1925-11-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
622ba33a-189b-54b7-8733-47bab861f04c,tg:lhaq:9411,e73_Copyrights,2012-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
91defb70-d8dc-576c-9a0d-c7264da88b21,tg:lhaq:9401,e73_Copyrights,1945-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
612d1c35-5717-51a6-a85b-9242457ff87a,tg:lhaq:3791,e73_Copyrights,1920-10-19,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
f548246d-c15b-59db-b8cd-b3ceaf6d17c5,tg:lhaq:8866,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
24755bf4-3b7a-5da5-9824-b4de7ffa5264,tg:lhaq:9017,e73_Copyrights,1973-04-14,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
42339bf7-86dd-5e90-9b5c-bf99d9f3128f,tg:lhaq:6873,e73_Copyrights,1942-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
8fb4365b-00cc-5f43-88d4-a824568a188e,tg:lhaq:9371,e73_Copyrights,1912-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e13bb90a-b811-590b-84f8-0e4b43e9cf0e,tg:lhaq:9313,e73_Copyrights,1950-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,e73_Copyrights,1950-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,tg:lhaq:8393,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
9e80b3df-4abf-506c-bbb2-ef4b920e5ce1,tg:lhaq:6752,e73_Copyrights,1973-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
b4566d61-7a8f-5049-bf27-9bed8df37bf7,tg:lhaq:8832,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,e73_Copyrights,1962-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,e73_Copyrights,1944-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
68123689-8b5a-5acc-bb90-ae0cd0b4d7a7,tg:lhaq:2660,e73_Copyrights,1956-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
3a1ec42a-1b4e-551e-9aad-00af844f513d,tg:lhaq:9408,e73_Copyrights,1998-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
2ad859d6-bab7-5567-b91f-09421db89323,tg:lhaq:9418,e73_Copyrights,1979-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
60650c0f-fd63-5f29-a375-543a353d2b86,tg:lhaq:2398,e73_Copyrights,1997-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
e8838c97-be2f-5496-8e37-aff247cd2c21,tg:lhaq:6845,e73_Copyrights,1950-07-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
cf8bc975-a2bb-570d-bd76-082ca4ecd774,tg:lhaq:9021,e73_Copyrights,1949-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
7ae22369-f131-5d3c-9242-91019ab47664,tg:lhaq:9031,e73_Copyrights,1949-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,e73_Copyrights,1957-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,e73_Copyrights,1956-07-11,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
359eb4fb-2c96-55ed-bcbc-637bc4e17049,tg:lhaq:8928,e73_Copyrights,1951-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
0ee7e492-f38f-5d1c-911f-2bea86f0219a,tg:lhaq:8850,e73_Copyrights,1974-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
acd8c747-2297-5833-a6ed-f6931402d589,tg:lhaq:9427,e73_Copyrights,1918-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
2b353e9d-043a-5c67-828b-4299b782a48e,tg:lhaq:8778,e73_Copyrights,1958-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,e73_Copyrights,1955-uu-uu,2022-03-15,Set at migration from Brocade,remarks,Nederlands,In Copyright
