card,order,adm.acquiredVia,adm.id_mat,adm.inv,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,Source Note,Warehouse Location (begin),Volgnummer,Warehouse Location (end)
e22_Items,1,,tg:lhaq:8744_#1,174222/1,,Planex GT / T 159,b26f81af-220c-57e9-89ef-938ae705c47f,b26f81af-220c-57e9-89ef-938ae705c47f,tg:lhaq:8744_#1,,,,
e22_Items,1,tr:lh:9930,tg:lhaq:9138_#1,218018/6,isad:lh:96055,Planex GT / H 50494,91eede34-4c9d-5e8a-bea0-15aee4bbb226,91eede34-4c9d-5e8a-bea0-15aee4bbb226,tg:lhaq:9138_#1,"Decorontwerp uit map: ""Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"".",,,
e22_Items,1,tr:lh:7497,tg:lhaq:9040_#1,197416/21,isad:lh:95953,S 5621 / I (Doos 3),9fa1d996-569c-56b9-8122-fb63df1190e4,9fa1d996-569c-56b9-8122-fb63df1190e4,tg:lhaq:9040_#1,"Lode Sebregts ontwierp 20 keer het decor voor de Sinterklaasfeesten van ""Kindervreugd"".",,,
e22_Items,1,tr:lh:7497,tg:lhaq:9050_#1,197417/7,isad:lh:95953,S 5621 / I (Doos 3),0c093063-91f8-5ed9-a931-4e276fb9452f,0c093063-91f8-5ed9-a931-4e276fb9452f,tg:lhaq:9050_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8959_#1,197412/35,isad:lh:95953,S 5621 / I (Doos 2),a7a84139-d634-5b46-bae0-53b6b3bad13b,a7a84139-d634-5b46-bae0-53b6b3bad13b,tg:lhaq:8959_#1,,,,
e22_Items,1,tr:lh:4996,tg:lhaq:8695_#1,99068/2,isad:lh:96041,V 114 / I (Doos 1),e9ed828c-ece2-50c0-9536-967c421991b9,e9ed828c-ece2-50c0-9536-967c421991b9,tg:lhaq:8695_#1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,V1 B,,
e22_Items,1,tr:lh:4719,tg:lhaq:8685_#1,97790/3,isad:lh:96034,V 114 / I (Doos 1),91c83edb-d84e-5846-a48e-3c51d838f6b0,91c83edb-d84e-5846-a48e-3c51d838f6b0,tg:lhaq:8685_#1,,,,
e22_Items,1,tr:lh:2339,tg:lhaq:8671_#1,44074/8,isad:lh:96034,V 114 / I (Doos 1),7b322276-4ee9-57e0-bbf1-812124d58809,7b322276-4ee9-57e0-bbf1-812124d58809,tg:lhaq:8671_#1,,,,
e22_Items,1,tr:lh:5826,tg:lhaq:6879_#1,122913/7,,Planex GT / GG 129,299deada-5550-57b9-8e0e-7869e5d7b979,299deada-5550-57b9-8e0e-7869e5d7b979,tg:lhaq:6879_#1,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,,
e22_Items,1,,tg:lhaq:8352_#1,215082/3,,GG 297 / I,8f96af39-3058-5eec-9adf-06dd5af49a5a,8f96af39-3058-5eec-9adf-06dd5af49a5a,tg:lhaq:8352_#1,,,,
e22_Items,1,,tg:lhaq:4372_#1,200722/1,,Planex GT / N 1702,71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,71e84cfc-fa0f-5930-bf8d-3dbe60d4be41,tg:lhaq:4372_#1,Opgedragen aan Marina Candael.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8904_#1,197410/1,isad:lh:95953,S 5621 / I (Doos 2),60f28807-dd32-51ea-b955-c7746c2ffb2c,60f28807-dd32-51ea-b955-c7746c2ffb2c,tg:lhaq:8904_#1,De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,,,
e22_Items,1,tr:lh:5006,tg:lhaq:5466_#1,99191/9,isad:lh:95916,W 655 / I,f1995002-0f95-557e-8f2c-0820ea970b13,f1995002-0f95-557e-8f2c-0820ea970b13,tg:lhaq:5466_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8914_#1,197411/1,isad:lh:95953,S 5621 / I (Doos 2),db694226-f7da-5297-895a-dc05dca1bf69,db694226-f7da-5297-895a-dc05dca1bf69,tg:lhaq:8914_#1,,,,
e22_Items,1,,tg:lhaq:4066_#1,203500/2,isad:lh:95957,M 2475 / I,b532712e-7c54-56f2-a8c9-90538af76471,b532712e-7c54-56f2-a8c9-90538af76471,tg:lhaq:4066_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8966_#1,197412/41,isad:lh:95953,S 5621 / I (Doos 2),3bf5b458-e437-5d97-bcbf-4c737e6021f7,3bf5b458-e437-5d97-bcbf-4c737e6021f7,tg:lhaq:8966_#1,"De rol van de oom van Dierik, werd door de acteur Marcel Hendrickx vertolkt.",,,
e22_Items,1,tr:lh:5300,tg:lhaq:7264_#1,104373/6,isad:lh:96017,V 444 / I,2fc52e85-d37a-5785-a170-cde5e7f2a310,2fc52e85-d37a-5785-a170-cde5e7f2a310,tg:lhaq:7264_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8976_#1,197412/48,isad:lh:95953,S 5621 / I (Doos 2),ba7b3f9b-0876-5fbb-bb53-b538cdee3443,ba7b3f9b-0876-5fbb-bb53-b538cdee3443,tg:lhaq:8976_#1,"De rol van de medecijn-meester, werd door de acteur Lode van Beek vertolkt.",,,
e22_Items,1,tr:lh:1987,tg:lhaq:6418_#1,37028/7,isad:lh:95994,Planex GT / V 3965,8e981c31-2b5e-5ce2-8399-93a586f91d71,8e981c31-2b5e-5ce2-8399-93a586f91d71,tg:lhaq:6418_#1,,,,
e22_Items,1,,tg:lhaq:8399_#1,215082/46,,GG 297 / I,02f2f914-36b0-58b2-8a82-a1b5d2565a90,02f2f914-36b0-58b2-8a82-a1b5d2565a90,tg:lhaq:8399_#1,,,,
e22_Items,1,,tg:lhaq:8389_#1,215082/36,,GG 297 / I,67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,67c5b9b4-c0e8-5126-97e4-ebbefd9821bc,tg:lhaq:8389_#1,,,,
e22_Items,1,,tg:lhaq:8575_#1,215880/40A,,Planex GT / T 159,cf4709e1-0612-5671-a167-0ab37b5a70e4,cf4709e1-0612-5671-a167-0ab37b5a70e4,tg:lhaq:8575_#1,,,,
e22_Items,1,,tg:lhaq:8565_#1,215880/31,,Planex GT / T 159,d63e8dfc-71c4-5bdb-af92-669e65d719fb,d63e8dfc-71c4-5bdb-af92-669e65d719fb,tg:lhaq:8565_#1,,,,
e22_Items,1,tr:lh:1987,tg:lhaq:8320_#1,37028/17,isad:lh:95994,Planex GT / V 3965,b5ff44aa-75c6-5fd9-beba-0029bdc26aef,b5ff44aa-75c6-5fd9-beba-0029bdc26aef,tg:lhaq:8320_#1,,,,
e22_Items,1,,tg:lhaq:9424_#1,,,Planex GT / J 3354 ( rechtstaand tegen muur ),fa19cd75-0ddf-5404-90c9-d28de21ecbde,fa19cd75-0ddf-5404-90c9-d28de21ecbde,tg:lhaq:9424_#1,,,,
e22_Items,1,,tg:lhaq:2583_#1,101672,,SC 72 B 2,9201ccdf-0dc1-5171-942f-c7fcc0487c6b,9201ccdf-0dc1-5171-942f-c7fcc0487c6b,tg:lhaq:2583_#1,,,,
e22_Items,1,tr:lh:7087,tg:lhaq:9271_#1,177571,isad:lh:95953,S 5621 / I (Doos 4),959621f3-6fa4-5268-8abc-f3c645ca1267,959621f3-6fa4-5268-8abc-f3c645ca1267,tg:lhaq:9271_#1,,,,
e22_Items,1,,tg:lhaq:9412_#1,,,WW 184 / I Planex GT,eb20ed28-011f-5631-9be6-a7d4518ecd60,eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8881_#1,197408/89,isad:lh:95953,S 5621 / I (Doos 2),d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,d0766e3e-440c-581f-a5fb-ff34a5fd9c2d,tg:lhaq:8881_#1,De rol van baker werd door de actrice Lia Lee vertolkt.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8891_#1,197408/99,isad:lh:95953,S 5621 / I (Doos 2),bb1624a1-ce4c-50b1-8974-efc55c1a6016,bb1624a1-ce4c-50b1-8974-efc55c1a6016,tg:lhaq:8891_#1,De rol van Trijn Cornelis werd door de actrice Denise Zimmermann vertolkt.,,,
e22_Items,1,,tg:lhaq:9402_#1,,isad:lh:145680,S 594 / I,6910f1e9-2079-5dfa-9554-8bc8d92cbda1,6910f1e9-2079-5dfa-9554-8bc8d92cbda1,tg:lhaq:9402_#1,,,,
e22_Items,1,tr:lh:4778,tg:lhaq:8070_#1,94221,isad:lh:96027,SC 30 A 1,f28590e7-834e-5530-bba3-d9fc48936471,f28590e7-834e-5530-bba3-d9fc48936471,tg:lhaq:8070_#1,,,,
e22_Items,1,tr:lh:9862,tg:lhaq:9121_#1,219084/b,,Planex KP / G 395,c2ff2725-2870-5510-9aa6-afbcb3a71c68,c2ff2725-2870-5510-9aa6-afbcb3a71c68,tg:lhaq:9121_#1,,,,
e22_Items,1,,tg:lhaq:8553_#1,215880/23,,Planex GT / T 159,5ef0a0ef-0982-5482-9c1c-4f56135c1737,5ef0a0ef-0982-5482-9c1c-4f56135c1737,tg:lhaq:8553_#1,,,,
e22_Items,1,,tg:lhaq:8543_#1,215880/13,,Planex GT / T 159,c3bdf3a0-53d4-5a34-b47a-7605825bcca9,c3bdf3a0-53d4-5a34-b47a-7605825bcca9,tg:lhaq:8543_#1,,,,
e22_Items,1,tr:lh:1987,tg:lhaq:8316_#1,37028/8,isad:lh:95994,Planex GT / V 3965,6812a289-7d9a-538c-8712-4df82af3c7d2,6812a289-7d9a-538c-8712-4df82af3c7d2,tg:lhaq:8316_#1,,,,
e22_Items,1,tr:lh:2974,tg:lhaq:7619_#1,59937/2a3,isad:lh:96020,K1,39f716b5-0fa9-5498-86d8-39dc74bd5836,39f716b5-0fa9-5498-86d8-39dc74bd5836,tg:lhaq:7619_#1,,,,
e22_Items,1,,tg:lhaq:6894_#1,174216/1,,Planex GT / GG 129,db3f6fe5-6fc7-571a-9475-7d2948c74400,db3f6fe5-6fc7-571a-9475-7d2948c74400,tg:lhaq:6894_#1,"**Opvoering:** KNS van Antwerpen, 91ste speeljaar, september 1943

**Regie:** Guenther Stark",,,
e22_Items,1,tr:lh:7497,tg:lhaq:9386_#1,177576,isad:lh:95953,S 5621 / I (Doos 3),7b7b0c17-452d-54f2-be96-f294e8531384,7b7b0c17-452d-54f2-be96-f294e8531384,tg:lhaq:9386_#1,,,,
e22_Items,1,,tg:lhaq:6884_#1,174218/1,,Planex GT / GG 129,395758e1-c37d-5dbe-b202-c51261662f2c,395758e1-c37d-5dbe-b202-c51261662f2c,tg:lhaq:6884_#1,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,
e22_Items,1,tr:lh:2692,tg:lhaq:4605_#1,53209,,Planex GT / T 3465,944c0b3c-8944-5112-b003-d368bf43964a,944c0b3c-8944-5112-b003-d368bf43964a,tg:lhaq:4605_#1,Ontwerp voor in de Pallieterkalenders (1926-1933). Verschenen in de Verhalenkalender voor 1932 (Koppen en volkstypen) Januari.,,,
e22_Items,1,tr:lh:5300,tg:lhaq:7348_#1,104358/8b,isad:lh:96017,V 444 / I,e6b901d5-e0c1-53b8-84a1-3385ee3d7053,e6b901d5-e0c1-53b8-84a1-3385ee3d7053,tg:lhaq:7348_#1,Op achterkant gelijkaardig aquarel.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8922_#1,197411/7,isad:lh:95953,S 5621 / I (Doos 2),b8d3468b-d4ea-537c-8ff4-dd16e099799c,b8d3468b-d4ea-537c-8ff4-dd16e099799c,tg:lhaq:8922_#1,De rollen van muzikanten werden  door Lode Sebregts en de acteur Piet Van den Bosch vertolkt.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8932_#1,197411/17,isad:lh:95953,S 5621 / I (Doos 2),5b45a6f2-a600-57f7-bfd2-d4f15435708a,5b45a6f2-a600-57f7-bfd2-d4f15435708a,tg:lhaq:8932_#1,De rol van Chorus werd  door de acteur Jos Mahu vertolkt.,,,
e22_Items,1,tr:lh:7214,tg:lhaq:8598_#1,179361,isad:lh:95978,Planex GT / V 465,8541a60e-f65e-5f24-9712-b0dee031af65,8541a60e-f65e-5f24-9712-b0dee031af65,tg:lhaq:8598_#1,,,,
e22_Items,1,,tg:lhaq:8364_#1,215082/15,,GG 297 / I,8d740b6d-70b5-5ab8-8bf8-a0d7f28623aa,8d740b6d-70b5-5ab8-8bf8-a0d7f28623aa,tg:lhaq:8364_#1,,,,
e22_Items,1,,tg:lhaq:8374_#1,215082/21,,GG 297 / I,1c172808-696a-5e1f-b5f8-fb205327bc2a,1c172808-696a-5e1f-b5f8-fb205327bc2a,tg:lhaq:8374_#1,,,,
e22_Items,1,,tg:lhaq:8531_#1,215880/1,,Planex GT / T 159,f0990b01-f6ab-51f9-9bd6-0801fe876a8a,f0990b01-f6ab-51f9-9bd6-0801fe876a8a,tg:lhaq:8531_#1,,,,
e22_Items,1,tr:lh:2974,tg:lhaq:7636_#1,59937/2u,isad:lh:96020,K1,50d06e0d-a2d9-5ec7-a8b2-86828eadc6eb,50d06e0d-a2d9-5ec7-a8b2-86828eadc6eb,tg:lhaq:7636_#1,,,,
e22_Items,1,,tg:lhaq:8380_#1,215082/27,,GG 297 / I,15e9bee6-fca0-586b-9e59-cf1a2fb1a7db,15e9bee6-fca0-586b-9e59-cf1a2fb1a7db,tg:lhaq:8380_#1,,,,
e22_Items,1,,tg:lhaq:8390_#1,215082/37,,GG 297 / I,2265ddeb-80f0-5a07-8cbf-9515f2da0e7c,2265ddeb-80f0-5a07-8cbf-9515f2da0e7c,tg:lhaq:8390_#1,,,,
e22_Items,1,,tg:lhaq:8404_#1,215082/51,,GG 297 / I,ebcef51f-6b6d-5363-9dd6-e4271a86aa0b,ebcef51f-6b6d-5363-9dd6-e4271a86aa0b,tg:lhaq:8404_#1,,,,
e22_Items,1,,tg:lhaq:9278_#1,221093,,Planex GT / D 5545,3ebde3a5-efb7-53e6-9e04-07cd7a186b33,3ebde3a5-efb7-53e6-9e04-07cd7a186b33,tg:lhaq:9278_#1,,,,
e22_Items,1,,tg:lhaq:8762_#1,174222/16,,Planex GT / T 159,39b7a474-f5a5-5322-9877-f3ed096b778e,39b7a474-f5a5-5322-9877-f3ed096b778e,tg:lhaq:8762_#1,,,,
e22_Items,1,tr:lh:2339,tg:lhaq:8668_#1,44074/5,isad:lh:96034,V 114 / I (Doos 1),9a5f33aa-d676-507f-a056-ed886f77db20,9a5f33aa-d676-507f-a056-ed886f77db20,tg:lhaq:8668_#1,,,,
e22_Items,1,tr:lh:4996,tg:lhaq:8700_#1,99068/7,isad:lh:96041,V 114 / I (Doos 1),4dd61b26-8a3b-57f3-9948-e536c00408c6,4dd61b26-8a3b-57f3-9948-e536c00408c6,tg:lhaq:8700_#1,Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,
e22_Items,1,tr:lh:2339,tg:lhaq:8678_#1,44074/15,isad:lh:96034,V 114 / I (Doos 1),3c416148-d92e-540c-9848-66eeb1c91307,3c416148-d92e-540c-9848-66eeb1c91307,tg:lhaq:8678_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:9004_#1,197413/26,isad:lh:95953,S 5621 / I (Doos 3),ab1c47cc-ad83-507a-9ccf-c363bf5ef1bc,ab1c47cc-ad83-507a-9ccf-c363bf5ef1bc,tg:lhaq:9004_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:9014_#1,197414/4,isad:lh:95953,S 5621 / I (Doos 3),2e5ec713-f402-5e37-a169-8a3bf6a4fbd7,2e5ec713-f402-5e37-a169-8a3bf6a4fbd7,tg:lhaq:9014_#1,De rol van de Majoor Paul Petkoff werd door de acteur Gaston Vandermeulen vertolkt.,,,
e22_Items,1,tr:lh:5190,tg:lhaq:2627_#1,102771/3,isad:lh:95930,Planex GT / S,ee40ac53-c130-5c03-a5e5-e8cb9763527f,ee40ac53-c130-5c03-a5e5-e8cb9763527f,tg:lhaq:2627_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8865_#1,197408/75,isad:lh:95953,S 5621 / I (Doos 2),ad817e41-f65a-5215-b864-0211e3b64848,ad817e41-f65a-5215-b864-0211e3b64848,tg:lhaq:8865_#1,,,,
e22_Items,1,tr:lh:2022,tg:lhaq:1753_#1,37562,isad:lh:95920,Planex KP / T 355,33d02bf3-0d08-5640-b89c-54f3e6824157,33d02bf3-0d08-5640-b89c-54f3e6824157,tg:lhaq:1753_#1,l.O.: klevertje: Verzameling Frits de Mont.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8875_#1,197408/85A,isad:lh:95953,S 5621 / I (Doos 2),ad9ca305-832d-5369-96e0-f5850e6a899a,ad9ca305-832d-5369-96e0-f5850e6a899a,tg:lhaq:8875_#1,De rol van bedelaar werd door de acteur Toon Brouwers vertolkt.,,,
e22_Items,1,tr:lh:2974,tg:lhaq:7618_#1,59937/2a2,isad:lh:96020,K1,c5f2933f-d598-5b59-a9b7-bdb5aa18780e,c5f2933f-d598-5b59-a9b7-bdb5aa18780e,tg:lhaq:7618_#1,,,,
e22_Items,1,tr:lh:5448,tg:lhaq:4572_#1,106948/5,isad:lh:95963,C 3396 / I (doos 1),c356c808-21b6-5d96-93ca-ed18d4f81075,c356c808-21b6-5d96-93ca-ed18d4f81075,tg:lhaq:4572_#1,,,,
e22_Items,1,,tg:lhaq:6895_#1,174216/2,,Planex GT / GG 129,6d586a39-148b-565e-abb1-7561d0069e80,6d586a39-148b-565e-abb1-7561d0069e80,tg:lhaq:6895_#1,"**Opvoering:** KNS van Antwerpen, 91ste speeljaar, september 1943

**Regie:** Guenther Stark",,,
e22_Items,1,tr:lh:4767,tg:lhaq:6621_#1,92953,isad:lh:96002,Planex GT / H 447,e710b288-7e4c-5aee-a6ff-c05dd1864849,e710b288-7e4c-5aee-a6ff-c05dd1864849,tg:lhaq:6621_#1,,,,
e22_Items,1,,tg:lhaq:6944_#1,76467/3,,SC 49 C 1,94cbbf56-6eb4-5418-8520-da60055ebecc,94cbbf56-6eb4-5418-8520-da60055ebecc,tg:lhaq:6944_#1,"**Opvoering:** KNS van Antwerpen van af 13-09-1930, de regie was van Joris
Diels.

Drie tekeningen (76467/1-3) in éen langwerpige kader.",,,
e22_Items,1,,tg:lhaq:8634_#1,101014,,V 152245 / I (Planex GT),aa0df532-dabb-543b-be12-d0adbf51425f,aa0df532-dabb-543b-be12-d0adbf51425f,tg:lhaq:8634_#1,,,,
e22_Items,1,tr:lh:3430,tg:lhaq:8071_#1,68104,isad:lh:96029,SC 08 E 2,080098f6-5787-5ba4-84b4-26a10acd0d82,080098f6-5787-5ba4-84b4-26a10acd0d82,tg:lhaq:8071_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8890_#1,197408/98,isad:lh:95953,S 5621 / I (Doos 2),31d3f547-a9a0-5e14-941e-e733917c313d,31d3f547-a9a0-5e14-941e-e733917c313d,tg:lhaq:8890_#1,De rol van Trijn Cornelis werd door de actrice Denise Zimmermann vertolkt.,,,
e22_Items,1,,tg:lhaq:9403_#1,,isad:lh:145680,S 594 / I,ec716537-2f43-5995-9900-faca7e20dc61,ec716537-2f43-5995-9900-faca7e20dc61,tg:lhaq:9403_#1,,,,
e22_Items,1,tr:lh:1987,tg:lhaq:8317_#1,37028/14,isad:lh:95994,Planex GT / V 3965,f485d139-be7c-55fa-a4c4-241607b5afe5,f485d139-be7c-55fa-a4c4-241607b5afe5,tg:lhaq:8317_#1,,,,
e22_Items,1,,tg:lhaq:8542_#1,215880/12,,Planex GT / T 159,034241d5-817c-5c77-8514-584030397b9b,034241d5-817c-5c77-8514-584030397b9b,tg:lhaq:8542_#1,,,,
e22_Items,1,,tg:lhaq:8552_#1,215880/22,,Planex GT / T 159,9130b288-c574-578f-a6f3-543ce686e897,9130b288-c574-578f-a6f3-543ce686e897,tg:lhaq:8552_#1,,,,
e22_Items,1,tr:lh:674,tg:lhaq:9058_#1,12989/3,isad:lh:96047,L 1835 / I (Doos 1),a9f3936f-287e-587a-828b-e41ab35f952f,a9f3936f-287e-587a-828b-e41ab35f952f,tg:lhaq:9058_#1,"Regie: Ben Royaards

Costumes: Lon Landau

Decor: Jan Brusselmans

Choreographie: Lea Daan

Muziek: Daan Sternefeld",,,
e22_Items,1,,tg:lhaq:8375_#1,215082/22,,GG 297 / I,9996b066-6a6b-5e92-ac12-70b1900b1d18,9996b066-6a6b-5e92-ac12-70b1900b1d18,tg:lhaq:8375_#1,,,,
e22_Items,1,,tg:lhaq:8646_#1,100130,,"V 152245 / I,Planex GT",3f22f79b-0179-5d7e-9ff0-4506e8ab9adc,3f22f79b-0179-5d7e-9ff0-4506e8ab9adc,tg:lhaq:8646_#1,,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8933_#1,197411/18,isad:lh:95953,S 5621 / I (Doos 2),9ac27085-e510-525d-a28d-7191fedbdeaa,9ac27085-e510-525d-a28d-7191fedbdeaa,tg:lhaq:8933_#1,"De rol van Julia, dochter van Capulet, werd  door de actrice Stella Blanchart vertolkt.",,,
e22_Items,1,tr:lh:7497,tg:lhaq:8923_#1,197411/8,isad:lh:95953,S 5621 / I (Doos 2),f9ac3088-db84-55d5-8b87-d6c6ff155ead,f9ac3088-db84-55d5-8b87-d6c6ff155ead,tg:lhaq:8923_#1,De rol van Capulet werd  door de acteur Jan Cammans vertolkt.,,,
e22_Items,1,tr:lh:7497,tg:lhaq:8787_#1,197406/3,isad:lh:95953,S 5621 / I (Doos 2),7d0dd8e0-6873-5ba4-a454-294844e0f6a9,7d0dd8e0-6873-5ba4-a454-294844e0f6a9,tg:lhaq:8787_#1,,,,
e22_Items,1,tr:lh:1987,tg:lhaq:8328_#1,37028/16,isad:lh:95994,Planex GT / V 3965,740260b3-abca-539c-9543-d7d26ac8715e,740260b3-abca-539c-9543-d7d26ac8715e,tg:lhaq:8328_#1,,,,
e22_Items,1,,tg:lhaq:8338_#1,115882/4,,Planex GT / V 36657,6e0a1614-4d0b-5117-a4f5-3b027f32f006,6e0a1614-4d0b-5117-a4f5-3b027f32f006,tg:lhaq:8338_#1,,,,
e22_Items,1,,tg:lhaq:8405_#1,215082/52,,GG 297 / I,949b87b0-ad9d-5053-bdfe-b6f8e0e8249a,949b87b0-ad9d-5053-bdfe-b6f8e0e8249a,tg:lhaq:8405_#1,,,,
e22_Items,1,tr:lh:9195,tg:lhaq:9067_#1,220639/1a-b,isad:lh:95930,S 7265 / I,3d271c76-f031-5237-9ffb-712f9ff50d06,3d271c76-f031-5237-9ffb-712f9ff50d06,tg:lhaq:9067_#1,,,,
e22_Items,1,,tg:lhaq:8763_#1,174222/17,,Planex GT / T 159,37845534-8479-5b93-8bf8-fde53e691ef0,37845534-8479-5b93-8bf8-fde53e691ef0,tg:lhaq:8763_#1,,,,
e22_Items,1,tr:lh:7087,tg:lhaq:9279_#1,177581,isad:lh:95953,S 5621 / I (Doos 4),f9827045-bc4a-57e6-8867-0930424a85d4,f9827045-bc4a-57e6-8867-0930424a85d4,tg:lhaq:9279_#1,,,,
e22_Items,1,tr:lh:5300,tg:lhaq:7304_#1,104358/19,isad:lh:96017,V 444 / I,44a9e22d-0865-5178-ac53-e495cd8bd943,44a9e22d-0865-5178-ac53-e495cd8bd943,tg:lhaq:7304_#1,Op achterzijde kleine geometrische schets.,,,
e22_Items,1,tr:lh:3417,tg:lhaq:5564_#1,67556/4,isad:lh:95984,J 4453/ I,89cbdb3a-75f2-53af-8c81-103f2e79142a,89cbdb3a-75f2-53af-8c81-103f2e79142a,tg:lhaq:5564_#1,,K1 B 23 E1,,
e22_Items,1,,tg:lhaq:8816_#1,220476,isad:lh:96043,Planex KP / H 7653,bb2e1e3b-4ae5-51e1-92c8-98e74c57a953,bb2e1e3b-4ae5-51e1-92c8-98e74c57a953,tg:lhaq:8816_#1,,,,
e22_Items,1,,tg:lhaq:8391_#1,215082/38,,GG 297 / I,4a4ec3bf-20d6-56f6-af6d-074f3529e15b,4a4ec3bf-20d6-56f6-af6d-074f3529e15b,tg:lhaq:8391_#1,,,,
e22_Items,1,,tg:lhaq:8381_#1,215082/28,,GG 297 / I,6555d8fe-11b4-51f3-addd-b18d7e357359,6555d8fe-11b4-51f3-addd-b18d7e357359,tg:lhaq:8381_#1,,,,
e22_Items,1,,tg:lhaq:1446_#1,106846,isad:lh:95918,Planex KP / B 1333,d6ba6042-28d6-5ccc-8c27-7c6e3cde5afa,d6ba6042-28d6-5ccc-8c27-7c6e3cde5afa,tg:lhaq:1446_#1,,,,
