ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget,Start Date,Start Date Type,source_field,Creation Time Span Source Note,source_code,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000045,referentienummer,False,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:56,brocade id,False,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:56/N,brocade url,False,,,,,,,,,,,,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7633b204-c437-548d-aff4-16bd8cfd4ff3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46f22c63-0022-4cfc-a054-21f1f8dd7ee4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:88,https://data.museumplantinmoretus.be/ark:/11975/037115d1-f4fd-5466-9669-a426c185e2ac,Foto's,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,Places,1,,,,,,,,[Haarlem?],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""94160594-6c18-4d17-b52b-a63711bf553d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""326d3eba-770d-480b-a8cc-4b6188db4da8"", ""inverseOntologyProperty"": """"}]"
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"*Epreuve des caracteres, qui se fondent dans la nouvelle fonderie de Corn. Nozeman et comp.* (Cornelius Nozeman, Haarlem 1756)",descriptive note,Nederlands,,,,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000077,referentienummer,False,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:88,brocade id,False,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:88/N,brocade url,False,,,,,,,,,,,,,
037115d1-f4fd-5466-9669-a426c185e2ac,tg:mpmph:88,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e34d429a-2a8b-5fe9-a31e-b09e056a56d9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""142ab512-9464-4f1b-add6-fa139ab60861"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:84,https://data.museumplantinmoretus.be/ark:/11975/0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,Foto's,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,Places,1,,,,,,,,[Brussel],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d708f9b0-779f-481f-8cd6-4eaecf77d75a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""691492da-3f40-4a2e-a229-ad71fdc91c00"", ""inverseOntologyProperty"": """"}]"
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"*Epreuve de caracteres, qui se gravent & fondent dans la nouvelle fonderie de Jacques François Rosart. Dediée a son altesse royale* (Jacques F. Rosart, Brussel 1761)",descriptive note,Nederlands,,,,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000073,referentienummer,False,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:84,brocade id,False,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:84/N,brocade url,False,,,,,,,,,,,,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""be378522-63d5-5484-8de7-4fd90cf5e0d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2c54dff0-4935-4a71-8057-64014c74e069"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:81,https://data.museumplantinmoretus.be/ark:/11975/05915d97-808a-5322-ab95-3721b82d4af5,Foto's,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,Places,1,,,,,,,,[Amsterdam],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ed7c8b10-d1ff-4738-8a3d-a69d56624fa2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d056fd92-ea86-4747-99de-2c59c01cea61"", ""inverseOntologyProperty"": """"}]"
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"*Épreuves des caractères de la fonderie de Mathias Rosart* (Mathias Rosart, Brussel 1789)",descriptive note,Nederlands,,,,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000070,referentienummer,False,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:81,brocade id,False,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:81/N,brocade url,False,,,,,,,,,,,,,
05915d97-808a-5322-ab95-3721b82d4af5,tg:mpmph:81,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""df382509-0db8-5e99-837f-966fcbc3e743"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5133bd2d-a886-4f03-825d-907c18adae98"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:102,https://data.museumplantinmoretus.be/ark:/11975/0601325c-d473-5b61-888a-cfab9bd292d6,Foto's,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,Places,1,,,,,,,,[Amsterdam],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""01f04987-94ff-4926-bdb8-5d2837733566"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5e6f7ab-8888-4efd-9506-b6fbeed0cfed"", ""inverseOntologyProperty"": """"}]"
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"*Proeve van eenige nieuwe schriften, van eene nieuwe snede; welke onder anderen voorhanden zyn en gegooten worden, op de lettergietery, onder de firma Gebroeders Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1784-1792)",descriptive note,Nederlands,,,,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000091,referentienummer,False,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:102,brocade id,False,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:102/N,brocade url,False,,,,,,,,,,,,,
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""79a2ec62-c6aa-52e4-9625-17b25a00f7d1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""515eed76-71f7-495c-98e3-8b6026b928f0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:48,https://data.museumplantinmoretus.be/ark:/11975/060fb598-f865-592d-9c41-12499f172880,Foto's,,,,
060fb598-f865-592d-9c41-12499f172880,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""89a16820-2e2c-4771-915c-26aed5790f0f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f7116292-b347-44f6-9763-1924f4451be3"", ""inverseOntologyProperty"": """"}]"
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"[Fournier MPM]
",descriptive note,Nederlands,,,,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000037,referentienummer,False,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:48,brocade id,False,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:48/N,brocade url,False,,,,,,,,,,,,,
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b4d9ef64-04ff-53bd-b506-12ddcb55dcfa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9607610-f475-4239-87aa-8b1e82bbe0f9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:75,https://data.museumplantinmoretus.be/ark:/11975/12f6e1a1-833b-5a83-84fa-b7faf7a7386e,Foto's,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7e9edfed-39ef-439e-8994-9dba0c2700ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fcb32957-a32c-4097-8218-d970fbd418b7"", ""inverseOntologyProperty"": """"}]"
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_Descriptions,,,,,,,,,,,,,,,,id.desc,,,,,,"Brieven die te maken hebben met de Officina Plantiniana uit de collectie van de Familie Renette.     
1) Brief van Charles de l'Ecluse naar Jan I Moretus (09/04/1593)     
2) Brief van Charles de l'Ecluse naar Jan I Moretus (03/10/1593)     
3) Brief Johannes Bleuwart aan Balthasar Moretus (07/11/1614)     
4) Brief van Adriaen de Marselaer aan Justus Lipsius (1603)      
5) Brief aan Jan I Moretus (04/05/1591)     
6) Brief aan Jan I Moretus (s.d.)     
7) Brief van Johannes Bleuwart aan Balthasar Moretus (02/04/1613)     
8) Brief van Guilielmus Wargnirius aan Balthasar Moretus [01 december?? 1610]      
9) Brief van Guillaume LeBé aan een Moretus-lid (1599)     
10) Brief van Justus Lipsius naar Jan I Moretus [... 1602]     
11) Brief van Justus Lipsius naar [Jan Moretus] (18/09/1604)     
12) Brief van Abraham Ortelius naar Justus Lipsius [.... 1592]     
13) Brief van Justus Lipsius naar een Moretus-lid [... 1604]
",descriptive note,Nederlands,,,,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,,e73_LegacyInformation,0,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,BE-ANN00/ph/000000064,referentienummer,False,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.id,,,,,,,,,tg:mpmph:75,brocade id,False,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,,e73_LegacyInformation,1,,,,,,,,,,,,,,,brocade.url,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:75/N,brocade url,False,,,,,,,,,,,,,
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7ba7b2c9-768c-5148-98cd-5b5669f97f16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fde5558d-a2aa-4c60-b075-af1df1ff337f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:89,https://data.museumplantinmoretus.be/ark:/11975/136b5024-824a-5852-aade-a50bef89e1b1,Foto's,,,,
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,Places,1,,,,,,,,[Antwerpen],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136b5024-824a-5852-aade-a50bef89e1b1,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""421b7aaa-770e-4d9d-8255-d8016abd98ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f74fdd4-0a34-481a-b37c-ba2928657958"", ""inverseOntologyProperty"": """"}]"
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,e73_CreationActors,1,0a7be828-2e65-544a-be43-c17268c049de,au::19884,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,id/date.exposure/so,19600000,,,,,,,,,,,,,,,,,,,,,,,
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,e73_CreationTimeSpans,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,
